产品名称,企业名称,主轴转速,X行程,XYZ定位精度,XYZ重复定位精度,AC定位精度,AC重复定位精度,采集来源,来源链接,采集时间,备注
数控喷砂机,苏州喷砂设备有限公司,5000,1300,±0.035,±0.015,±0.024,±0.013,江苏省工程机械协会,http://www.suzhouengineers.org,,
智能数控造型机,深圳创新机械有限公司,6000,1200,±0.015,±0.009,±0.014,±0.007,广东省智能制造学会,http://www.gdsmartmanufacturing.org,,
数控车削中心,长春车床有限公司,12000,1400,±0.012,±0.005,±0.019,±0.010,吉林省机械工程协会,http://www.jilinmech.org.cn,,
数控磨石机,南昌磨床工具有限公司,7500,900,±0.022,±0.011,±0.025,±0.015,江西省技术监督局,http://www.jxstandards.org.cn,,
高效数控铣削机,成都高科技机械有限公司,18500,1200,±0.010,±0.005,±0.020,±0.009,四川省工业与信息化厅,http://www.scindustry.gov.cn,,
数控铣床,杭州精机科技有限公司,7500,800,±0.012,±0.006,±0.025,±0.015,浙江省机电行业协会,https://www.zjmta.org,,
数控激光切割机,武汉激光设备有限公司,12000,1600,±0.010,±0.005,±0.020,±0.010,湖北省激光学会,http://www.hblaser.org,,
数控线切割机,重庆线切割有限公司,2000,1000,±0.015,±0.007,±0.030,±0.018,重庆市机械工程协会,http://www.cqmeb.org,,
数控折弯机,天津金属成形设备有限公司,4000,1200,±0.020,±0.010,±0.028,±0.014,天津市机械行业协会,https://www.tianjinmachinery.org,,
数控磨床,南京高精机械制造有限公司,8500,900,±0.008,±0.004,±0.022,±0.009,江苏省高新技术产业协会,http://www.jsgh.org,,
数控冲床,上海机械制造有限公司,800,1500,±0.030,±0.012,±0.035,±0.020,中国冲压产业协会,http://www.cstpa.org,,
数控车床,厦门车床有限公司,6000,1100,±0.020,±0.010,±0.026,±0.013,福建省机械工程学会,https://www.fujianmachinery.com,,
数控木工机械,沈阳木工科技有限公司,5000,1300,±0.022,±0.011,±0.020,±0.012,东北木工机械协会,http://www.nelumber.org,,
高速切削机,深圳市数控设备有限公司,22000,700,±0.007,±0.002,±0.017,±0.006,深圳高新技术产业协会,https://www.szhtia.org,,
数控切割机,成都切割设备有限公司,9500,1400,±0.015,±0.008,±0.020,±0.010,四川省机械制造协会,http://www.scmm.org,,
数控激光切割机,广州数控科技有限公司,9500,1800,±0.009,±0.004,±0.018,±0.005,广州激光产业协会,http://www.gzlaser.org,,
数控铣床,青岛机床制造有限公司,6500,850,±0.014,±0.006,±0.022,±0.011,山东省机床行业协会,http://www.sdmachinery.com,,
数控车床,柳州自动化设备有限公司,7000,1300,±0.013,±0.005,±0.029,±0.014,广西省自动化工程协会,http://www.gxautomation.org,,
数控磨床,宁波机械有限公司,7800,950,±0.015,±0.007,±0.024,±0.012,浙江省机械协会,http://www.zjmachinery.org,,
数控冲床,常州冲压设备有限公司,500,1300,±0.030,±0.015,±0.040,±0.020,江苏省冲压行业协会,http://www.jscj.org,,
数控折弯机,奉贤机械制造有限公司,3200,1600,±0.021,±0.009,±0.027,±0.015,上海市工业信息化办公室,http://www.shii.gov.cn,,
水刀切割机,沈阳水刀科技有限公司,8800,1800,±0.017,±0.007,±0.021,±0.011,全国水刀行业协会,http://www.hydrocutter.org,,
数控铣床,沈阳机械制造股份有限公司,5000,800,±0.012,±0.006,±0.02,±0.009,辽宁省机械工业协会,http://www.lnmachinery.org,,
数控车床,厦门精密机床有限公司,6000,1000,±0.015,±0.008,±0.027,±0.013,福建省机电工程协会,https://www.fujianmech.org,,
数控激光切割机,南京激光科技有限公司,10000,1200,±0.010,±0.004,±0.020,±0.010,江苏省激光产业协会,https://www.jslaser.com,,
数控冲床,温州金属加工设备有限公司,700,1400,±0.028,±0.015,±0.035,±0.017,浙江省工业协会,http://www.zjindustry.org,,
数控折弯机,广州数控设备有限公司,2500,850,±0.022,±0.011,±0.024,±0.014,广东省机械工程协会,https://www.guangdongmachinery.com,,
数控磨床,北京高端装备制造有限公司,12000,600,±0.008,±0.004,±0.015,±0.007,北京市工业与信息化局,http://www.bjmi.gov.cn,,
数控切割机,合肥科技设备有限公司,4500,1000,±0.017,±0.009,±0.022,±0.011,安徽省机械工业协会,http://www.ahmachinery.com,,
数控车床,杭州数控机床有限公司,3000,1500,±0.020,±0.010,±0.028,±0.016,浙江省数控行业协会,http://www.zjcnc.org,,
数控铣床,重庆机电设备有限公司,8000,950,±0.014,±0.006,±0.030,±0.015,重庆市科技委员会,https://www.cqtechnology.gov.cn,,
数控电子设备,武汉华中机电有限公司,6000,1200,±0.019,±0.008,±0.023,±0.012,湖北省机械行业协会,http://www.hbmh.org.cn,,
数控激光切割机,珠海激光技术有限公司,11000,1250,±0.011,±0.005,±0.018,±0.009,广东省激光产业联盟,https://www.guangdonglaser.com,,
数控冲床,太原金属设备厂,500,1350,±0.027,±0.012,±0.038,±0.018,山西省机械制造协会,http://www.sxmachines.org,,
数控折弯机,南宁工程机械有限公司,2800,900,±0.021,±0.010,±0.020,±0.013,广西省工业技术协会,http://www.gxindustry.org,,
数控木工机械,昆明木工设备有限公司,4000,1100,±0.022,±0.012,±0.021,±0.014,云南省木材加工行业协会,http://www.ynwood.org,,
数控电火花机,长春精密机床有限公司,2500,900,±0.030,±0.014,±0.040,±0.022,吉林省机械工业协会,http://www.jlmachinery.org,,
数控高速磨床,扬州精密加工设备有限公司,18000,750,±0.009,±0.004,±0.016,±0.007,江苏省自动化协会,http://www.jiangsuautomation.org,,
数控铣床,上海自动化设备有限公司,12000,1000,±0.008,±0.004,±0.020,±0.009,上海机械制造行业协会,https://www.samsa.org.cn,,
数控车床,武汉机电设备公司,6000,1500,±0.015,±0.006,±0.033,±0.014,湖北省机械工程学院,http://www.hbme.edu.cn,,
数控激光切割机,深圳激光科技有限公司,10000,2000,±0.005,±0.002,±0.015,±0.006,激光工业技术中心,https://www.lasertech.org.cn,,
数控剪切机,南京剪切设备有限公司,4000,1800,±0.020,±0.010,±0.030,±0.013,江苏省机械行业信息网,http://www.jsmachineryinfo.org,,
数控弯管机,合肥精密机械厂,5000,800,±0.015,±0.005,±0.025,±0.008,安徽省机械学会,http://www.ahmech.org.cn,,
数控木工铣床,天津木工机械制造有限公司,3500,1200,±0.022,±0.012,±0.028,±0.015,全国木业协会,http://www.woodwork.org.cn,,
高速车铣复合机,成都机床公司,12000,900,±0.012,±0.004,±0.022,±0.011,四川省机械行业协会,https://www.scma.org.cn,,
数控刨床,杭州木业机械有限公司,4200,600,±0.018,±0.009,±0.025,±0.014,浙江省机械协会,http://www.zjmachinery.org.cn,,
伺服数控机床,上海精密机床科技公司,15000,1050,±0.007,±0.002,±0.017,±0.008,中国数控技术研究中心,https://www.cnccenter.org,,
数控铣床,武汉精密机械有限公司,9000,1300,±0.015,±0.008,±0.019,±0.010,武汉机械设备研究院,http://www.wuhanjx.org,,
数控锯床,沈阳金属加工有限公司,5000,1600,±0.023,±0.011,±0.021,±0.009,辽宁省机械工业协会,http://www.lnma.org.cn,,
数控冲压机,青岛冲压设备有限公司,800,1100,±0.020,±0.013,±0.030,±0.018,青岛市机械行业协会,http://www.qdmech.org,,
数控折弯机,上海宝钢机床有限公司,4000,1500,±0.024,±0.016,±0.035,±0.019,宝钢集团官网,https://www.baosteel.com,,
数控清洗机,大连清洗设备有限公司,3000,900,±0.022,±0.005,±0.028,±0.014,全国清洗设备协会,http://www.cleaningequip.org.cn,,
数控立车,长沙机床有限公司,7000,800,±0.012,±0.006,±0.015,±0.007,湖南省机电工程学院,http://www.hnme.edu.cn,,
数控切割机器人,郑州智能设备有限公司,8500,1600,±0.015,±0.008,±0.017,±0.016,河南省机器人产业协会,http://www.henanrobot.org.cn,,
数控磨床,唐山数控机械有限公司,5500,1100,±0.011,±0.002,±0.024,±0.015,河北省机械制造研究所,http://www.hebeimachine.org.cn,,
数控电子束焊接机,广州焊接机技术有限公司,4000,1300,±0.019,±0.010,±0.021,±0.013,广东省焊接技术协会,http://www.gdwelding.org,,
数控车床,上海先进制造有限公司,7200,1500,±0.012,±0.005,±0.020,±0.010,上海机械制造协会,https://www.shmachinery.org,,
数控激光切割机,北京精恒科技有限公司,19000,2000,±0.005,±0.004,±0.010,±0.005,中国激光产业网,https://www.chinalaser.org,,
数控铣床,武汉宏泽机电公司,5000,1200,±0.015,±0.006,±0.022,±0.011,湖北机械工程技术研究中心,https://www.hbme.org,,
数控折弯机,沈阳川金机床制造有限公司,4500,900,±0.020,±0.009,±0.017,±0.008,东三省机床行业协会,https://www.dongsan.org,,
数控磨床,成都精工机械有限公司,7500,1150,±0.014,±0.006,±0.020,±0.012,四川省电气工程协作会,https://www.scengineering.org,,
数控冲床,广州数控设备有限公司,400,1400,±0.028,±0.015,±0.035,±0.020,广州市机械制造行业协会,https://www.gzmachinery.org,,
数控切割机,福州超能机床有限公司,8500,1600,±0.020,±0.010,±0.025,±0.015,全国机床技术研究中心,http://www.cnctech.org.cn,,
高速铣床,天津新科机床股份有限公司,22000,800,±0.008,±0.002,±0.016,±0.006,天津机械工程学会,http://www.tianjinmechanics.org,,
数控铣床,合肥工业机床有限公司,6000,1300,±0.011,±0.005,±0.023,±0.011,安徽省机电行业协会,https://www.ahme.org,,
数控水刀,南昌激光技术有限公司,9500,1800,±0.017,±0.008,±0.022,±0.010,江西机械技术协会,http://www.jxme.org,,
数控激光焊接机,郑州科技机电有限公司,12000,1500,±0.010,±0.005,±0.020,±0.007,河南省科技发展局,https://www.henansk.gov.cn,,
数控切割机,沈阳宝佳机床有限公司,5000,2000,±0.027,±0.014,±0.034,±0.019,辽宁省工业和信息化厅,https://www.lnmi.gov.cn,,
数控冲床,西安机电工程有限公司,700,1000,±0.037,±0.020,±0.045,±0.022,陕西省机械行业协会,http://www.sxjc.org,,
数控焊接机,苏州佳诚科技有限公司,3000,900,±0.022,±0.009,±0.018,±0.008,江苏省科技厅,https://www.jsst.gov.cn,,
数控水刀切割机,深圳磊华机械有限公司,8000,1600,±0.015,±0.007,±0.021,±0.011,广东省机械制造业协会,https://www.gdmachinery.org,,
数控雕刻机,西宁智能制造技术有限公司,18000,1400,±0.019,±0.010,±0.026,±0.015,青海省机械技术开发中心,http://www.qhmechanics.gov.cn,,
数控摇臂钻,唐山海天机床有限公司,3000,1200,±0.034,±0.022,±0.040,±0.018,河北省工业信息化办公室,https://www.hebid.gov.cn,,
数控车床,南京高精度机床有限公司,7500,1400,±0.01,±0.005,±0.02,±0.010,江苏省机械制造协会,https://www.jsmachinery.com,,
数控铣床,成都机床公司,5000,1200,±0.015,±0.007,±0.03,±0.014,四川省机械行业协会,http://www.scmac.org,,
数控激光切割机,广州激光科技有限公司,12000,2000,±0.008,±0.004,±0.015,±0.006,广州市高新技术企业协会,https://www.gzhightech.org,,
数控冲床,天津冲压机械有限公司,700,1100,±0.027,±0.013,±0.035,±0.018,天津市机械工程协会,http://www.tianjinmech.org,,
数控磨床,沈阳磨床创新有限公司,6200,900,±0.022,±0.008,±0.028,±0.012,辽宁省磨床协会,http://www.lngrinding.com,,
数控折弯机,青岛金属成型技术有限公司,3600,1000,±0.029,±0.015,±0.022,±0.009,中国折弯机协会,https://www.bending.org.cn,,
数控渐进模,香港机床工程公司,5000,800,±0.017,±0.006,±0.032,±0.011,香港机械工程学会,http://www.hkmech.org,,
数控车削机,无锡精密设备有限公司,8500,1350,±0.01,±0.005,±0.018,±0.009,无锡市机械制造协会,https://www.wuximachinery.org,,
数控铣床,杭州 CNC 机械有限公司,4800,1000,±0.021,±0.010,±0.027,±0.012,浙江省科技厅,https://www.zjtechnology.gov.cn,,
数控冲床,南昌冲压设备有限公司,900,1300,±0.026,±0.014,±0.038,±0.015,江西省机械工业协会,http://www.jxmachinery.org.cn,,
数控水刀,武汉水刀科技有限公司,10000,1600,±0.011,±0.005,±0.019,±0.010,湖北省科技厅,http://www.hubeitech.gov.cn,,
数控激光切割机,深圳激光设备有限公司,9000,1800,±0.012,±0.006,±0.022,±0.013,深圳市光电科技协会,https://www.szled.org,,
数控车床,石家庄千兆机械有限公司,8000,1250,±0.015,±0.008,±0.030,±0.014,河北省机械工业协会,http://www.hebeimachinery.org,,
数控冲床,重庆强力机械有限公司,750,1100,±0.019,±0.007,±0.027,±0.015,重庆市机械制造协会,https://www.cqmachinery.org,,
数控折弯机,吉林精密设备有限公司,4000,900,±0.020,±0.011,±0.033,±0.018,吉林省机械工程协会,http://www.jilinmech.org,,
数控汽车加工机,河南汽车制造厂,9200,1500,±0.015,±0.007,±0.020,±0.010,河南省汽车工业协会,http://www.henanauto.org,,
数控木工机械,福建木工机械有限公司,4000,1300,±0.023,±0.012,±0.025,±0.017,福建省林业协会,http://www.fujianwood.org,,
数控磨床,天津机械制造公司,7000,900,±0.012,±0.006,±0.018,±0.009,天津市机械行业协会,https://www.tianjinmachinery.org,,
数控车床,南京机械集团,7500,1100,±0.010,±0.005,±0.022,±0.014,江苏省机电工程协会,https://www.jseia.org,,
数控冲床,成都力源机械有限公司,500,1500,±0.030,±0.015,±0.035,±0.018,四川省机械工程协会,https://www.scma.org.cn,,
数控折弯机,广州华南机床股份有限公司,4000,1300,±0.020,±0.010,±0.028,±0.012,广东省机械制造商协会,http://www.guangdongmachinery.com,,
数控木工机械,杭州木工科技有限公司,6000,1250,±0.022,±0.011,±0.016,±0.007,浙江省木业协会,https://www.zjwood.org,,
油压机,上海机械制造有限责任公司,800,2000,±0.045,±0.025,±0.030,±0.020,上海市工业经济协会,http://www.shijia.org.cn,,
数控车床,福州精密机床有限公司,9000,950,±0.013,±0.008,±0.019,±0.010,福建省机械工程协会,http://www.fujianmachinery.com,,
数控冲床,武汉现代机械有限公司,700,1600,±0.026,±0.014,±0.033,±0.015,湖北省机械制造业协会,http://www.hubeimachinery.com,,
激光切割机,西安时代科技有限公司,5000,1400,±0.015,±0.007,±0.020,±0.015,陕西省激光工业协会,http://www.sxlaserindustry.org,,
数控折弯机,沈阳轻工业设备有限公司,4500,1250,±0.028,±0.012,±0.026,±0.011,辽宁省轻工业协会,http://www.lnlightindustry.org.cn,,
水刀切割机,南昌水刀技术有限公司,8800,1600,±0.018,±0.009,±0.022,±0.010,江西省水刀技术协会,http://www.jxwetcutting.cn,,
数控铣床,济南精机有限公司,15000,800,±0.007,±0.004,±0.011,±0.005,山东省机械制造业协会,https://www.sdmachinery.com,,
自动化装配线,天水机电公司,1200,3000,±0.022,±0.013,±0.027,±0.016,甘肃省机器制造商协会,http://www.gansumachinery.org,,
数控冲床,青海科技机器有限公司,650,1300,±0.032,±0.017,±0.038,±0.019,青海省机械信息网,https://www.qhmachinery.com,,
数控钣金折弯机,昆明金属加工有限公司,3800,900,±0.021,±0.011,±0.034,±0.020,云南省金属加工行业协会,http://www.ynmetalworking.com,,
数控铣床,中山自动化设备有限公司,11000,1000,±0.008,±0.004,±0.012,±0.006,广东省自动化协会,https://www.guangdongautomation.org,,
数控机床维护系统,深圳高科技设备有限公司,3000,700,±0.012,±0.005,±0.025,±0.013,全国机床维护服务平台,http://www.machinetoolservice.org,,
数控铣床,杭州现代机械制造有限公司,10000,800,±0.008,±0.004,±0.020,±0.008,浙江省机械工程学会,https://www.zjmech.org,,
数控激光切割机,南京激光科技有限公司,12000,1600,±0.010,±0.006,±0.022,±0.009,江苏省激光产业协会,http://www.jslaser.org,,
数控切割机,重庆刀具机床厂,4000,1400,±0.015,±0.007,±0.027,±0.013,重庆市工业与信息化局,https://www.cqindustry.gov.cn,,
数控雷射机,天津精雕科技有限公司,13500,900,±0.006,±0.003,±0.020,±0.010,中国激光网,https://www.chinalaser.com,,
数控绞车机,福州发动机有限公司,4500,1700,±0.020,±0.008,±0.030,±0.014,福州市机械工业协会,http://www.fzmech.org,,
数控直线导轨机床,沈阳机床制造有限公司,7000,1100,±0.012,±0.005,±0.025,±0.018,辽宁省机械行业协会,https://www.lnmech.org,,
