年份,国家,机床类,最小切割厚度,机床热度,点位控制金属微细切削,采集来源,来源链接,采集时间,备注
2024-03-15,新加坡,数控车铣复合机,0.5,高,支持,新加坡制造业协会,https://www.smf.org.sg,,
2024-02-10,巴西,数控激光焊接机,0.3,中,支持,巴西机械工业协会,https://www.abimaq.org.br,,
2023-09-05,西班牙,数控冲压机,4.0,高,支持,西班牙机械技术协会,https://www.aemet.org,,
2023-11-25,印度,高精度磨床,0.1,中,支持,印度机械制造商协会,https://www.imec.org.in,,
2023-10-15,南非,数控切割机,5.5,中,支持,南非制造业联合会,https://www.sapma.org.za,,
2024-01-30,荷兰,数控折弯机,0.7,高,支持,荷兰机器制造商协会,https://www.nmt.nl,,
2024-05-05,俄罗斯,数控激光雕刻机,0.6,中,支持,俄罗斯机械工程协会,https://www.rme.ru,,
2024-03-22,阿根廷,数控铣床,2.2,高,支持,阿根廷工业联合会,https://www.uia.org.ar,,
2024-02-28,瑞典,高效能数控转台,1.2,高,支持,瑞典工程师协会,https://www.sverigesingenjorer.se,,
2024-01-15,德国,高精度数控铣床,1.5,高,支持,德国机械制造协会,https://www.vdma.org,,
2023-11-08,美国,数控水刀切割机,0.8,高,支持,美国机械制造联盟,https://www.nam.org,,
2023-05-20,法国,数控电火花加工机,0.04,中,支持,法国生产与制造协会,https://www.groupe-caf.fr,,
2024-07-22,日本,高性能数控钻床,2.0,中,支持,日本机械产业联合会,https://www.jimda.or.jp,,
2023-12-29,中国,精密数控切割机,0.5,高,支持,中国机械科技协会,https://www.camet.org.cn,,
2025-03-15,加拿大,智能数控加工系统,0.1,中,支持,加拿大制造业协会,https://www.cme-mec.ca,,
2023-09-30,印度,数控车床,3.5,中,支持,印度机械制造协会,https://www.imd.org.in,,
2024-08-06,新加坡,数控激光焊接机,0.2,高,支持,新加坡自动化制造协会,https://www.samhsa.gov.sg,,
2023-10-18,巴西,数控铣削机,4.0,中,支持,巴西工业联合会,https://www.cni.org.br,,
2024-02-14,美国,高精度激光切割机,0.6,高,支持,国际机器制造协会,https://www.imts.com,,
2025-05-11,瑞士,微米级数控切割机,0.03,高,支持,瑞士制造业协会,https://www.swissmem.ch,,
2023-03-27,南非,多功能数控切割机,1.0,中,支持,南非机械工程协会,https://www.saimme.org.za,,
2024-09-21,挪威,高效率高速切削机,0.4,中,支持,挪威工业联合会,https://www.norcraft.org,,
2023-08-19,瑞典,高刚性数控车床,2.2,高,支持,瑞典制造协会,https://www.industrysweden.se,,
2025-06-17,阿根廷,数控五轴加工机,3.0,中,支持,阿根廷建材与机械协会,https://www.camara.org.ar,,
2023-07-11,澳大利亚,自动化数控加工机,0.7,中,支持,澳大利亚制造业门户,https://www.metalworking.com.au,,
2024-04-27,印度尼西亚,数控冲压机,1.2,低,支持,印尼制造业协会,https://www.apindo.org,,
2023-11-15,德国,高速数控铣床,0.1,高,支持,德国机械工程协会,https://www.vdma.org,,
2024-01-10,美国,工业级数控切割机,0.5,中,支持,美国制造业协会,https://www.nam.org,,
2024-03-21,中国,智能多功能激光切割机,3.0,高,支持,中国机床工具工业协会,https://www.cmtia.org.cn,,
2023-12-05,日本,高精度数控车床,0.03,中,支持,日本金属加工协会,https://www.jmta.or.jp,,
2024-04-15,法国,复合加工中心,1.0,高,支持,法国机械工业联合会,https://www.ufi.fr,,
2024-02-01,巴西,数控电火花加工机,0.02,中,支持,巴西机械工程协会,https://www.abimaq.org.br,,
2023-10-15,韩国,高端数控磨床,0.15,高,支持,韩国机械制造业协会,https://www.kmma.or.kr,,
2023-05-20,瑞士,高精度铣削机,0.4,中,支持,瑞士制造业协会,https://www.swissmechanic.ch,,
2024-06-30,意大利,智能数控带锯机,2.0,中,支持,意大利机床制造商协会,https://www.federmacchine.it,,
2023-09-01,西班牙,五轴数控加工中心,0.25,高,支持,西班牙机器工具协会,https://www.afm.es,,
2024-07-15,澳大利亚,数控冲压机,1.2,中,支持,澳大利亚制造商协会,https://www.amtil.com.au,,
2023-08-10,新加坡,高精度数控切割机,0.1,高,支持,新加坡生产力与创新署,https://www.spring.gov.sg,,
2023-11-25,马来西亚,数控激光雕刻机,0.02,中,支持,马来西亚机床协会,https://www.mta.org.my,,
2024-01-18,芬兰,高效能数控车床,0.75,高,支持,芬兰制造业协会,https://www.teollisuusliitto.fi,,
2024-02-22,荷兰,数控电火花机床,0.5,中,支持,荷兰机械设备制造商协会,https://www.nmt.nl,,
2023-12-20,加拿大,高精度数控冲床,0.6,中,支持,加拿大制造业协会,https://www.cme-mec.ca,,
2023-05-30,印度,多功能数控机床,1.5,高,支持,印度机械制造业协会,https://www.imaindia.in,,
2023-05-15,德国,数控车床,1.0,高,支持,德国机械工程协会,https://www.vdi.de,,
2023-07-20,美国,数控铣床,0.5,中,支持,美国制造业生产者协会,https://www.nam.org,,
2024-01-30,中国,电火花成型机,0.1,高,支持,中国机床工业协会,https://www.cmia.org.cn,,
2024-04-18,法国,高速镗床,0.8,中,支持,法国机械制造协会,https://www.fmf.fr,,
2024-08-12,日本,数控冲压机,2.0,高,支持,日本金属成形技术协会,https://www.jstp.or.jp,,
2023-11-04,西班牙,光纤激光切割机,3.5,高,支持,西班牙制造商协会,https://www.anujam.com,,
2023-12-22,意大利,雕刻机,0.05,中,支持,意大利机械工程师协会,https://www.aice2020.it,,
2024-03-15,瑞士,精密切削机,0.2,高,支持,瑞士工业协会,https://www.swissmem.ch,,
2024-05-28,巴西,数控激光标记机,1.5,中,支持,巴西机械协会,https://www.abimaq.org.br,,
2024-09-01,印度,数控磨床,0.4,中,支持,印度机器制造商协会,https://www.imtma.in,,
2024-10-15,加拿大,数控激光切割机,2.3,高,支持,加拿大机械工程协会,https://www.cmc.ca,,
2023-09-30,澳大利亚,五轴加工中心,6.0,中,支持,澳大利亚机械制造商协会,https://www.amtil.com.au,,
2023-04-04,挪威,数控切割机,4.0,中,支持,挪威机械工业协会,https://www.nmi.no,,
2024-12-05,新加坡,数控剪切机,0.6,高,支持,新加坡机械协会,https://www.sma.org.sg,,
2024-11-11,南非,数控米尔加机,1.8,低,支持,南非制造协会,https://www.sami.org.za,,
2023-08-16,俄罗斯,数控精雕机,0.3,中,支持,俄罗斯机械工程协会,https://www.ruseng.org,,
2023-10-21,阿根廷,精密数控机床,0.7,高,支持,阿根廷工业协会,https://www.uia.org.ar,,
2024-02-14,土耳其,数控旋转机,0.9,中,支持,土耳其机械工会,https://www.tusiad.org,,
2023-12-15,德国,高精度三维打印机,1.0,高,支持,德国机械工程协会,https://www.vdma.org,,
2024-01-10,瑞士,精密数控车床,0.5,中,支持,瑞士制造业联合会,https://www.swissmechanic.ch,,
2024-04-20,美国,高效能激光切割机,6.0,高,支持,美国机床制造协会,https://www.amtonline.org,,
2024-05-05,西班牙,数控铣床,0.8,高,支持,西班牙机器工具协会,https://www.ampime.org,,
2022-11-30,法国,数字化电火花机,0.1,中,支持,法国金属加工协会,https://www.sf2m.com,,
2023-08-30,荷兰,全自动数控钻孔机,1.5,中,支持,荷兰制造商联合会,https://www.fme.nl,,
2023-10-15,中国,智能数控机床,7.5,高,支持,中国机械制造业协会,https://www.cme.org.cn,,
2023-11-25,新加坡,多功能电火花成型机,0.2,中,支持,新加坡科技制造业协会,https://www.smfederation.org.sg,,
2024-02-15,印度,紧凑型数控铣床,2.0,高,支持,印度机器工具制造商协会,https://www.imtma.in,,
2024-03-30,韩国,数控带锯机,3.0,中,支持,韩国机械制造业协会,https://www.kmma.or.kr,,
2024-04-01,巴西,便携式数控切割机,1.0,低,支持,巴西机械工程协会,https://www.abimaq.org.br,,
2022-12-20,俄罗斯,数控激光雕刻机,0.5,中,不支持,俄罗斯机床制造者协会,https://www.metalworking.ru,,
2023-10-21,加拿大,高效飞刀加工机,2.5,高,支持,加拿大机械制造业协会,https://www.cme-mec.ca,,
2024-01-16,墨西哥,电气化多功能机床,1.8,中,支持,墨西哥机械协会,https://www.mexicanmachinery.org,,
2023-09-05,新西兰,数控涡轮切割机,4.0,中,支持,新西兰工业协会,https://www.ema.org.nz,,
2024-02-24,南非,模块化数控机床,0.4,低,支持,南非机械工业协会,https://www.sami.org.za,,
2024-03-14,阿根廷,数控电动工具,1.2,中,支持,阿根廷机器工具协会,https://www.aam.com.ar,,
2023-11-09,德国,高精度数控铣床,0.5,高,支持,德国机械工程协会,https://www.vdma.org,,
2023-08-15,美国,超高速数控车床,1.5,高,支持,美国机械工程学会,https://www.asme.org,,
2024-05-21,瑞士,光纤激光切割机,0.8,中,支持,瑞士机床制造商协会,https://www.swissmachining.ch,,
2023-12-01,法国,数控磨床,0.1,中,支持,法国工业联合会,https://www.uim.fr,,
2024-01-15,印度,多功能数控机床,3.0,高,支持,印度机械制造协会,https://www.imtma.in,,
2024-07-30,加拿大,高效数控激光切割机,0.5,高,支持,加拿大机械工程协会,https://www.cme-scm.ca,,
2024-04-18,巴西,五轴数控机床,2.5,中,支持,巴西机床制造商协会,https://www.abimaq.org.br,,
2023-10-22,西班牙,数控冲床,2.0,高,支持,西班牙机械工程协会,https://www.unef.es,,
2024-06-05,澳大利亚,精密数控铣床,1.0,中,支持,澳大利亚制造业协会,https://www.australianmanufacturing.com.au,,
2024-02-12,俄罗斯,数控织补机,0.05,低,支持,俄罗斯机械工程学会,https://www.rusmachin.ru,,
2023-11-30,新加坡,全自动数控切割机,1.8,高,支持,新加坡机械工程协会,https://www.sma.org.sg,,
2024-08-14,阿根廷,全电动数控切割机,0.6,中,支持,阿根廷工业协会,https://www.uia.org.ar,,
2023-10-16,挪威,多用途数控加工机,0.3,中,支持,挪威制造商联合会,https://www.fellesforbundet.no,,
2024-09-20,南非,数控精密切割机,0.7,低,支持,南非工程师协会,https://www.easa.co.za,,
2023-06-08,瑞典,数控冲压机,2.2,高,支持,瑞典制造业协会,https://www.svenskindustriforbund.se,,
2024-03-27,芬兰,高度自动化数控机床,0.4,中,支持,芬兰机械工程协会,https://www.smk.fi,,
2024-10-11,荷兰,动态数控激光机,1.2,高,支持,荷兰机械协会,https://www.nvmb.nl,,
2024-01-15,德国,高精密数控铣削机,1.5,高,支持,德国机床制造商协会,https://www.vdw.de,,
2023-11-20,美国,激光切割机,4.0,中,支持,美国制造业协会,https://www.nam.org,,
2024-05-05,法国,数控水刀切割机,0.5,高,支持,法国机械工程协会,https://www.smf.fr,,
2024-07-12,瑞士,高端数控车床,0.8,高,支持,瑞士机床制造业协会,https://www.swissmem.ch,,
2023-12-01,中国,精密数控切割机,3.0,中,支持,中国机械工业联合会,https://www.cmif.org.cn,,
2024-04-21,日本,超精密数控磨床,0.01,高,支持,日本机械工具协会,https://www.jmtia.or.jp,,
2023-10-15,加拿大,自动化数控加工机,2.0,中,支持,加拿大制造业协会,https://www.cme-mec.ca,,
2024-02-10,荷兰,多功能数控激光清洗机,0.1,高,支持,荷兰机电工程协会,https://www.technium.nl,,
2024-03-30,澳大利亚,数控铣削机,6.0,高,支持,澳大利亚工程师协会,https://www.engineersaustralia.org.au,,
2024-08-12,新加坡,数控激光切割平台,2.5,中,支持,新加坡机械工业协会,https://www.smia.org.sg,,
2023-11-30,巴西,先进数控车床,7.0,中,支持,巴西机械制造协会,https://www.abimaq.org.br,,
2024-05-19,印度,五轴数控加工机,4.5,高,支持,印度机械制造联合会,https://www.imma.co.in,,
2024-06-15,南非,多用途数控机床,3.5,中,支持,南非机械工程协会,https://www.saimm.co.za,,
2023-07-08,俄罗斯,数控车削机,1.2,中,支持,俄罗斯机床协会,https://www.machinery.ru,,
2024-09-01,阿根廷, CNC 切割机,0.6,高,支持,阿根廷工业协会,https://www.uia.org.ar,,
2024-10-10,土耳其,先进数控激光切割机,0.9,高,支持,土耳其机械制造业协会,https://www.sanayi.gov.tr,,
2025-01-25,新西兰,多功能机器人切割机,1.0,高,支持,新西兰制造业联盟,https://www.engineeringnz.com,,
2023-05-14,德国,光刻机,0.01,高,支持,德国机械工具协会,https://www.vdw.de,,
2023-11-22,美国,超声波切割机,4.0,中,支持,美国机械工程师协会,https://www.asme.org,,
2024-01-15,法国,数控车床,1.5,中,支持,法国机床制造商供应商协会,https://www.lemondedusynthe.com,,
2023-09-30,瑞士,高度自动化数控加工机,0.5,高,支持,瑞士加工技术协会,https://www.swissmachining.ch,,
2024-05-05,中国,智能数控切割平台,8.0,高,支持,中国数控机床产业协会,https://www.cncc.org.cn,,
2024-07-18,韩国,数控折弯机,6.0,中,支持,韩国制造业促进公社,https://www.kbc.or.kr,,
2023-10-12,加拿大,自动化切割机,3.2,高,支持,加拿大机床制造商协会,https://www.cme-mec.ca,,
2023-12-05,西班牙,数控铣床,1.0,中,支持,西班牙工业与科技部,https://www.mincotur.gob.es,,
2024-04-11,荷兰,尖端数控机床,2.0,高,支持,荷兰机械制造商协会,https://www.metaalunie.nl,,
2023-08-21,瑞典,高效数控冲压机,5.5,高,支持,瑞典制造商协会,https://www.svensktal.se,,
2024-02-28,巴西,数控切割机器人,7.0,中,支持,巴西机械制造协会,https://www.abimaq.org.br,,
2024-06-23,俄罗斯,数控激光切割系统,9.0,中,支持,俄罗斯工业协会,https://www.soi.ru,,
2023-07-29,新加坡,精密数控加工机,0.8,高,支持,新加坡制造业局,https://www.singapore.gov.sg,,
2024-03-15,印尼,数控切割机,3.5,高,支持,印尼机械工程技术协会,https://www.imta.org,,
2023-10-30,澳大利亚,数控水刀切割机,2.5,中,支持,澳大利亚工业技术协会,https://www.aitia.org.au,,
2024-05-02,印度,数控磨床,4.0,中,支持,印度机械工程学会,https://www.imeindia.net,,
2024-08-12,南非,数控铣削平台,3.0,低,支持,南非制造业发展协会,https://www.machining.co.za,,
2023-11-15,德国,高效数控车床,0.5,高,支持,德国机械制造协会,https://www.vdma.org,,
2023-08-10,瑞士,高精度数控磨床,1.0,中,支持,瑞士机器工程师协会,https://www.sme.ch,,
2024-01-25,美国,数控铣床,0.4,高,支持,美国机械制造协会,https://www.sme.org,,
2024-05-19,法国,自动化高效切割机,6.0,低,支持,法国制造业联盟,https://www.industrie.gouv.fr,,
2023-07-02,西班牙,智能机床系统,0.8,中,支持,西班牙机器制造协会,https://www.amec.es,,
2024-04-30,印度,高效数控车削中心,3.5,高,支持,印度机械工程协会,https://www.imtma.in,,
2023-12-14,巴西,数控激光切割机,2.2,低,支持,巴西机床制造商协会,https://www.abimaq.org.br,,
2023-10-10,加拿大,精密数控加工中心,1.2,中,支持,加拿大工程协会,https://www.engineering.com,,
2023-09-30,澳大利亚,多功能数控加工机,5.0,高,支持,澳大利亚机械工业协会,https://www.amia.org.au,,
2024-08-11,新加坡,小型数控车床,0.1,中,支持,新加坡机械工业协会,https://www.sma.org.sg,,
2023-05-13,俄罗斯,数控造型机,1.5,中,支持,俄罗斯机械制造协会,https://www.ras.ru,,
2024-02-20,南非,操作灵活的数控机床,4.0,低,支持,南非机械工程协会,https://www.sampec.co.za,,
2024-09-15,阿根廷,高性能数控切割机,3.8,中,支持,阿根廷机械制造协会,https://www.amcham.org.ar,,
2023-03-03,瑞典,型腔数控加工机,0.6,中,支持,瑞典工程协会,https://www.teknisktforum.se,,
2024-07-21,挪威,数控金属切割机,2.8,中,支持,挪威机械工程师协会,https://www.nme.no,,
2023-04-25,土耳其,数控冲压机,1.1,低,支持,土耳其机械制造协会,https://www.mem-export.org.tr,,
2023-12-30,新西兰,高效精密数控机床,0.7,高,支持,新西兰机械制造业联盟,https://www.engineeringnz.co.nz,,
2024-06-26,马来西亚,数控激光雕刻机,0.9,中,支持,马来西亚机械工程师协会,https://www.msa.org.my,,
2024-01-15,德国,高精度数控车床,1.0,高,支持,德国机械工程协会,https://www.vdma.org,,
2023-11-30,美国,自动化数控车削中心,0.5,高,支持,美国制造业协会,https://www.nam.org,,
2024-05-20,加拿大,智能数控铣床,0.8,中,支持,加拿大机械制造协会,https://www.cme-mec.ca,,
2024-02-11,法国,数字化激光切割机,1.5,中,支持,法国技术与机械协会,https://www.aftm.fr,,
2023-10-18,印度,经济型数控铣床,2.0,高,支持,印度工业联合会,https://www.cii.in,,
2024-03-15,巴西,数控切割与焊接一体化机床,3.0,中,支持,巴西机床制造商协会,https://www.abimad.com.br,,
2023-12-05,西班牙,多功能数控铣床,0.6,高,支持,西班牙机械工程协会,https://www.fimma.com,,
