批准文号/注册证号（字符型）,可见光通信系统名称（字符型）,规格（字符型）,企业名称（字符型）,批准日期（日期型）,上市许可持有人（字符型）,规范企业名称（字符型）,是否通过一致性（字符型）,可见光通信系统类型（字符型）,采集来源,来源链接,采集时间,备注,,,,,,,
2023-009,校园安全LIFI通信系统,100Mbps,湖北智慧校园科技有限公司,2023-08-25,湖北省市场监督管理局,湖北智慧校园科技有限公司,否,教育安全系统,校园观察,http://www.campuswatch.cn/,2023-10-18,,,,,,,,
2023-010,智能交通LIFI系统,300Mbps,浙江交通科技股份有限公司,2023-07-30,浙江省市场监督管理局,浙江交通科技股份有限公司,是,交通管理系统,交通运输部,http://www.mot.gov.cn/,2023-10-18,,,,,,,,
2023-011,远程办公LIFI系统,175Mbps,南京远程科技有限公司,2023-05-10,南京市市场监督管理局,南京远程科技有限公司,是,商务通信系统,新经济导报,http://www.neweconomy.com/,2023-10-18,,,,,,,,
2023-012,智能家居安防LIFI系统,200Mbps,重庆智能家居有限公司,2023-04-20,重庆市市场监督管理局,重庆智能家居有限公司,是,家居安防系统,家居建设网,http://www.jjjs.com/,2023-10-18,,,,,,,,
2023-013,酒店服务LIFI系统,150Mbps,江苏酒店科技有限公司,2023-03-19,江苏省市场监督管理局,江苏酒店科技有限公司,是,酒店服务系统,酒旅经济观察,http://www.hotelobserver.cn/,2023-10-18,,,,,,,,
2023-014,工业4.0 LIFI系统,400Mbps,北京工业自动化系統有限公司,2023-02-05,北京市市场监督管理局,北京工业自动化系统有限公司,是,工业智能系统,中国智能制造网,http://www.cimt.org/,2023-10-18,,,,,,,,
2023-006,智慧城市LIFI系统,250Mbps,杭州智慧科技有限公司,2023-10-01,杭州市市场监督管理局,杭州智慧科技有限公司,是,城市公共设施通信系统,未来科技网,http://www.futuretech.com,2023-10-18,,,,,,,,
2023-007,工业园区可见光通信系统,400Mbps,苏州工业通信科技有限公司,2023-09-25,苏州市市场监督管理局,苏州工业通信科技有限公司,是,工业用途通信系统,中国工业网,http://www.chinaindustry.com,2023-10-18,,,,,,,,
2023-008,医院LIFI通信系统,120Mbps,北京医联科技有限责任公司,2023-08-30,北京市市场监督管理局,北京医联科技有限责任公司,是,医疗卫生通信系统,医疗科技网,http://www.medtechnews.com,2023-10-18,,,,,,,,
2023-009,农田可见光无线通信系统,70Mbps,郑州农业科技解决方案公司,2023-07-15,郑州市市场监督管理局,郑州农业科技解决方案公司,否,农业应用通信系统,农村发展观察,http://www.ruralobservation.com,2023-10-18,,,,,,,,
2023-010,气象监测LIFI系统,90Mbps,重庆气象服务有限公司,2023-09-05,重庆市市场监督管理局,重庆气象服务有限公司,是,气象监测通信系统,气象科技网,http://www.meteorologytech.com,2023-10-18,,,,,,,,
2023-011,智能酒店LIFI系统,180Mbps,西安智能科技有限公司,2023-08-12,西安市市场监督管理局,西安智能科技有限公司,是,酒店行业通信系统,酒店与旅游业网,http://www.hotelindustry.com,2023-10-18,,,,,,,,
2023-012,校园可见光通信系统,360Mbps,武汉教育科技有限公司,2023-10-10,武汉市市场监督管理局,武汉教育科技有限公司,是,教育领域应用,中国教育科技网,http://www.edutechchina.com,2023-10-18,,,,,,,,
2023-013,智慧农业LIFI系统,200Mbps,合肥农业科技有限公司,2023-07-20,合肥市市场监督管理局,合肥农业科技有限公司,否,农业监控通信系统,现代农业网,http://www.modernagriculture.com,2023-10-18,,,,,,,,
2023-014,公共交通LIFI系统,280Mbps,天津交通技术有限公司,2023-09-28,天津市市场监督管理局,天津交通技术有限公司,是,交通运输通信系统,交通运输研究院,http://www.transportationresearch.com,2023-10-18,,,,,,,,
2023-006,高速LIFI车载通信系统,250Mbps,北京智能交通科技有限公司,2023-09-10,北京市市场监督管理局,北京智能交通科技有限公司,是,车辆通信系统,汽车行业观察,https://www.autoinfo.cn/,2023-10-18,,,,,,,,
2023-007,智能城市光网络系统,500Mbps,上海城市科技有限公司,2023-10-01,上海市市场监督管理局,上海城市科技有限公司,是,城市基础通信系统,智慧城市发展网,https://www.smartcity.cn/,2023-10-18,,,,,,,,
2023-008,LIFI远程医疗系统,150Mbps,广州医疗科技有限公司,2023-08-25,广州市市场监督管理局,广州医疗科技有限公司,是,医疗应用系统,未来医学研究院,https://www.futuremed.cn/,2023-10-18,,,,,,,,
2023-009,教育LIFI教学系统,400Mbps,成都教育技术有限公司,2023-07-18,成都市市场监督管理局,成都教育技术有限公司,是,在线教育系统,教育科技网,https://www.educationtech.cn/,2023-10-18,,,,,,,,
2023-010,室外高频LIFI系统,220Mbps,武汉未来光电有限公司,2023-06-30,武汉市市场监督管理局,武汉未来光电有限公司,否,室外通信系统,未来科技探索,https://www.futuretech.cn/,2023-10-18,,,,,,,,
2023-011,高效LIFI办公系统,300Mbps,杭州现代技术有限公司,2023-05-20,杭州市市场监督管理局,杭州现代技术有限公司,是,办公环境系统,商业科技杂志,https://www.biztechmagazine.cn/,2023-10-18,,,,,,,,
2023-012,高速Wi-Fi LIFI融合系统,350Mbps,西安科技发展有限公司,2023-04-15,西安市市场监督管理局,西安科技发展有限公司,是,融合通信系统,网络技术论坛,https://www.netforum.cn/,2023-10-18,,,,,,,,
2023-013,增强现实LIFI系统,180Mbps,天津虚拟科技有限公司,2023-03-27,天津市市场监督管理局,天津虚拟科技有限公司,是,增强现实应用,未来科技网,https://www.futuretech.net.cn/,2023-10-18,,,,,,,,
2023-014,室内安全LIFI系统,130Mbps,深圳安全科技有限公司,2023-06-10,深圳市市场监督管理局,深圳安全科技有限公司,是,安全监控系统,科技安全日报,https://www.techsafetynews.cn/,2023-10-18,,,,,,,,
2023-015,公共场所LIFI接入系统,300Mbps,大连智慧科技有限公司,2023-05-30,大连市市场监督管理局,大连智慧科技有限公司,是,公共服务系统,智慧城市观察,https://www.smartcityexamine.cn/,2023-10-18,,,,,,,,
2023-006,超高速LIFI系统,500Mbps,杭州创新科技有限公司,2023-10-01,杭州市市场监督管理局,杭州创新科技有限公司,是,商业环境系统,科技日报,http://www.stdaily.com/,2023-10-18,,,,,,,,
2023-007,绿色家庭LIFI,250Mbps,厦门绿色科技有限公司,2023-11-12,厦门市市场监督管理局,厦门绿色科技有限公司,是,家庭通信系统,前沿科技平台,https://www.techfrontier.com/,2023-10-18,,,,,,,,
2023-008,智能交通LIFI,400Mbps,天津交通科技有限公司,2023-09-25,天津市市场监督管理局,天津交通科技有限公司,是,城市交通系统,交通运输部,http://www.mot.gov.cn/,2023-10-18,,,,,,,,
2023-009,医用LIFI系统,150Mbps,北京健康科技公司,2023-08-30,北京市市场监督管理局,北京健康科技公司,是,医疗环境系统,健康中国网,http://www.nhc.gov.cn/,2023-10-18,,,,,,,,
2023-010,教育智能LIFI,180Mbps,武汉教育科技有限公司,2023-11-05,武汉市市场监督管理局,武汉教育科技有限公司,是,教育领域应用,中国教育在线,http://www.eol.cn/,2023-10-18,,,,,,,,
2023-011,高效室外LIFI,350Mbps,重庆光电科技有限公司,2023-10-15,重庆市市场监督管理局,重庆光电科技有限公司,是,室外通信系统,重庆商报,http://www.cqcb.com/,2023-10-18,,,,,,,,
2023-012,文化传播LIFI,120Mbps,南京文化传媒有限公司,2023-09-20,南京市市场监督管理局,南京文化传媒有限公司,是,文化传播系统,南京日报,http://www.njdaily.com/,2023-10-18,,,,,,,,
2023-013,智能农业LIFI,220Mbps,昆明科技推广有限公司,2023-10-30,昆明市市场监督管理局,昆明科技推广有限公司,否,农业应用系统,云南网,http://www.yunnan.cn/,2023-10-18,,,,,,,,
2023-014,云端智控LIFI,300Mbps,广州云科技有限公司,2023-11-18,广州市市场监督管理局,广州云科技有限公司,是,云计算解决方案,广州日报,http://www.gzdaily.cn/,2023-10-18,,,,,,,,
2023-015,工程监测LIFI,90Mbps,北京建筑科技公司,2023-09-09,北京市市场监督管理局,北京建筑科技公司,否,工程监测与数据收集,中国建筑新闻网,http://www.chinajznews.com/,2023-10-18,,,,,,,,
2023-006,室外高效LIFI系统,250Mbps,苏州光控科技有限公司,2023-10-05,苏州市市场监督管理局,苏州光控科技有限公司,是,室外通信系统,中国通信技术网,http://www.cctech.net,2023-10-18,,,,,,,,
2023-007,LIFI医疗通信系统,120Mbps,青岛卫光科技有限公司,2023-09-25,青岛市市场监督管理局,青岛卫光科技有限公司,是,医疗领域应用,医疗设备新闻网,https://www.medicaldevicesnews.com,2023-10-18,,,,,,,,
2023-008,智能楼宇LIFI系统,175Mbps,沈阳智能科技有限公司,2023-09-10,沈阳市市场监督管理局,沈阳智能科技有限公司,是,楼宇自动化系统,建筑与科技,http://www.architech.com.cn,2023-10-18,,,,,,,,
2023-009,LIFI远程教育系统,400Mbps,武汉在线教育科技有限公司,2023-08-15,武汉市市场监督管理局,武汉在线教育科技有限公司,是,教育领域应用,教育观察,http://www.educationwatch.com,2023-10-18,,,,,,,,
2023-010,高效阳光LIFI系统,300Mbps,厦门太阳能科技有限公司,2023-07-30,厦门市市场监督管理局,厦门太阳能科技有限公司,是,绿色能源应用,可再生能源日报,http://www.renewnews.com.cn,2023-10-18,,,,,,,,
2023-011,无线工厂LIFI系统,350Mbps,成都智能工业技术有限公司,2023-06-20,成都市市场监督管理局,成都智能工业技术有限公司,是,工业自动化系统,现代制造业网,http://www.modernmanufacturing.com,2023-10-18,,,,,,,,
2023-012,LIFI智慧城市系统,500Mbps,西安智慧科技有限公司,2023-10-10,西安市市场监督管理局,西安智慧科技有限公司,是,智慧城市基础设施,城市发展研究,http://www.urbanresearch.com,2023-10-18,,,,,,,,
2023-013,LIFI交通系统,220Mbps,天津交通科技有限公司,2023-09-28,天津市市场监督管理局,天津交通科技有限公司,是,交通管理系统,交通信息周刊,http://www.transportweekly.com,2023-10-18,,,,,,,,
2023-014,多媒体LIFI系统,180Mbps,佛山媒介科技有限公司,2023-08-03,佛山市市场监督管理局,佛山媒介科技有限公司,是,多媒体交流系统,数字媒体网,http://www.digitalmedia.com.cn,2023-10-18,,,,,,,,
2023-015,应急LIFI通信系统,275Mbps,长春应急科技有限公司,2023-10-12,长春市市场监督管理局,长春应急科技有限公司,是,应急管理系统,安全科技新闻网,http://www.safetytechnews.com,2023-10-18,,,,,,,,
2023-006,高效办公LIFI系统,250Mbps,杭州高新科技有限公司,2023-09-01,杭州市市场监督管理局,杭州高新科技有限公司,是,办公应用系统,时代科技网,https://www.tech.com/office-lifi,2023-10-18,,,,,,,,
2023-007,城市智能交通光网络,500Mbps,北京智能交通科技有限公司,2023-08-25,北京市市场监督管理局,北京智能交通科技有限公司,是,交通系统,交通运输网,https://www.transport.com/city-lifi,2023-10-18,,,,,,,,
2023-008,医疗智能可见光通信系统,120Mbps,深圳医疗科技有限公司,2023-07-12,深圳市市场监督管理局,深圳医疗科技有限公司,是,医疗领域应用,健康科技论坛,https://www.healthtech.com/med-lifi,2023-10-18,,,,,,,,
2023-009,教室光网络系统,400Mbps,武汉教育科技股份有限公司,2023-06-18,武汉市市场监督管理局,武汉教育科技股份有限公司,是,教育场景系统,中国教育网,https://www.edu.cn/edu-lifi,2023-10-18,,,,,,,,
2023-010,高端零售LIFI系统,300Mbps,广州科技创新有限公司,2023-05-30,广州市市场监督管理局,广州科技创新有限公司,否,零售业应用,商业前沿,https://www.businessfrontier.com/retail-lifi,2023-10-18,,,,,,,,
2023-011,航空通信LIFI技术,350Mbps,成都航空科技有限公司,2023-09-05,成都市市场监督管理局,成都航空科技有限公司,是,航空通信,航空技术网,https://www.aerotech.com/aviation-lifi,2023-10-18,,,,,,,,
2023-012,景区导览光通信系统,80Mbps,厦门旅游技术有限公司,2023-04-15,厦门市市场监督管理局,厦门旅游技术有限公司,是,旅游导览,旅游时报,https://www.tourismnews.com/sightseeing-lifi,2023-10-18,,,,,,,,
2023-013,智能农业光通信系统,200Mbps,南昌农业科技有限公司,2023-03-25,南昌市市场监督管理局,南昌农业科技有限公司,是,农业应用,农业科技资讯,https://www.agritech.com/agri-lifi,2023-10-18,,,,,,,,
2023-014,企业协作LIFI系统,220Mbps,西安协同科技有限公司,2023-06-10,西安市市场监督管理局,西安协同科技有限公司,是,企业协作,科技与商业,https://www.techbusiness.com/collaboration-lifi,2023-10-18,,,,,,,,
2023-015,智能家居系统升级版,180Mbps,天津智能家居有限公司,2023-07-30,天津市市场监督管理局,天津智能家居有限公司,是,家庭自动化,智能家居观察,https://www.smarthome.com/home-lifi,2023-10-18,,,,,,,,
2023-006,企业级光计算平台,500Mbps,中兴光电科技有限公司,2023-10-01,广东省市场监督管理局,中兴光电科技有限公司,是,企业通信系统,科技创新日报,http://www.kjcxrb.com,2023-10-18,,,,,,,,
2023-007,街道智能监控系统,250Mbps,华北智能科技发展有限公司,2023-09-20,天津市市场监督管理局,华北智能科技发展有限公司,是,监控系统,智能科技网,http://www.smarttech.org,2023-10-18,,,,,,,,
2023-008,无线数据传输设备,80Mbps,杭州数字通信有限公司,2023-08-30,浙江省市场监督管理局,杭州数字通信有限公司,否,无线通信系统,中国通信网,http://www.chinatcom.net,2023-10-18,,,,,,,,
2023-009,远程医疗光通信系统,600Mbps,上海医疗科技股份有限公司,2023-07-25,上海市市场监督管理局,上海医疗科技股份有限公司,是,医疗通信系统,医疗科技杂志,http://www.medtechmag.com,2023-10-18,,,,,,,,
2023-010,智慧城市系统,350Mbps,成都智慧科技有限公司,2023-06-10,四川省市场监督管理局,成都智慧科技有限公司,是,城市管理系统,今日头条,http://www.toutiao.com,2023-10-18,,,,,,,,
2023-011,智能交通光网络,400Mbps,北京交通科技有限公司,2023-05-30,北京市市场监督管理局,北京交通科技有限公司,是,交通监控系统,中国智能交通网,http://www.china-traffic.com,2023-10-18,,,,,,,,
2023-012,光传输高效能模块,750Mbps,广州光信科技有限公司,2023-04-20,广州市市场监督管理局,广州光信科技有限公司,是,模块设备,智能产品评测网,http://www.smartproreview.com,2023-10-18,,,,,,,,
2023-013,高层建筑通信系统,220Mbps,沈阳建筑科技有限公司,2023-03-12,辽宁省市场监督管理局,沈阳建筑科技有限公司,否,建筑通信系统,建筑科技杂志,http://www.architechmag.com,2023-10-18,,,,,,,,
2023-014,校园无线光网络,450Mbps,武汉教育科技有限公司,2023-02-22,武汉市市场监督管理局,武汉教育科技有限公司,是,教育领域应用,教育产业网,http://www.eduindustry.com,2023-10-18,,,,,,,,
2023-015,工业环境监测系统,300Mbps,青岛工业科技有限公司,2023-01-15,山东省市场监督管理局,青岛工业科技有限公司,是,工业监测系统,工业信息网,http://www.industryinfo.com,2023-10-18,,,,,,,,
