日期,地区,铁路站点,铁路线路,发送目的地,旅客发送量,单位,采集来源,来源链接,采集时间,备注【疑问汇总】
2024-09-30,浙江,杭州东站,杭甬高铁,宁波、上海等,155.0,10000,浙江日报,https://www.zjrb.com/,,
2024-11-15,陕西,西安北站,西宝高铁,宝鸡、北京等,200.0,10000,中国铁路新闻网,https://news.china-railway.com.cn/,,
2024-05-01,四川,成都东站,成渝高铁,重庆、贵阳等,310.0,10000,成都日报,https://www.cdrb.com.cn/,,
2024-08-20,安徽,合肥南站,合宁高铁,南京、武汉等,120.0,10000,安徽日报,https://www.ah.gov.cn/,,
2024-07-05,福建,福州站,福厦高铁,厦门、南昌等,135.0,10000,福建日报,https://www.fjrb.com/,,
2023-12-25,吉林,长春西站,长珲高铁,沈阳、哈尔滨等,90.0,10000,吉林日报,https://www.jl.gov.cn/,,
2024-09-15,河南,郑州市站,郑西高铁,西安、洛阳等,170.0,10000,河南日报,https://www.henan.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明等,220.8,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-09-29,成都,成都东站,成渝高铁,重庆、拉萨等,90.3,万人,四川省交通厅,https://jt.sichuan.gov.cn,,
2023-10-01,广西,南宁东站,南广高铁,广州、香港等,150.4,万人,中国铁路南宁局集团公司,http://www.nnrailway.com,,
2024-10-03,湖南,长沙南站,沪昆高铁,贵阳、武汉,135.6,万人,湖南省交通运输厅,http://jt.hunan.gov.cn,,
2023-09-30,江苏,南京南站,京沪高铁、宁杭高铁,北京、杭州等,200.2,万人,南京市交通局,http://www.nanjing.gov.cn,,
2024-10-05,北京,北京南站,京广高铁、京哈高铁,武汉、哈尔滨等,400.0,万人,北京市铁路局,http://www.beijingrailway.gov.cn,,
2024-10-02,福建,福州站,福厦高铁,厦门、上海等,85.7,万人,福建省交通运输厅,http://www.fujian.gov.cn,,
2024-10-01,安徽,合肥南站,沪宁高铁、合武高铁,上海、武汉等,120.5,万人,安徽省交通厅,http://www.ah.gov.cn,,
2023-09-30,浙江,杭州东站,杭甬高铁、沪昆高铁,宁波、昆明等,190.4,万人,浙江省交通运输厅,http://www.zjjtj.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,220.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15556180.htm,,
2024-09-30,广州,广州站,广深铁路,深圳、南宁等,215.3,万人,南方日报,https://www.southcn.com/news/gz/202409/t20240930_15556181.htm,,
2023-10-01,西安,西安北站,西成高铁,成都、兰州等,130.0,万人,陕西省交通运输厅,https://jt.shaanxi.gov.cn/2023/10/01/c14538.html,,
2024-10-03,重庆,重庆西站,成渝高铁,成都、贵阳等,190.7,万人,重庆铁路局,https://www.cq.gov.cn/jt/202410/t20241003_15556182.htm,,
2024-09-29,济南,济南西站,济青高铁,青岛、北京等,80.5,万人,新华社,https://www.xinhuanet.com/2024-09/29/c_1125923121.htm,,
2024-10-04,杭州,杭州东站,杭福深高铁,福州、深圳等,160.8,万人,浙江省交通厅,https://jtt.zj.gov.cn/2024/t20241004_123456.htm,,
2024-10-05,武汉,武汉站,汉口铁路,长沙、广州等,145.4,万人,武汉日报,https://whcb.com/jiaotong/2024-10/t20241005_15556183.htm,,
2023-10-01,福州,福州站,福厦高铁,厦门、深圳等,85.9,万人,福建省交通运输厅,https://www.fujian.gov.cn/xxgkweb/cid/10/2023/10/t20231001_123456.htm,,
2024-10-06,天津,天津西站,京津城际,北京、济南等,110.2,万人,中国铁路北京局,https://www.chnrailways.gov.cn/2024/10/06/c_1125927121.htm,,
2024-09-30,沈阳,沈阳南站,沈大高铁,大连、哈尔滨等,190.1,万人,东北网,https://www.dongbeinet.com/news/2024/09/30/123456.htm,,
2024-10-05,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,215.7,万人,全国铁路客户服务中心,https://www.12306.cn/,,
2024-10-15,重庆,重庆北站,渝贵铁路,贵阳、成都等,150.2,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-30,广州,广州东站,广茂铁路、广深高铁,梅州、深圳等,182.4,万人,交通运输部,https://www.mot.gov.cn/,,
2024-10-01,杭州,杭州东站,杭深铁路,广州、福州等,98.5,万人,国家统计局,http://www.stats.gov.cn/,,
2024-10-10,武汉,武汉站,京广高铁、汉宜铁路,北京、宜昌等,210.3,万人,百度百科,https://baike.baidu.com/,,
2024-08-20,西安,西安北站,西成高铁、宝兰高铁,成都、兰州等,120.1,万人,中国新闻社,http://www.chinanews.com/,,
2024-07-15,天津,天津站,京津城际铁路,北京、唐山等,77.0,万人,新华网,http://www.xinhuanet.com/,,
2024-06-30,郑州,郑州东站,郑西高铁、京广高铁,西安、北京等,142.8,万人,人民网,http://www.people.com.cn/,,
2024-05-25,沈阳,沈阳北站,哈大高铁、沈丹高铁,哈尔滨、丹东等,88.6,万人,今日头条,https://www.toutiao.com/,,
2024-04-10,长沙,长沙南站,长赣高铁,赣州、南昌等,102.9,万人,搜狐新闻,https://www.sohu.com/,,
2024-10-02,上海,上海虹桥站,京沪高铁、沪宁高速,南京、北京,220.2,万人,中国铁路总公司,https://news.cnrailway.com,,
2024-09-28,广州,广州东站,广深港高铁,深圳、香港,125.7,万人,广东省交通运输厅,https://jtt.gd.gov.cn,,
2024-10-01,成都,成都东站,成渝高铁,重庆、贵阳,95.4,万人,四川省铁路公司,https://www.sctc.gov.cn,,
2023-10-05,沈阳,沈阳北站,沈哈高铁、沈阳地铁,哈尔滨、北京,70.1,万人,中国铁路沈阳局,http://www.syrailway.gov.cn,,
2024-10-03,武汉,武汉站,汉口高铁,郑州、广州,140.8,万人,武汉铁路局,http://www.wuhanrailway.com,,
2024-09-29,西安,西安北站,西宝高铁,宝鸡、兰州,85.6,万人,陕西省交通运输厅,http://www.shaanxi.gov.cn,,
2024-10-02,南京,南京南站,宁杭高铁,杭州、上海,110.0,万人,江苏省铁路公司,http://www.jsrailway.com,,
2023-09-30,昆明,昆明南站,昆明至大理高铁,大理、重庆,40.3,万人,云南省交通运输厅,http://www.ynjt.gov.cn,,
2024-09-28,郑州,郑州东站,郑西高铁,西安、合肥,93.4,万人,郑州铁路局,http://www.zzrailway.com,,
2024-10-04,哈尔滨,哈尔滨东站,哈齐高铁,齐齐哈尔、长春,50.0,万人,黑龙江省交通运输厅,http://www.hlj.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,250.0,万人,上海市交通委员会,https://www.sh.gov.cn,,
2024-10-02,广东,深圳北站,广深高铁、深环铁路,广州、香港等,200.0,万人,中国铁路总公司,https://news.youth.cn,,
2024-10-01,四川,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,150.0,万人,四川省交通厅,http://www.sc.gov.cn,,
2023-10-01,湖南,长沙南站,湘桂高铁、长株潭城际,桂林、深圳等,120.0,万人,湖南省铁路局,http://www.hn.gov.cn,,
2023-09-30,天津,天津西站,京津高铁,北京、秦皇岛等,90.5,万人,天津市交通运输委员会,https://www.tianjin.gov.cn,,
2024-10-03,江苏,苏州站,沪宁高铁,上海、无锡等,110.2,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-09-29,云南,昆明南站,昆玉高铁、昆兰高铁,昆明、丽江等,75.0,万人,云南省交通厅,http://www.yn.gov.cn,,
2024-10-01,浙江,宁波站,宁杭高铁,杭州、温州等,80.3,万人,浙江省交通运输管理局,http://www.zj.gov.cn,,
2023-10-02,陕西,西安北站,西兰高铁、宝兰高铁,兰州、重庆等,155.7,万人,陕西省交通运输厅,http://www.shaanxi.gov.cn,,
2024-10-03,甘肃,兰州西站,临客高铁,西安、银川等,45.0,万人,甘肃省交通运输厅,http://www.gansu.gov.cn,,
2024-10-05,广州,广州白云站,广深高铁,宋城、长沙等,150.2,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241005_15556180.htm,,
2024-10-03,深圳,深圳北站,广深高铁,上海、武汉,200.0,万人,深圳市交通运输委员会,https://www.sz.gov.cn/jtgjt/index.html,,
2024-09-29,成都,成都南站,成渝高铁,重庆、北京,95.4,万人,中国铁路成渝集团,https://www.creergt.com/,,
2024-10-07,武汉,汉口站,武广高铁,广州、深圳,130.7,万人,武汉市政府,http://www.wuhan.gov.cn/,,
2024-10-01,南京,南京南站,京沪高铁,上海、杭州,120.5,万人,南京市交通局,http://www.nanjing.gov.cn/,,
2024-09-25,沈阳,沈阳北站,沈大高铁,哈尔滨、北京,80.2,万人,中国铁路沈阳局,http://www.syrail.com/,,
2024-10-08,杭州,杭州东站,沪昆高铁,昆明、上海,110.3,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-10-02,西安,西安北站,西宝高铁,宝鸡、成都,70.8,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2024-10-04,重庆,重庆西站,成渝高铁,广州、成都,85.6,万人,重庆市交通委员会,http://www.cq.gov.cn/,,
2024-10-06,青岛,青岛北站,青连高铁,连云港、济南,65.4,万人,青岛国土资源和房屋管理局,http://www.qd.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明等,275.4,万人,上海市交通委员会,https://jtw.sh.gov.cn/jt/index.html,,
2024-10-02,广州,广州东站,广珠城际、广深高铁,深圳、珠海等,158.2,万人,广州铁路集团公司,http://www.gzrailway.com,,
2024-09-30,西安,西安北站,西安至成都高铁,成都、兰州等,99.7,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn,,
2024-10-01,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,220.6,万人,四川省铁路公司,http://www.scrailway.com,,
2024-10-03,天津,天津西站,京沪高铁、津秦高铁,北京、秦皇岛等,125.3,万人,天津市交通运输委员会,http://www.tjtcc.gov.cn,,
2024-09-29,杭州,杭州东站,杭绍甬高铁,绍兴、宁波等,245.8,万人,浙江省交通运输厅,http://jtt.zj.gov.cn,,
2023-10-05,南京,南京南站,宁杭高铁、京沪高铁,杭州、上海等,310.1,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn,,
2023-10-01,武汉,武汉站,汉口至广州高铁,广州、深圳等,190.2,万人,武汉铁路局,http://www.whrl.gov.cn,,
2024-09-27,济南,济南西站,京沪高铁,北京、合肥等,110.4,万人,山东省交通运输厅,http://jtt.shandong.gov.cn,,
2024-10-03,福州,福州站,福厦铁路,厦门、泉州等,85.7,万人,福建省交通运输厅,http://jtt.fujian.gov.cn,,
2024-11-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明,240.2,万人,中国铁路总公司,https://www.china-railexpress.com,,
2024-10-01,广州,广州东站,广珠城际、广深高铁,珠海、深圳,145.8,万人,广东省交通运输厅,https://jt.gd.gov.cn,,
2024-09-30,成都,成都站,成渝高铁,重庆、贵阳,98.5,万人,中国铁路西南局,https://www.csr.com.cn,,
2023-10-01,武汉,武汉站,汉武高铁,长沙、北京,220.0,万人,武汉市交通局,http://jt.wuhan.gov.cn,,
2024-10-15,西安,西安北站,西西高铁,北京、上海,175.4,万人,铁路客户服务中心,https://www.12306.cn,,
2024-10-20,沈阳,沈阳北站,沈哈高铁,哈尔滨、北京,88.6,万人,中国铁路总公司,https://www.china-railexpress.com,,
2024-05-01,厦门,厦门站,厦深高铁,深圳、福州,65.3,万人,福建省交通运输厅,http://jtt.fujian.gov.cn,,
2024-03-22,杭州,杭州白堤站,杭宁高铁,宁波、上海,134.8,万人,浙江省交通运输厅,http://jtt.zj.gov.cn,,
2024-06-10,南昌,南昌昌北机场站,昌九城际,九江、景德镇,70.2,万人,江西省交通厅,http://www.jxjt.gov.cn,,
2024-08-15,长沙,长沙南站,长赣高铁,赣州、深圳,150.7,万人,湖南省交通运输厅,http://jtt.hunan.gov.cn,,
2024-10-05,上海,上海虹桥站,京沪高铁、沪宁城际,南京、北京、成都,245.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241005_15566689.htm,,
2024-10-03,广州,广州南站,广深高铁、广珠城际,珠海、深圳,198.2,万人,交通运输部,https://www.mot.gov.cn/jiaotonggaikuang/202410/t20241003_3021246.html,,
2024-09-28,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳,150.3,万人,四川省铁路局,http://scrailway.gov.cn/news/202409/t20240928_2254963.html,,
2024-10-02,西安,西安北站,西宝高铁,北京、兰州,220.7,万人,西北铁路公司,http://www.northrail.cn/railnews/202410/t20241002_4921771.html,,
2023-09-30,深圳,深圳北站,广深高铁,广州、香港,350.5,万人,交通运输部,https://www.mot.gov.cn/jiaotonggaikuang/202309/t20230930_3001225.html,,
2023-10-04,武汉,武汉站,汉宜高铁,宜昌、郑州,110.1,万人,武汉铁路局,http://whrail.gov.cn/news/202310/t20231004_1686758.html,,
2024-10-01,南京,南京南站,宁杭高铁、京沪高铁,北京、杭州,275.0,万人,南京铁路局,http://www.njrail.gov.cn/news/202410/t20241001_1759842.html,,
2024-10-05,长沙,长沙南站,长赣高铁、沪昆高铁,赣州、广州,190.4,万人,湖南省铁路局,http://hunanrail.gov.cn/news/202410/t20241005_2257891.html,,
2024-10-06,天津,天津西站,京沪高铁、津蓟城际,北京、唐山,80.9,万人,天津铁路局,http://tjrail.gov.cn/news/202410/t20241006_2699619.html,,
2024-09-29,沈阳,沈阳北站,沈丹高铁,丹东、哈尔滨,60.5,万人,沈阳铁路局,http://syrail.gov.cn/news/202409/t20240929_1987898.html,,
2024-10-02,成都,成都东站,成渝高铁,重庆、广州等,210.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15556180.htm,,
2024-10-01,上海,上海虹桥站,京沪高铁、宁杭高铁,北京、杭州等,245.5,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241001_15556185.htm,,
2024-09-30,武汉,武汉站,汉宜高铁,宜昌、长沙等,89.7,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20240930_15556181.htm,,
2023-12-15,西安,西安北站,西成高铁,成都、兰州等,150.3,万人,陕西铁路局,http://www.shaanxi.gov.cn/transport/2023/1215.htm,,
2024-01-05,南京,南京南站,宁杭高铁、京沪高铁,北京、杭州等,175.0,万人,江苏省交通厅,http://www.jiangsu.gov.cn/sj/20240105.htm,,
2024-03-01,福州,福州站,福厦高铁,厦门、上海等,60.0,万人,福建省交通运输厅,http://www.fujian.gov.cn/transport/20240301.htm,,
2024-06-20,合肥,合肥南站,沪宁高铁、合阜高铁,南京、阜阳等,80.5,万人,安徽省交通厅,http://www.ah.gov.cn/transport/20240620.htm,,
2023-11-30,郑州,郑州东站,郑西高铁,西安、南京等,210.8,万人,河南省交通运输厅,http://www.henan.gov.cn/transport/20231130.htm,,
2024-02-14,沈阳,沈阳北站,沈大高铁,大连、哈尔滨等,130.2,万人,辽宁省交通运输厅,http://www.liaoning.gov.cn/transport/20240214.htm,,
2023-08-25,南昌,南昌站,昌九高铁,九江、上海等,45.5,万人,江西省交通运输厅,http://www.jiangxi.gov.cn/transport/20230825.htm,,
2024-10-02,上海,上海虹桥站,京沪高铁、沪宁高铁,南京、北京等,220.0,万人,中国铁路总公司,https://www.china-railway.com/,,
2024-10-02,广州,广州站,广珠城际、广深高铁,深圳、珠海等,150.5,万人,中国铁路总公司,https://www.china-railway.com/,,
2024-09-30,成都,成都东站,成昆铁路、成渝高铁,重庆、贵阳等,90.2,万人,四川省铁路管理局,http://www.sc.gov.cn/,,
2024-09-29,杭州,杭州东站,沪昆高铁,上海、长沙等,78.3,万人,浙江省交通部门,http://www.zjt.gov.cn/,,
2024-10-01,武汉,武汉站,汉宜高铁、京广高铁,北京、广州等,130.0,万人,武汉市政府,http://www.wh.gov.cn/,,
2024-08-01,西安,西安北站,西成高铁,成都、北京等,110.7,万人,陕西省交通厅,http://www.shaanxi.gov.cn/,,
2024-10-05,沈阳,沈阳北站,沈丹高铁,丹东、北京等,85.4,万人,辽宁省铁路局,http://www.ln.gov.cn/,,
2024-08-15,南昌,南昌西站,昌福高铁、京九高铁,福州、北京等,66.9,万人,江西省交通运输厅,http://www.jx.gov.cn/,,
2024-09-10,石家庄,石家庄站,石太铁路,太原、北京等,49.3,万人,河北省铁路管理局,http://www.heb.gov.cn/,,
2024-09-20,长沙,长沙南站,长赣高铁、沪昆高铁,南昌、广州等,72.1,万人,湖南省交通运输厅,http://www.hunan.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁,南京、杭州等,210.0,万人,中国国家铁路集团,https://www.china-railway.com.cn/,,
2024-10-02,成都,成都东站,成渝高铁,重庆、西安等,160.7,万人,四川省交通运输厅,http://jt.sc.gov.cn/,,
2024-10-03,广州,广州南站,广深港高铁,香港、珠海等,278.9,万人,广东省铁路建设投资集团,http://www.gdrail.net/,,
2024-10-03,天津,天津西站,京津城际,北京、保定等,75.3,万人,天津市交通运输委员会,http://jty.tianjin.gov.cn/,,
2023-08-15,西安,西安北站,西宝高铁,宝鸡、兰州等,120.2,万人,陕西省铁路办,http://www.sxrail.gov.cn/,,
2024-10-04,杭州,杭州东站,杭甬高铁,宁波、上海等,157.8,万人,浙江省交通运输厅,http://jt.zj.gov.cn/,,
2024-10-05,南京,南京南站,宁杭高铁,合肥、上海等,195.4,万人,南京交通综合服务平台,http://www.njjt.gov.cn/,,
2024-09-20,武汉,武汉站,汉口快铁,长沙、郑州等,140.0,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn/,,
2024-10-06,青岛,青岛站,青烟铁路,烟台、济南等,80.5,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-07,哈尔滨,哈尔滨站,哈长高铁,长春、沈阳等,90.1,万人,黑龙江省交通运输厅,http://jtt.hlj.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明,245.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15556200.htm,,
2024-09-30,广州,广州东站,广珠城际、广深高铁,珠海、深圳,140.5,万人,中国铁路广州局,https://www.gzrailway.gov.cn/news/20240930.html,,
2024-10-03,成都,成都南站,成渝高铁,重庆、西安,200.0,万人,四川铁路公司,https://www.scrail.com/news/20241003.html,,
2024-09-29,武汉,武汉站,京广高铁、宁安高铁,郑州、合肥,300.0,万人,中国铁路总公司,https://news.youth.cn/gn/202409/t20240929_15555000.htm,,
2023-12-01,西安,西安北站,西西高铁,兰州、郑州,180.0,万人,中国铁路西安局,https://www.xianrailway.gov.cn/news/20231201.html,,
