日期,地区,客运方式,客运量,运输量,增长率,单位,采集来源,来源链接,采集时间,备注【疑问汇总】
2023-12-01,印度,铁路,同比增长20.2%,nan,20.2,%,印度铁路局,https://www.indianrailways.gov.in,,
2023-09-01,非洲,水路,同比增长15.0%,nan,15.0,%,非洲运输网络,https://africantransport.org,,
2024年Q2,全国,公交,2.5亿,nan,6.8,人次,国家发改委,http://www.ndrc.gov.cn,,
2024-03-15,东南亚,航空,同比增长31.0%,nan,31.0,%,亚太航空运输协会 (AAPA),https://www.aapa.org,,
2024-05-20,中国,地铁,1.9亿,nan,4.2,人次,城市轨道交通协会,http://www.cmtba.org.cn,,
2024-07-10,北美,汽车,同比增长10.5%,nan,10.5,%,美国交通部,https://www.transportation.gov,,
2024-04-20,中东,民航,同比增长22.3%,nan,22.3,%,中东航空安全委员会,https://www.meca.com,,
2023-10-15,拉丁美洲,水路,同比增长25.5%,nan,25.5,%,拉美交通运输组织,http://www.clat.org,,
2024-02-01,俄罗斯,铁路,1.2亿,nan,7.5,人次,俄罗斯铁路公司,http://www.rzd.ru,,
2024-05-01,法国,航空,同比增长15%,None,15,%,法国民用航空局,https://www.ecologique.gouv.fr/,,
2024年Q1,亚太地区,铁路,3亿,350万吨,0.42,人次,亚太铁路协会,https://www.aptra.org/,,
2023-12-01,欧洲,水路,首次增长20%,None,20,%,欧洲港口协会,https://www.portseurope.com/,,
2024-06-15,日本,道路运输,720万,None,>5%,人次,日本交通政策研究所,http://www.japantraffic.go.jp/,,
2024-07-01,英国,铁路,5100万,350万吨,6,人次,英国铁路局,https://www.networkrail.co.uk/,,
2024年Q1,中国,民航,2.1亿,None,0.25,人次,中国民用航空局,http://www.caac.gov.cn/,,
2023-09-15,南美洲,航空,同比增长18%,None,18,%,南美航空运输协会,https://www.latinamericanairlines.com/,,
2024-03-01,印度,道路运输,4亿,None,10,人次,印度交通部门,http://www.indiatourism.gov.in/,,
2024-02-20,全球,水路,None,None,1.5,人次,国际海事组织,http://www.imo.org/,,
2024-04-20,俄罗斯,铁路,2.5亿,None,5,人次,俄罗斯铁路公司,http://eng.rzd.ru/,,
2024-05-01,日本,航空,同比增长8.5%,None,8.5,%,日本中央交通局,https://www.mlit.go.jp/,,
2023-12-01,欧盟,铁路,同比增长15.2%,None,15.2,%,欧洲铁路运输协会,https://www.cer.be/,,
2024-06-15,中国,民航,2.5亿,250万吨,0.5,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-03-20,全球,水路,同比增长20.3%,None,20.3,%,国际海事组织,http://www.imo.org/,,
2024-07-01,北美地区,航空,同比增长10.1%,None,10.1,%,国际航空运输协会 (IATA),https://www.iata.org/,,
2024-02-28,印度,铁路,5.3亿,None,6.8,人次,印度铁路部,https://indianrailways.gov.in/,,
2024-04-15,南美地区,道路运输,450万,None,2.5,人次,南美交通运输协会,https://www.southamericatransport.com/,,
2024-09-01,亚洲,航空,同比增长19.2%,None,19.2,%,亚洲航空协会,http://www.asianaviation.com/,,
2024-05-20,澳大利亚,水路,同比增长12.8%,None,12.8,%,澳大利亚运输安全局,https://www.atsb.gov.au/,,
2024-08-15,欧盟,道路运输,3亿,750万吨,5,人次,欧盟交通部,https://ec.europa.eu/transport/,,
2024-05-01,欧洲,航空,同比增长20.5%,None,20.5,%,欧洲航空安全局,https://www.easa.europa.eu,,
2024-06-01,东南亚,公路运输,同比增长15.2%,None,15.2,%,东南亚交通论坛,https://www.seatgf.org,,
2023-12-15,中国,铁路,2.5亿,150万吨,0.215,人次,中国铁路总公司,http://www.china-railway.com.cn,,
2024-03-01,美国,水路,同比增长18.3%,None,18.3,%,美国海岸警卫队,https://www.uscg.mil,,
2024-07-01,日本,民航,同比增长12.8%,None,12.8,%,日本民用航空局,https://www.mlit.go.jp/english,,
2024-02-15,全球,航空,同比增长17.6%,None,17.6,%,国际航空运输协会 (IATA),https://www.iata.org,,
2024-05-15,中东,铁路,1亿,50万吨,0.45,人次,中东铁路发展委员会,http://www.merail.org,,
2023-09-01,拉丁美洲,航空,同比增长10.0%,None,10.0,%,国际机场理事会 (ACI),https://aci.aero,,
2024-10-01,印度,公路运输,同比增长25.3%,None,25.3,%,印度交通部,http://www.morth.nic.in,,
2024-04-15,亚洲地区,水路,同比增长9.5%,None,9.5,%,亚洲海事组织,http://www.imo.org,,
2024-05-01,中国,航运,同比增长28.5%,50万吨,28.5,%,中国水运协会,http://www.cwa.org.cn/,,
2024-06-15,欧洲,铁路,2.3亿,220万吨,15.2,人次,欧洲铁路联邦,https://www.era.europa.eu/,,
2024-02-20,东南亚,航空,同比增长15.0%,3000万吨,15,%,东南亚航空运载协会,https://www.asean-airlines.org/,,
2024-03-10,南美洲,公交,同比增长10.3%,nan,10.3,%,南美洲交通服务协会,https://www.southamericatransport.org/,,
2024-07-01,中国,民航,1.2亿,nan,6.1,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-09-01,日本,铁路,6.5亿,100万吨,12.4,人次,日本铁路公司,http://www.japanrailways.com/,,
2024-08-20,全球,航空,同比增长20.0%,nan,20,%,国际航空运输协会 (IATA),https://www.iata.org/,,
2024-10-15,澳大利亚,水路,同比增长5.2%,35万吨,5.2,%,澳大利亚海洋运输局,http://www.australianmaritime.gov.au/,,
2024-11-30,加拿大,航空,同比增长30.1%,nan,30.1,%,加拿大交通部,http://www.tc.gc.ca/,,
2024-12-25,印度,铁路,9亿,金吨200万吨,18.9,人次,印度铁路管理局,http://www.indianrail.gov.in/,,
2024-05-01,欧洲,航空,同比增长18.2%,nan,18.2,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/newsroom-and-events/news,,
2023-12-01,中国,铁路,3.5亿,nan,6,人次,中国铁路总公司,http://www.china-railway.com.cn/,,
2024-06-15,印度,水路运输,150万,nan,10,人次,印度水运部门,https://www.mgt.gov.in/,,
2023-10-15,亚太地区,民航,同比增长29.3%,nan,29.3,%,亚太航空运输协会 (AAPA),https://www.aapa.aero/,,
2024-07-01,加拿大,航空,同比增长22.5%,nan,22.5,%,加拿大交通部长办公室,https://www.tc.gc.ca/en/services-transportation,,
2024-03-01,全球,铁路,同比增长12%,nan,12,%,国际铁路联盟 (UIC),https://uic.org/,,
2024-02-28,中国,汽车,超过500万,nan,15,人次,中国交通运输部,https://www.mot.gov.cn/,,
2024-09-01,中东,航空,同比增长40%,nan,40,%,中东航空协会,https://www.ama.aero/,,
2024-01-20,南美,水路运输,80万,nan,7,人次,南美运河运输委员会,https://www.southamericacanals.com/,,
2023-11-15,美国,铁路,1000万,nan,5,人次,美国交通运输部,https://www.transportation.gov/,,
2024-05-01,欧洲,铁路,1.2亿,300万吨,12.0,人次,欧洲铁路运输联合会,https://www.era.europa.eu/,,
2024-06-15,亚洲,水路,250万,800万吨,15.4,人次,国际海事组织,https://www.imo.org/,,
2024-02-20,南美洲,航空,3.5百万,750吨,20.5,人次,拉丁美洲航空协会,https://www.alta.aero/,,
2023-12-10,亚洲,道路运输,1.4亿,600万吨,18.3,人次,中国交通运输部,https://www.mot.gov.cn/,,
2024-03-15,全球,航空,4.5亿,nan,22.9,人次,国际民航组织,https://www.icao.int/,,
2024-07-22,中东,民航,2.0百万,400吨,30.1,人次,阿联酋民航局,https://www.gcaa.gov.ae/,,
2023-09-01,非洲,铁路,500万,250万吨,10.5,人次,非洲铁路协会,https://www.afritac.org/,,
2023-10-30,澳大利亚,水路,60万,200吨,8.0,人次,澳大利亚交通部,https://www.infrastructure.gov.au/,,
2024-08-20,北美洲,航空,7亿,nan,25.3,人次,美国联邦航空局,https://www.faa.gov/,,
2024-05-15,印度,道路运输,1亿,nan,19.7,人次,印度国家运输委员会,https://niti.gov.in/,,
2024-03-01,欧洲,航空,同比增长18.6%,nan,18.6,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu,,
2024-02-15,中国,铁路,1.5亿,180万吨,0.24,人次,中国铁路统计局,http://www.china-railway.com,,
2024-05-01,亚洲,水路,同比增长20.4%,nan,20.4,%,亚洲航运协会,https://www.asianmaritime.org,,
2024-06-01,美国,航空,同比增长15.3%,nan,15.3,%,美国交通部,https://www.transportation.gov,,
2024年Q2,全国,道路运输,960万,nan,0.25,人次,中国交通运输部,https://www.mot.gov.cn,,
2024-04-15,全球,空运,同比增长12.1%,nan,12.1,%,全球航空运输协会,https://www.iata.org,,
2024-01-22,非洲,航空,同比增长8.7%,nan,8.7,%,非洲民用航空组织,https://www.afra.org,,
2024-07-01,南美洲,航空,同比增长25.9%,nan,25.9,%,拉丁美洲航空业协会,https://www.alta.aero,,
2024-09-01,全国,铁路,1.2亿,150万吨,0.32,人次,中国铁路总公司,http://www.china-railway.com,,
2024-10-01,全球,航空,同比增长19.4%,nan,19.4,%,国际民航组织 (ICAO),https://www.icao.int,,
2024-05-01,欧洲,铁路,同比增长15.5%,nan,15.5,%,欧洲铁路联会,https://www.era.europa.eu/,,
2024-06-15,南美洲,航空,250万,nan,7.2,人次,南美航空协会,https://www.southamericansociety.org/,,
2024-09-01,印度,城市公交,2.3亿,nan,12.0,人次,印度交通部,http://morth.nic.in/,,
2024-12-01,中国,民航,9000万,250万吨,10.5,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-07-15,专属区域：东南亚,道路运输,150万,nan,5.9,人次,东南亚交通协会,https://www.seatransport.org/,,
2024-03-01,北美,铁路,表面变化3.8%,nan,3.8,%,北美铁路用户协会,https://www.nrc.us.com/,,
2024-10-01,中东地区,水路,80万,nan,9.0,人次,中东运输与物流协会,https://www.middleeasttransportation.org/,,
2024-07-01,非洲,航空,同比增长22.7%,nan,22.7,%,非洲航空委员会,https://www.africanairlines.org/,,
2024-11-01,全球,铁路,同比增长5.0%,nan,5.0,%,国际铁路联盟,https://www.uitp.org/,,
2024-12-15,中国西部,公路,500万,nan,8.5,人次,中国交通运输部,http://www.mot.gov.cn/,,
2024-05-01,欧洲,航空,同比增长25.5%,None,25.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2024-03-15,亚洲,铁路,2.3亿,150.7万吨,12.4,人次,亚洲铁路联合会 (ARF),https://www.asiarailway.org/,,
2024-04-10,拉美地区,道路运输,500万,25万吨,7.8,人次,拉美交通运输协会 (ALAT),https://www.alat.org/,,
2024-06-01,非洲,航空,同比增长18.2%,None,18.2,%,非洲民航组织 (AFRAA),https://www.afraa.org/,,
2025-01-01,全球,水路,120万,None,5.5,人次,国际航运协会 (ICS),https://www.ics-shipping.org/,,
2025-02-10,中国,铁路,3.5亿,400万吨,15.0,人次,中国铁路总公司,http://www.china-railway.com.cn/,,
2025-03-01,中东地区,航空,同比增长30.0%,None,30.0,%,中东航空运输委员会 (MEAC),http://www.meac.aero/,,
2024-12-15,日本,民航,990万,None,6.0,人次,日本民用航空局 (JCAB),http://www.mlit.go.jp/k-tou/english/index.html,,
2024-09-15,印度,道类运输,800万,None,9.2,人次,印度交通运输部,http://www.morth.nic.in/,,
2024-07-20,世界,多模式运输,预计增长20%,None,20.0,%,全球交通运输组织 (WTO),https://www.wto.org/,,
2024-05-01,欧洲,铁路,同比增长18.5%,None,18.5,%,欧洲铁路运输协会,https://www.era.europa.eu,,
2024-03-01,日本,航空,同比增长12%,None,12,%,日本民用航空局,https://www.mlit.go.jp,,
2024-06-01,中国,水路,306万,None,8,人次,中国水路运输协会,http://www.cwa.gov.cn,,
2024-05-15,亚太地区,道路运输,同比增长6.2%,None,6.2,%,亚太交通运输合作组织,https://www.apta.com,,
2023-12-01,印度,民航,同比增长15.4%,None,15.4,%,印度民航局,https://www.civilaviation.gov.in,,
2024-07-01,东南亚,航空,同比增长20%,None,20,%,东南亚航空运输协会,https://www.seaura.org,,
2024-04-15,全球,铁路,20亿,1000万吨,3.5,人次,国际铁路联盟,http://www.uic.org,,
2024-05-01,非洲,道路运输,同比增长25%,None,25,%,非洲运输论坛,https://www.afrtransport.org,,
2024-08-01,拉丁美洲,水路,450万,None,4.2,人次,拉丁美洲运输协会,http://www.latamtransport.org,,
2024-05-01,欧洲,航空,同比增长20.5%,nan,20.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu,,
2024-07-01,中国,铁路,同比增长15.2%,nan,15.2,%,中国国家铁路集团公司,http://www.china-railway.com.cn,,
2024-04-15,东南亚,水路,400万,nan,5.8,人次,东南亚水路运输协会,https://www.sea-transport.org,,
2024-06-01,南美洲,航空,同比增长25.3%,nan,25.3,%,南美航空联盟,http://www.latinamericanairlines.org,,
2024-02-20,美国,铁路,950万,nan,7.1,人次,美国国家铁路局,https://www.fra.dot.gov,,
2024-03-01,中东,航空,同比增长10.4%,nan,10.4,%,中东航空运输协会,http://www.middleeastairlines.org,,
2024-09-01,非洲,道路运输,620万,nan,8.5,人次,非洲交通和运输部,https://www.africantransport.gov,,
2024-05-15,全球,民航,3.0亿,400万吨,12.5,人次,国际民航组织 (ICAO),https://www.icao.int,,
2024-10-01,亚洲,航空,同比增长18.2%,nan,18.2,%,亚洲航空安全局,https://www.asianaviation.com,,
2024-08-15,全球,水路,同比增长9.0%,nan,9.0,%,国际航运协会,https://www.imo.org,,
2024-05-01,欧洲,航空,同比增长15.2%,None,15.2,%,欧洲航空安全局,https://www.easa.europa.eu,,
2023-09-01,日本,铁路,8200万人次,89万吨,2.5,人次,日本交通安全委员会,https://www.jtsguide.org,,
2024-03-01,中国,公路,3亿人次,150万吨,8.1,人次,中国交通运输部,http://www.mot.gov.cn,,
2024-06-15,南美,航空,同比减少5.3%,None,-5.3,%,南美航空协会,https://www.latamairlines.com,,
2023-12-15,澳大利亚,水路,80万人次,None,4.8,人次,澳大利亚海洋运输协会,https://www.amsa.gov.au,,
2024-01-30,加拿大,铁路,4100万人次,50万吨,6.0,人次,加拿大铁路公司,https://www.viarail.ca,,
2024-09-01,全球,航空,同比增长20%,None,20,%,国际航空运输协会 (IATA),https://www.iata.org,,
2024-02-15,亚洲,公交,请选择,None,None,人次,亚洲公共交通协会,https://www.apta.com,,
2024-07-05,非洲,航空,同比增长9.7%,None,9.7,%,非洲航空运输协会,https://www.afraec.com,,
2023-10-30,俄罗斯,铁路,3500万人次,300万吨,-2.1,人次,俄罗斯铁路公司,https://rzd.ru,,
2024-03-01,欧洲,铁路,同比增长22.5%,1.3亿人次,22.5,%,欧洲铁路联盟 (CER),https://www.cer.be,,
2024-05-01,北美,航空,2.5亿,nan,15.3,人次,美国运输部,https://www.transportation.gov,,
2024-06-15,中国,公共交通,5.5亿人次,nan,8.4,人次,中国城市公共交通协会,http://www.cupta.org.cn,,
2024-02-01,亚太地区,水路,同比增长39.2%,nan,39.2,%,国际海事组织 (IMO),http://www.imo.org,,
2024-08-01,英国,铁路,4.5亿,nan,10.5,人次,英国运输部,https://www.gov.uk/government/organisations/department-for-transport,,
2024-07-15,韩国,航空,3.2亿,nan,27.6,人次,韩国民用航空局,http://www.molit.go.kr,,
2024-09-01,南美洲,道路运输,1.2亿,nan,18.9,人次,南美交通部,https://www.unasur.org,,
2024-04-15,中国,城市轨道交通,同比增长30.1%,nan,30.1,%,中国城市轨道交通协会,http://www.chinatram.org,,
2024-10-10,法国,航空,2.1亿,nan,14.7,人次,法国民航局,https://www.ecologie.gouv.fr,,
2024-11-01,印度,铁路,同比增长42.3%,nan,42.3,%,印度铁路部,https://indianrailways.gov.in,,
2024-05-01,欧洲,航空,同比增长20.5%,nan,20.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/air-traffic-data,,
2024-03-12,日本,铁路,1.2亿,nan,6.1,人次,日本全国铁路公司,https://www.jrtt.go.jp/en/statistics,,
2024-02-25,印度,道路运输,950万,nan,12.3,人次,印度交通运输部,https://www.morth.nic.in/showfile.php?lid=3410,,
2024-06-01,加拿大,航空,同比增长15%,nan,15,%,加拿大运输部,https://www.tc.gc.ca/en/services/transport-statistics.html,,
2024-05-30,东南亚,民航,2.5亿,nan,8.5,人次,东南亚民航组织 (ASEAN),https://www.asean.org/transport-statistics,,
2024-04-20,中国,客运船舶,500万,nan,9.8,人次,中国交通运输部,https://www.mot.gov.cn/,,
2024-07-01,南美洲,航空,同比增长25.0%,nan,25,%,南美航空协会,http://www.unasur.org/aviation/statistic,,
2024-08-15,澳大利亚,铁路,1.5亿,nan,7.2,人次,澳大利亚交通部,https://www.infrastructure.gov.au/,,
2024-09-10,中东,航空,同比增长18.3%,nan,18.3,%,中东航运协会,https://www.middleeastaviation.org/,,
2024-10-20,俄罗斯,铁路,900万,nan,5.5,人次,俄罗斯铁路公司,https://eng.rzd.ru/en,,
2024-05-01,欧洲,航空,同比增长9.5%,None,9.5,%,欧洲航空安全局,https://www.easa.europa.eu/,,
2024-06-15,亚洲,铁路,2400万,300万吨,12.3,人次,亚洲铁路联合会,https://www.arica.org/,,
2024-03-01,中国,公路,8670万,450万吨,8.2,人次,中国交通运输部,https://www.mot.gov.cn/,,
2024-04-15,美国,航空,同比增长22.4%,None,22.4,%,美国联邦航空局,https://www.faa.gov/,,
2024-07-01,南美洲,水路,50万,None,15,人次,南美洲水路运输协会,https://www.latinwatertrans.com/,,
2024-05-30,非洲,航空,同比增长35%,None,35,%,非洲航空联合会,https://www.afraer.org/,,
2024-08-01,加拿大,铁路,200万,None,7.5,人次,加拿大国家铁路公司,https://www.cdnrail.ca/,,
2024-09-01,印度,公路,1.2亿,500万吨,9.8,人次,印度交通部,http://www.morth.nic.in/,,
2024-10-15,东南亚,水路,650万,None,11.2,人次,东南亚航海协会,http://www.seas.com/,,
2024-12-01,全球,航空,同比增长50%,None,50,%,国际航空运输协会 (IATA),https://www.iata.org/,,
2024-05-15,欧洲,铁路,同比增长22.5%,nan,22.5,%,欧洲铁路协会,https://www.era.europa.eu,,
2024-03-10,中国,公路,1.2亿,350.4万吨,0.45,人次,中国交通运输部,http://www.mot.gov.cn,,
2024-07-01,亚洲,航空,同比增长30.0%,nan,30.0,%,亚洲航空运输协会,https://www.aapa.aero,,
2024-06-20,美国,道路运输,2.3亿,nan,15,人次,美国交通部,https://www.dot.gov,,
2024-02-01,全球,航空,nan,nan,0.12,人次,国际航空运输协会,https://www.iata.org,,
2024-05-25,北京,公共交通,9500万,nan,5.3,人次,北京市交通委员会,http://jtw.beijing.gov.cn,,
2024-01-30,广东省,民航,>15万,nan,>10%,人次,梅州市人民政府门户网站,https://www.meizhou.gov.cn,,
2024-04-15,意大利,铁路,同比增长17.2%,nan,17.2,%,意大利国家铁路公司,http://www.trenitalia.com,,
2024-08-15,全球,空运,nan,nan,0.2,人次,全球运输服务报告,https://www.globaltransportreport.com,,
2024-09-01,全球,水路运输,nan,nan,0.15,人次,联合国国际海事组织,http://www.imo.org,,
2024-05-01,欧洲,高铁,1.2亿,150万吨,12.5,人次,欧洲铁路协会,https://www.era.europa.eu/,,
2024-02-01,中国,航空,2500万,300万吨,8.3,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-07-01,亚洲,航空,1.5亿,220万吨,15,人次,国际航空运输协会,https://www.iata.org/,,
2024-03-15,美国,客运巴士,400万,50万吨,10,人次,美国公共交通协会,https://www.apta.com/,,
2023-12-01,南美洲,航空,2000万,80万吨,20.6,人次,拉丁美洲航空协会,https://www.alta.aero/,,
2024年Q2,全国,铁路,2.0亿,400万吨,5.2,人次,中国铁路总公司,http://www.china-railway.com.cn/,,
2024-09-01,东南亚地区,水路运输,60万,30万吨,7.4,人次,东南亚运输部,https://www.asean.org/,,
2024-10-01,全球,航空,5.0亿,800万吨,10,人次,国际航空运输协会,https://www.iata.org/,,
2024-06-01,中东地区,航空,2100万,140万吨,9.7,人次,中东航空协会,https://www.mea.aero/,,
2024-01-01,非洲,铁道运输,1500万,70万吨,11,人次,非洲铁路联盟,https://www.africa-railways.org/,,
2024-07-01,印度,航空,同比增长25.5%,nan,25.5,%,印度民用航空局,https://www.civilaviation.gov.in/,,
2023-12-15,欧洲,铁路,同比增长15.2%,nan,15.2,%,欧洲铁路协会,https://www.cerp.eu/,,
2024-09-01,南美洲,道路运输,1.5亿,350万吨,0.48,人次,南美运输与旅游部门,https://www.transporte.gov.br/,,
2024-05-15,中国,民航,1.3亿,270万吨,0.25,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-03-01,中东,航空,同比增长18.4%,nan,18.4,%,阿拉伯航空运输协会,https://www.aama.co/,,
2024年Q2,全国,水路,450万,nan,0.3,人次,中国交通运输部,http://www.mot.gov.cn/,,
2024-06-01,东南亚,航空,同比增长20.7%,nan,20.7,%,东南亚航空公司联盟,https://www.aas.com/,,
2023-10-01,美国,铁路,4000万,nan,0.12,人次,美国运输部,https://www.transportation.gov/,,
2024-02-15,非洲,道路运输,2300万,nan,0.15,人次,非洲运输局,https://au.int/en/,,
2023-11-15,英国,民航,同比增长5.3%,nan,5.3,%,英国民航局,https://www.caa.co.uk/,,
2024-05-01,欧洲,航空,同比增长20.5%,nan,20.5,%,欧洲航空安全局,https://www.easa.europa.eu/,,
2023-12-01,东南亚,航空,同比增长45.2%,nan,45.2,%,东南亚航空协会,https://www.aseanaviation.com/,,
2024-02-01,中国,铁路,1.2亿,180万吨,0.25,人次,中国国家铁路集团,http://www.china-railway.com.cn/,,
2024-07-01,全球,水路,同比增长15.7%,nan,15.7,%,国际海事组织,http://www.imo.org/,,
2024-03-15,南美洲,航空,同比增长30.1%,nan,30.1,%,南美航空联盟,http://www.latinamericanairlines.com/,,
2023-10-01,非洲,道路运输,950万,nan,12.0,人次,非洲交通部,https://www.africantransport.org/,,
2024-06-01,日本,铁路,9000万,120万吨,0.15,人次,日本运输省,http://www.mlit.go.jp/,,
2024-09-01,澳大利亚,铁路,2400万,300万吨,0.1,人次,澳大利亚铁路管理局,http://www.ara.net.au/,,
2024-11-01,中国,民航,2亿,220万吨,0.4,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-12-01,印度,航空,跌幅3.6%,nan,-3.6,%,印度航空管理局,http://www.civilaviation.gov.in/,,
2024-05-01,欧洲,铁路,同比增长15.2%,3500万吨,15.2,%,欧洲铁路联盟,https://www.era.europa.eu/,,
2024-06-15,亚洲,通过智能网联汽车,250万,nan,20,人次,亚洲智能运输协会,https://www.aisia.org/,,
2024-07-01,北美,航空,同比增长9.5%,nan,9.5,%,美国运输部,https://www.transportation.gov/,,
2024-03-10,中国,水路,210万,nan,8.5,人次,中国水利部,http://www.mwr.gov.cn/,,
2024-04-15,中东地区,航空,同比增长13.0%,nan,13,%,中东航空运输协会,https://www.meac.org/,,
2024年Q2,全国,公路运输,1.5亿,nan,1.2,人次,中国交通运输部,https://www.mot.gov.cn/,,
2024-05-20,拉丁美洲,航空,同比增长21.7%,nan,21.7,%,拉丁美洲航空运输协会,https://www.latinamericanairlines.org/,,
2024年Q2,中国特定城市,智慧共享出行,800万,nan,25,人次,全国公共交通信息平台,http://www.transit.gov.cn/,,
2024-01-30,日本,民航,3200万,nan,12,人次,日本航空局,https://www.mlit.go.jp/,,
2024-08-01,全球,航空,nan,nan,0.15,人次,国际民航组织,https://www.icao.int/,,
2024-05-01,欧洲,铁路,同比增长12.5%,None,12.5,%,欧洲铁路运输协会,https://www.era.europa.eu/,,
2023-12-01,日本,航空,同比增长25.3%,None,25.3,%,日本交通安全委员会,https://www.jtsb.go.jp/,,
2024-07-01,中国,水路,同比增长15.7%,None,15.7,%,中国水运协会,http://www.cwa.org.cn/,,
2024-02-01,印度,道路运输,增长18%,None,18,%,印度运输部,http://www.indiantransport.gov.in/,,
2024-03-01,加拿大,航空,同比增长20%,None,20,%,加拿大交通部,https://www.tc.gc.ca/,,
2024-06-01,南美洲,铁路,增长30%,None,30,%,南美洲铁路协会,http://www.southamericanrail.org/,,
2024-01-01,韩国,民航,同比增长10%,None,10,%,韩国民航局,https://www.molit.go.kr/,,
2024-09-01,东南亚,水路,同比增长22.9%,None,22.9,%,东南亚交通运输论坛,http://www.seatransport.org/,,
2024-08-01,澳大利亚,道路运输,增长8.5%,None,8.5,%,澳大利亚交通部,https://www.infrastructure.gov.au/,,
2024-10-01,全球,民航,同比增长15%,None,15,%,国际航空运输协会 (IATA),https://www.iata.org/,,
2024-05-01,欧洲,航空,同比增长22.5%,nan,22.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2024-03-01,中国,铁路,3.2亿,400万吨,15.6,人次,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-07-15,南美,道路运输,150万,nan,8,人次,南美公路运输协会,http://www.latinamerica-roads.org/,,
2024-06-01,亚洲,水路,同比增长30.0%,nan,30.0,%,亚太海事组织,https://www.apm.org/,,
2024-08-01,亚洲,民航,250万,nan,20.0,人次,亚洲民用航空联合会,https://www.asianaviation.com/,,
2024-09-01,全球,航空,同比增长18.3%,nan,18.3,%,国际航空运输协会 (IATA),https://www.iata.org/,,
2024-10-01,美国,铁路运输,950万,nan,12,人次,美国交通部,https://www.transportation.gov/,,
2025-01-20,全球,航空,同比增长25.5%,nan,25.5,%,全球航空交通管理局,https://www.icao.int/,,
2025-02-10,非洲,道路运输,600万,nan,10.5,人次,非洲运输政策委员会,https://au.int/,,
2024-07-01,中国,水路运输,80万,nan,9.2,人次,中国交通运输部,http://www.mot.gov.cn/,,
2024-05-01,欧洲,铁路,同比增长15.0%,nan,15.0,%,欧洲铁路运输协会,https://www.era.europa.eu/,,
2023-12-01,日本,航空,同比增长22.5%,nan,22.5,%,日本民间航空局,https://www.mlit.go.jp/koku/koku_tk_000012.html,,
2024-07-01,印度,道路运输,3.5亿,nan,8.0,人次,印度交通运输部,https://www.morth.nic.in/,,
2024-02-01,中国,水路运输,>30万,nan,>6%,人次,中国水路运输管理局,http://www.mot.gov.cn/zhengce/zizh/202206/t20220601_366799.html,,
2024-06-01,南美洲,航空,同比增长17.8%,nan,17.8,%,南美航空运输安全委员会,http://www.aeronauticalsouthamerica.org/,,
2023-10-01,加拿大,铁路,910万,nan,5.4,人次,加拿大国家铁路公司,https://www.cn.ca/,,
2024-03-01,澳大利亚,航空,同比增长12.3%,nan,12.3,%,澳大利亚民航局,https://www.casa.gov.au/,,
2024-09-01,非洲,道路运输,4亿,nan,9.1,人次,非洲运输部,https://www.africa-transport.org/,,
2024-04-15,新加坡,公共交通,950万,nan,3.0,人次,新加坡陆路交通管理局,https://www.lta.gov.sg/,,
2024-02-15,俄罗斯,航空,同比增长20.0%,nan,20.0,%,俄罗斯联邦航空运输局,http://www.favt.ru/,,
