产品名称（字符型）,产品类型（字符型）,产品规格（字符型）,员工数量（数值型）,单位,评估标准名称（字符型）,评估标准类型（字符型）,实施日期（日期型）,责任单位（字符型）,采集来源,来源链接,采集时间,备注,,,,,,,,
新型空天通信系统,通信设备,带宽：200MHz,250,人,网络安全评估标准,安全标准,2023-08-20,新技术研究院,中国信息产业部,https://www.miit.gov.cn/communications,2024-10-08,,,,,,,,,
空天影像分析系统,数据处理软件,处理能力：5TB/week,60,人,数据处理效率评估标准,性能标准,2023-11-10,影像科技公司,数据处理联盟,https://www.dpl.org.cn/image-processing,2024-10-08,,,,,,,,,
空天无人机导航系统,导航设备,精度：±3米,140,人,导航精度评估标准,测量标准,2024-03-01,无人机技术公司,航空航天局,https://www.caat.gov.cn/drone-navigation,2024-10-08,,,,,,,,,
空天遥测系统,遥测设备,频率范围：150MHz-1GHz,85,人,遥测数据质量评估标准,质量标准,2024-05-15,遥测科技集团,中国航天科技集团,https://www.casc.gov.cn/telemetry,2024-10-08,,,,,,,,,
空天监控雷达系统,监控设备,探测范围：500km,220,人,监控性能评估标准,性能标准,2024-10-30,雷达技术研究所,军方报导,https://www.defense.gov.cn/radar,2024-10-08,,,,,,,,,
空天集成指挥系统,指挥设备,集成化等级：高,300,人,指挥效率评估标准,效率标准,2024-12-01,集成科技公司,科技日报,https://www.stdaily.com/integrated-command,2024-10-08,,,,,,,,,
空天观测载荷系统,载荷设备,载荷重量：300kg,70,人,载荷性能评估标准,性能标准,2023-09-15,观测科技公司,国家气象局,https://www.cma.gov.cn/observation,2024-10-08,,,,,,,,,
空天信息共享平台,信息系统,数据共享速率：10GB/s,130,人,信息共享效率评估标准,效率标准,2024-06-25,信息共享技术公司,信息产业部,https://www.miit.gov.cn/shared-info,2024-10-08,,,,,,,,,
空天气象监测系统,监测设备,频率：1GHz,160,人,气象数据评估标准,技术标准,2023-08-15,气象科技有限公司,中国气象局,https://www.cma.gov.cn/,2024-10-08,,,,,,,,,
空天运输管理界面,软件应用,用户数：500,75,人,用户友好性评估标准,功能标准,2023-11-10,智能运输公司,运输技术研究所,https://www.itransport.com/,2024-10-08,,,,,,,,,
空天应用平台,集成系统,支持设备：100种,300,人,系统集成评估标准,技术标准,2024-03-01,航天科技集团,科技日报,https://www.stdaily.com/,2024-10-08,,,,,,,,,
空天立体网格系统,数据管理系统,存储容量：500TB,100,人,存储效率评估标准,数据标准,2024-04-12,数据管理研究中心,国家数据局,https://www.ndb.gov.cn/,2024-10-08,,,,,,,,,
空天智能传感器,传感器,测量范围：0-1000米,60,人,传感器精度评估标准,测量标准,2023-12-01,智能科技公司,中国传感网,https://www.sensors.org.cn/,2024-10-08,,,,,,,,,
空天卫星控制系统,控制系统,响应时间：<10秒,220,人,控制系统可靠性评估标准,技术标准,2024-05-20,航天自动化研究所,国家航天局,https://www.cnsa.gov.cn/,2024-10-08,,,,,,,,,
空天监控机器人,机器人,续航时间：12小时,90,人,机器人性能评估标准,功能标准,2024-02-18,机器人科技公司,中国机器人网,https://www.robotics.org.cn/,2024-10-08,,,,,,,,,
空天多源数据融合平台,数据融合系统,支持接入：10种数据源,130,人,数据融合效果评估标准,数据标准,2023-10-25,数据应用技术公司,信息科技部,https://www.miit.gov.cn/,2024-10-08,,,,,,,,,
空天电力管理系统,管理系统,电力容量：200kW,110,人,电力效率评估标准,技术标准,2024-06-30,电力技术研究院,国家电力公司,https://www.spic.com.cn/,2024-10-08,,,,,,,,,
空天空间天气监测系统,监测设备,检测范围：0-5000km,140,人,空间天气评估标准,技术标准,2023-09-15,空间天气研究院,空间气象局,https://www.swpc.noaa.gov/,2024-10-08,,,,,,,,,
空天卫星通信系统,通信设备,带宽：200MHz,180,人,可靠性评估标准,性能标准,2023-08-10,卫星科技有限公司,中国空间技术研究院,https://www.casic.cn/communications,2024-10-08,,,,,,,,,
空天遥感影像分析系统,数据分析软件,处理能力：500GB/day,70,人,性能分析标准,效率标准,2024-03-15,遥感数据科技公司,中国科学院遥感研究所,https://www.radi.ac.cn/remote-sensing,2024-10-08,,,,,,,,,
低空飞行监控系统,监控设备,监控范围：150公里,95,人,监控效果评估标准,技术标准,2023-11-02,航天监控科技有限公司,民用航空局,https://www.caac.gov.cn/monitoring,2024-10-08,,,,,,,,,
空间环境监测网络,监测系统,监测数据更新频率：10分钟,120,人,稳定性评估标准,技术标准,2024-04-20,空间环境研究院,国际空间站管理局,https://www.nasa.gov/monitoring,2024-10-08,,,,,,,,,
空天智能调度系统,管理软件,调度效率：85%,60,人,调度性能评估标准,管理标准,2023-12-01,智能科技公司,人工智能协会,https://www.aaai.org/management,2024-10-08,,,,,,,,,
空天安全防护系统,安全设施,防护强度：级别A,75,人,安全防护评估标准,安全标准,2023-10-18,安全科技有限公司,国家安全部门,https://www.gov.cn/security,2024-10-08,,,,,,,,,
空天数据集成平台,集成软件,集成能力：支持5种数据格式,110,人,整合效果评估标准,效率标准,2024-01-15,数据集成科技公司,大数据技术协会,https://www.bdta.org.cn/integration,2024-10-08,,,,,,,,,
多用途空天探测器,探测器,探测范围：500公里,85,人,探测能力评估标准,功能标准,2024-05-03,探测技术研究院,国际宇航联合会,https://www.iafa.org/detector,2024-10-08,,,,,,,,,
地面空天通信终端,通信设备,传输速率：1Gbps,140,人,通信效率评估标准,技术标准,2023-09-25,地面通信科技公司,国家信息科技局,https://www.miit.gov.cn/communication,2024-10-08,,,,,,,,,
空天系统实施方案,项目管理软件,实施管理能力：支持30个项目,65,人,实施效率评估标准,管理标准,2024-02-28,项目管理科技公司,国际管理标准组织,https://www.iso.org/project-management,2024-10-08,,,,,,,,,
空天监测与预警系统,监测设备,型号：KJ-700,180,人,反应速度评估标准,时间标准,2023-08-10,空天安全科技公司,中国航天报,https://www.spacechina.com/,2024-10-08,,,,,,,,,
高分辨率卫星遥感系统,遥感设备,分辨率：0.3米,110,人,数据精度评估标准,统计标准,2024-03-12,遥感数据分析中心,国家遥感中心,https://www.nrscc.gov.cn/,2024-10-08,,,,,,,,,
空天通信网络管理平台,通信软件,带宽：500MHz,250,人,网络安全性评估标准,安全标准,2023-11-21,智能通信科技公司,国际通信协会,https://www.itu.int/,2024-10-08,,,,,,,,,
空天气象监测系统,监测设备,测量精度：±1°C,95,人,气象数据质量评估标准,环境标准,2023-09-15,气象科技研究所,气象局,https://www.cma.gov.cn/,2024-10-08,,,,,,,,,
空天导航与定位服务系统,导航设备,定位精度：±2米,140,人,定位精度评估标准,测量标准,2024-01-03,高精度导航公司,空间信息网,https://www.satnet.com/,2024-10-08,,,,,,,,,
空天深空探测装备,探测器,重量：1.5吨,75,人,功能可靠性评估标准,技术标准,2024-04-20,深空探索公司,国际航天研究所,https://www.isro.gov.in/,2024-10-08,,,,,,,,,
空天环境监测仪,监测设备,监测参数：化学成分,65,人,环境影响评估标准,环境标准,2023-10-10,环境科技公司,环境保护部,https://www.mee.gov.cn/,2024-10-08,,,,,,,,,
空天数据融合平台,数据处理软件,处理速度：10TB/day,130,人,性能评估标准,性能标准,2023-12-28,数据服务科技公司,人工智能研究院,https://www.aaai.org/,2024-10-08,,,,,,,,,
卫星图像分析系统,数据处理软件,分析速率：10000影像/day,85,人,图像处理评估标准,图像标准,2024-02-15,卫星科技中心,科技日报,https://www.stdaily.com/,2024-10-08,,,,,,,,,
空天物联网平台,物联网设备,连接数：5000个设备,300,人,连接性评估标准,网络标准,2023-08-15,物联科技公司,中国信息产业部,https://www.miit.gov.cn/iot,2024-10-08,,,,,,,,,
空天卫星导航增强系统,导航设备,增强精度：±2米,200,人,增强精度评估标准,技术标准,2024-03-01,卫星导航研究院,国家质量监督局,https://www.sac.gov.cn/navigation,2024-10-08,,,,,,,,,
空天监视系统,监控设备,监控范围：200公里,120,人,监视功能评估标准,性能标准,2023-12-10,监控科技公司,全国防务协会,https://www.ndaa.org.cn/monitor,2024-10-08,,,,,,,,,
空天数据融合平台,数据管理系统,数据融合量：3TB/day,170,人,数据融合效率标准,数据标准,2024-02-15,数据融合科技公司,中国信息通信研究院,https://www.caict.ac.cn/fusion,2024-10-08,,,,,,,,,
空天遥感分析系统,数据分析软件,分析速度：50GB/hour,100,人,分析性能评估标准,性能标准,2024-04-20,遥感分析公司,国际遥感协会,https://www.isrs.org/analysis,2024-10-08,,,,,,,,,
空天大气监测系统,气象设备,监测范围：全球,250,人,气象监测评估标准,气象标准,2023-11-05,气象科技公司,国家气象局,https://www.cma.gov.cn/weather,2024-10-08,,,,,,,,,
空天无人机系统,无人机,飞行时间：10小时,65,人,无人机飞行评估标准,安全标准,2024-06-10,无人机开发公司,无人机技术论坛,https://www.droneforum.com,2024-10-08,,,,,,,,,
空天航天数据共享平台,数据共享系统,共享速度：1000TPS,90,人,数据共享性能评估标准,性能标准,2024-05-15,航天数据中心,国际航天组织,https://www.iaae.org/share,2024-10-08,,,,,,,,,
空天安全系统,安全监控设备,检测能力：1000个事件/小时,110,人,安全性评估标准,安全标准,2024-03-30,安全科技公司,国家安全局,https://www.nsa.gov.cn/security,2024-10-08,,,,,,,,,
空天精密成像系统,成像设备,分辨率：0.1米,140,人,成像质量评估标准,成像标准,2024-01-25,成像科技公司,国际成像设备协会,https://www.imaging.org,2024-10-08,,,,,,,,,
空天监视与分析系统,分析软件,处理能力：500GB/day,75,人,系统稳定性评估标准,稳定性标准,2024-03-15,空天监控公司,行业协会,https://www.industryassoc.org/monitoring,2024-10-08,,,,,,,,,
空天汉字识别平台,识别软件,识别率：99.5%,60,人,识别准确性评估标准,准确性标准,2023-10-10,智能科技公司,科技日报,https://www.stdaily.com/technology,2024-10-08,,,,,,,,,
空天气象观测设备,气象设备,观测范围：-60℃到60℃,90,人,气象监测标准,检测标准,2023-11-05,气象局技术部,国家气象局,https://www.nmc.cn/,2024-10-08,,,,,,,,,
空天数据加密传输系统,安全传输设备,传输速率：1Gbps,100,人,数据保密性评估标准,安全标准,2024-04-20,网络安全公司,网络安全论坛,https://www.cybersecforum.org/,2024-10-08,,,,,,,,,
空天卫星发射管理平台,管理软件,兼容多种卫星型号,110,人,发射效率评估标准,效率标准,2023-12-01,航天管理中心,国家航天局,https://www.cnsa.gov.cn/,2024-10-08,,,,,,,,,
空天无线充电设备,能量设备,能量传输：10kW,50,人,能量效率评估标准,能效标准,2024-02-17,智能能源公司,能源研究中心,https://www.energy-research.org/,2024-10-08,,,,,,,,,
空天无人机控制系统,控制系统,控制范围：500km,150,人,控制稳定性评估标准,稳定性标准,2024-01-25,航天无人机公司,无人机协会,https://www.uavassociation.org/,2024-10-08,,,,,,,,,
空天监控与安全系统,监控设备,监控延迟：< 1秒,130,人,监控精度评估标准,监控标准,2024-05-12,安全科技公司,国家安全网站,https://www.nsa.gov.cn/,2024-10-08,,,,,,,,,
空天深空探测器,探测器,射程：10万公里,80,人,探测性能评估标准,性能标准,2024-06-30,深空科技公司,国家航天局,https://www.cnsa.gov.cn/,2024-10-08,,,,,,,,,
空天气象观测系统,观测设备,精度：±2°C,75,人,气象数据评估标准,气象标准,2023-08-01,气象科技公司,中国气象局,https://www.cma.gov.cn/weather,2024-10-08,,,,,,,,,
空天无线数据链系统,数据传输设备,传输速率：1Gbps,130,人,链路性能评估标准,技术标准,2024-03-15,无线通信研究所,国家无线电管理局,https://www.srs.gov.cn/radio,2024-10-08,,,,,,,,,
空天监视与侦查系统,侦查设备,有效载荷：500kg,110,人,侦查能力评估标准,能力标准,2025-01-20,空天侦查技术公司,国家安全局,https://www.nsa.gov.cn/monitoring,2024-10-08,,,,,,,,,
空天地图制作系统,地图软件,支持多种坐标系,65,人,制图质量评估标准,制图标准,2023-11-10,地图与地理信息公司,国家测绘局,https://www.ngcc.cn,2024-10-08,,,,,,,,,
空天探测与信息系统,信息管理软件,数据存储：5TB,40,人,信息安全评估标准,安全标准,2024-04-30,探测信息科技公司,国家信息安全局,https://www.csa.gov.cn/information,2024-10-08,,,,,,,,,
空天自动化控制系统,控制系统,响应时间：<50ms,90,人,控制性能评估标准,性能标准,2024-09-12,自动化控制科技公司,行业协会,https://www.aai.org.cn/control,2024-10-08,,,,,,,,,
空天数据共享平台,共享平台,并发用户：3000,150,人,共享效率评估标准,效率标准,2023-12-01,数据共享科技公司,信息产业部,https://www.miit.gov.cn/sharing,2024-10-08,,,,,,,,,
空天精准定位系统,定位设备,精度：±1米,100,人,定位精度评估标准,技术标准,2025-05-25,定位技术公司,国家科技信息中心,https://www.nist.gov.cn/positioning,2024-10-08,,,,,,,,,
空天全景监测系统,视频监控设备,视频分辨率：8K,125,人,视频质量评估标准,视频标准,2024-07-15,视频监测科技公司,行业监测网,https://www.vms.org.cn,2024-10-08,,,,,,,,,
无人机空中监控系统,监控设备,型号：DJI-Phantom 4,75,人,监控效果评估标准,技术标准,2023-08-12,无人机技术协会,业内分析报告,https://www.dji.com/cn,2024-10-08,,,,,,,,,
多光谱遥感分析平台,分析软件,处理能力：5TB/月,60,人,数据处理效率评估标准,性能标准,2023-10-22,遥感科技有限公司,中国科学院,https://www.cas.cn,2024-10-08,,,,,,,,,
卫星通信增强平台,通信设备,频段：L频段,250,人,通信稳定性评估标准,安全标准,2023-11-05,全球卫星通信公司,国际通信联盟,https://www.itu.int,2024-10-08,,,,,,,,,
高精度导航信号源,导航设备,信号精度：±1米,100,人,导航精度评估标准,测量标准,2024-02-25,国家导航中心,国家测绘局,https://www.ngcc.cn,2024-10-08,,,,,,,,,
空天气象数据集成系统,数据处理软件,更新频率：每小时,110,人,数据准确性评估标准,数据标准,2024-03-15,气象科技研究所,国家气象局,https://www.cma.gov.cn,2024-10-08,,,,,,,,,
地面监测雷达系统,监测设备,探测范围：200km,90,人,探测效率评估标准,性能标准,2024-01-30,地面监测科技公司,科技日报,https://www.stdaily.com,2024-10-08,,,,,,,,,
空间数据共享平台,数据共享系统,并发用户数：500,130,人,系统可靠性评估标准,安全标准,2024-02-20,数据共享科技公司,国家大数据中心,https://www.data.gov.cn,2024-10-08,,,,,,,,,
量子通信卫星系统,量子通信设备,量子比特数：200,220,人,量子安全性评估标准,技术标准,2024-05-01,量子科技研究院,科学技术部,https://www.most.gov.cn,2024-10-08,,,,,,,,,
国际空域监测系统,监测设备,覆盖面积：3000平方公里,140,人,覆盖范围评估标准,测量标准,2024-03-30,国际航空航天局,国际民用航空组织,https://www.icao.int,2024-10-08,,,,,,,,,
空天环境监测仪,环境监测设备,传感器数量：10个,85,人,环境影响评估标准,环境标准,2024-04-10,环境保护局,中国环境监测总站,https://www.cnemc.cn,2024-10-08,,,,,,,,,
