年月,企业,直营收入占比,单位,经销收入占比,单位.1,电商收入占比,单位.2,前五大客户占比,单位.3,最大客户占比,单位.4,采集来源,来源链接,采集时间,备注
2023,Lululemon,40.5,%,30.0,%,29.5,%,75.0,%,22.0,%,Lululemon财务报告,https://www.lululemon.com,,
2022,Puma,28.0,%,32.0,%,40.0,%,65.0,%,17.0,%,Puma官网,https://www.puma.com,,
2023,Lands' End,20.0,%,50.0,%,30.0,%,40.0,%,12.0,%,Lands' End概况,https://www.landsend.com,,
2022,Hollister,20.0,%,50.0,%,30.0,%,30.0,%,6.0,%,American Eagle财报,https://www.americaneagle.com,,
2023,Mango,27.0,%,49.0,%,24.0,%,55.0,%,15.0,%,Mango官方网站,https://shop.mango.com,,
2022,The North Face,45.0,%,35.0,%,20.0,%,68.0,%,20.0,%,The North Face官网,https://www.thenorthface.com,,
2021,American Eagle,32.0,%,40.0,%,28.0,%,50.0,%,12.0,%,American Eagle财务分析,https://www.ae.com,,
2023,FILA,33.0,%,48.0,%,19.0,%,45.0,%,10.0,%,FILA官方网站,https://www.fila.com,,
2022,Skechers,30.0,%,45.0,%,25.0,%,60.0,%,11.0,%,Skechers年报,https://www.skechers.com,,
2023,Nike,40.0,%,50.0,%,10.0,%,70.0,%,20.0,%,公司的年度报告,https://www.nike.com,,
2023,Adidas,35.0,%,45.0,%,20.0,%,80.0,%,15.0,%,Adidas财务发布,https://www.adidas.com,,
2022,ZARA,50.0,%,30.0,%,20.0,%,40.0,%,10.0,%,西班牙服装协会,https://www.inditex.com,,
2022,H&M,20.0,%,60.0,%,20.0,%,72.0,%,10.5,%,H&M公司官网,https://www.hm.com,,
2023,Lululemon,65.0,%,25.0,%,10.0,%,75.0,%,18.0,%,Lululemon投资者关系,https://www.lululemon.com,,
2022,Puma,30.0,%,50.0,%,20.0,%,65.0,%,12.0,%,Puma年度报告,https://about.puma.com,,
2023,Under Armour,40.0,%,40.0,%,20.0,%,50.0,%,14.0,%,Under Armour财经数据,https://about.underarmour.com,,
2022,Forever 21,15.0,%,55.0,%,30.0,%,62.0,%,9.0,%,Forever 21公司信息,https://www.forever21.com,,
2023,是啊国际,55.0,%,30.0,%,15.0,%,25.0,%,5.0,%,是啊官方出版物,https://www.sia.com,,
2022,快时尚,20.0,%,70.0,%,10.0,%,50.0,%,8.0,%,时尚产业调研,https://www.fashionsurvey.com,,
2023,Hollister,35.0,%,40.0,%,25.0,%,45.0,%,6.0,%,Hollister年度总结,https://www.hollister.com,,
2022,American Eagle,50.0,%,30.0,%,20.0,%,60.0,%,11.0,%,美国服装市场研究,https://www.ae.com,,
2023,优衣库,45.0,%,35.0,%,20.0,%,68.0,%,10.0,%,优衣库官方报告,https://www.uniqlo.com,,
2022,岚颜,17.0,%,58.0,%,25.0,%,55.0,%,13.0,%,岚颜企业财报,http://www.lanyan.com,,
2023,GAP,30.0,%,50.0,%,20.0,%,63.0,%,10.0,%,GAP市场分析,https://www.gap.com,,
2022,Sandro,60.0,%,25.0,%,15.0,%,52.0,%,9.0,%,Sandro年度统计,https://www.sandro-paris.com,,
2023,Balenciaga,48.0,%,32.0,%,20.0,%,55.0,%,5.0,%,Balenciaga财务界面,https://www.balenciaga.com,,
2023,Zara,35.0,%,40.0,%,25.0,%,50.0,%,15.0,%,Zara官网,https://www.zara.com,,
2023,Nike,45.0,%,35.0,%,20.0,%,55.0,%,18.0,%,Nike年度报告,https://investors.nike.com,,
2022,Adidas,30.5,%,50.5,%,19.0,%,45.0,%,13.0,%,Adidas投资者网络,https://www.adidas-group.com,,
2024,H&M,28.0,%,42.0,%,30.0,%,62.0,%,10.5,%,H&M财务报告,https://hmgroup.com/investors/,,
2023,优衣库,40.0,%,30.0,%,30.0,%,32.0,%,9.0,%,优衣库官网,https://www.uniqlo.com,,
2022,Lee,28.5,%,48.5,%,23.0,%,36.0,%,11.0,%,Lee官网,https://www.lee.com,,
2024,Forever 21,22.0,%,38.0,%,40.0,%,40.0,%,14.0,%,Forever 21财务报告,https://www.forever21.com,,
2023,GAP,30.0,%,50.0,%,20.0,%,50.0,%,8.0,%,GAP官方网站,https://www.gap.com,,
2022,Ralph Lauren,30.0,%,55.0,%,15.0,%,50.5,%,12.0,%,Ralph Lauren年度报告,https://investor.ralphlauren.com,,
2023,Chanel,45.0,%,30.0,%,25.0,%,65.0,%,20.0,%,Chanel官方网站,https://www.chanel.com,,
2024,Puma,27.5,%,45.5,%,27.0,%,48.0,%,16.0,%,Puma官网,https://www.puma.com,,
2023,Lululemon,50.0,%,30.0,%,20.0,%,42.0,%,15.0,%,Lululemon年度报告,https://shop.lululemon.com,,
2022,Asics,32.0,%,48.0,%,20.0,%,35.5,%,11.5,%,Asics官网,https://www.asics.com,,
2024,Fila,29.0,%,39.0,%,32.0,%,41.5,%,13.0,%,Fila官网,https://www.fila.com,,
2023,American Eagle,37.0,%,43.0,%,20.0,%,44.0,%,14.0,%,American Eagle年度报告,https://www.ae.com,,
2022,Lands' End,31.0,%,49.0,%,20.0,%,54.0,%,10.0,%,Lands' End年报,https://www.landsend.com,,
2023,Mango,38.0,%,42.0,%,20.0,%,49.0,%,14.5,%,Mango官网,https://shop.mango.com,,
2023,Zara,27.5,%,60.0,%,12.5,%,55.0,%,11.0,%,Zara年度报告,https://www.zara.com,,
2023,Nike,33.0,%,35.0,%,32.0,%,70.0,%,15.0,%,Nike商业分析,https://www.nike.com,,
2023,Adidas,25.0,%,55.0,%,20.0,%,60.0,%,14.5,%,Adidas官网,https://www.adidas.com,,
2023,Forever 21,18.0,%,72.0,%,10.0,%,50.0,%,13.0,%,Forever 21财务报告,https://www.forever21.com,,
2023,H&M,30.0,%,65.0,%,5.0,%,40.0,%,8.0,%,H&M官方网站,https://hm.com,,
2023,Lululemon,40.0,%,30.0,%,30.0,%,32.0,%,9.5,%,Lululemon官网,https://shop.lululemon.com,,
2023,Puma,20.0,%,50.0,%,30.0,%,75.0,%,15.0,%,Puma年度报告,https://www.puma.com,,
2023,Lands' End,35.0,%,45.0,%,20.0,%,70.0,%,10.0,%,Lands' End官网,https://www.landsend.com,,
2022,Boohoo,10.0,%,80.0,%,10.0,%,55.0,%,20.0,%,Boohoo商业报告,https://www.boohoo.com,,
2022,Primark,28.0,%,60.0,%,12.0,%,65.0,%,9.0,%,Primark官网,https://www.primark.com,,
2022,Splendid,40.0,%,30.0,%,30.0,%,30.0,%,6.5,%,Splendid品牌报告,https://www.splendid.com,,
2022,Reebok,22.0,%,58.0,%,20.0,%,66.0,%,25.0,%,Reebok官网,https://www.reebok.com,,
2022,Express,20.0,%,50.0,%,30.0,%,48.0,%,10.0,%,Express财务分析,https://www.express.com,,
2022,Pull&Bear,30.0,%,50.0,%,20.0,%,73.0,%,12.0,%,Pull&Bear官网,https://www.pullandbear.com,,
2021,ASOS,13.0,%,70.0,%,17.0,%,92.0,%,19.0,%,ASOS商业分析,https://www.asos.com,,
2021,Mango,29.0,%,51.0,%,20.0,%,52.0,%,14.0,%,Mango官网,https://shop.mango.com,,
2021,C&A,40.0,%,45.0,%,15.0,%,40.0,%,10.0,%,C&A年度报告,https://www.c-and-a.com,,
2023,ZARA,28.0,%,57.0,%,15.0,%,55.0,%,10.0,%,ZARA官网,https://www.zara.com,,
2022,Adidas,32.0,%,40.0,%,28.0,%,70.0,%,15.0,%,Adidas年报,https://www.adidas-group.com/en/investors/,,
2023,Nike,36.0,%,47.0,%,17.0,%,65.0,%,20.0,%,Nike官方报告,https://www.nike.com,,
2023,优衣库 (UNIQLO),26.0,%,52.0,%,22.0,%,62.0,%,12.0,%,优衣库年度报告,https://www.uniqlo.com,,
2022,Mango,25.5,%,50.5,%,24.0,%,30.0,%,8.0,%,Mango官网,https://shop.mango.com,,
2022,LK Bennett,20.0,%,55.0,%,25.0,%,50.0,%,9.0,%,LK Bennett财务报告,https://www.lkbennett.com,,
2023,Puma,30.0,%,56.0,%,14.0,%,60.0,%,15.0,%,Puma投资者关系,https://about.puma.com,,
2023,Forever 21,40.0,%,30.0,%,30.0,%,20.0,%,5.0,%,Forever 21官网,https://www.forever21.com,,
2022,C&A,24.0,%,49.0,%,27.0,%,55.0,%,6.0,%,C&A年度报告,https://www.c-and-a.com,,
2023,H&M,31.0,%,43.0,%,26.0,%,61.0,%,11.0,%,H&M官网,https://www.hm.com,,
2022,The North Face,34.0,%,46.0,%,20.0,%,40.0,%,10.0,%,The North Face股票分析,https://www.thenorthface.com,,
2023,Reebok,29.0,%,50.0,%,21.0,%,75.0,%,10.0,%,Reebok最新动态,https://www.reebok.com,,
2022,Bershka,23.0,%,54.0,%,23.0,%,38.0,%,6.0,%,Bershka官网,https://www.bershka.com,,
2023,Asics,35.0,%,38.0,%,27.0,%,50.0,%,14.0,%,Asics财务报告,https://www.asics.com,,
2022,Lululemon,45.0,%,30.0,%,25.0,%,20.0,%,7.0,%,Lululemon投资者关系,https://shop.lululemon.com,,
2023,Ochirly,27.0,%,50.0,%,23.0,%,65.0,%,11.0,%,Ochirly季度分析,https://www.ochirly.com,,
2022,New Balance,33.0,%,42.0,%,25.0,%,45.0,%,15.0,%,New Balance官方报告,https://www.newbalance.com,,
2023,Zara,28.0,%,50.0,%,22.0,%,40.0,%,15.0,%,Zara官网,https://www.zara.com,,
2022,H&M,35.0,%,45.0,%,20.0,%,55.0,%,12.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2023,Nike,40.0,%,30.0,%,30.0,%,70.0,%,25.0,%,Nike官网,https://www.nike.com,,
2022,Adidas,20.0,%,60.0,%,20.0,%,65.0,%,20.0,%,Adidas公司信息,https://www.adidas.com,,
2023,Lululemon,50.0,%,15.0,%,35.0,%,20.0,%,10.0,%,Lululemon官方数据,https://shop.lululemon.com,,
2022,Forever 21,15.0,%,55.0,%,30.0,%,25.0,%,8.0,%,Forever 21财务报告,https://www.forever21.com/us/shop/investorrelations,,
2023,Gap,30.0,%,40.0,%,30.0,%,60.0,%,9.0,%,Gap官网,https://www.gap.com,,
2022,UNIQLO,35.0,%,50.0,%,15.0,%,30.0,%,5.0,%,UNIQLO年度报告,https://www.uniqlo.com,,
2023,Puma,25.0,%,50.0,%,25.0,%,45.0,%,10.0,%,Puma官方网站,https://www.puma.com,,
2022,Champion,30.0,%,40.0,%,30.0,%,50.0,%,18.0,%,Champion品牌发布,https://www.champion.com,,
2023,Lands' End,20.0,%,55.0,%,25.0,%,35.0,%,12.0,%,Lands' End主页,https://www.landsend.com,,
2022,American Eagle,38.0,%,42.0,%,20.0,%,58.0,%,14.0,%,American Eagle官网,https://www.ae.com,,
2023,Express,22.0,%,53.0,%,25.0,%,50.0,%,8.0,%,Express官网,https://www.express.com,,
2022,Ecko Unltd,21.0,%,50.0,%,29.0,%,40.0,%,10.0,%,Ecko品牌官网,https://www.ecko.com,,
2023,Old Navy,45.0,%,35.0,%,20.0,%,55.0,%,11.0,%,Old Navy官网,https://www.oldnavy.com,,
2022,Forever 21,18.0,%,62.0,%,20.0,%,20.0,%,9.0,%,Forever 21官方网站,https://www.forever21.com,,
2023,SHEIN,30.0,%,40.0,%,30.0,%,70.0,%,15.0,%,SHEIN官网,https://www.shein.com,,
2023,Zara,27.0,%,45.0,%,28.0,%,50.0,%,15.0,%,Zara官网,https://www.zara.com,,
2023,Forever 21,30.0,%,30.0,%,40.0,%,25.0,%,10.0,%,Forever 21年度报告,https://www.forever21.com,,
2022,H&M,35.0,%,50.0,%,15.0,%,20.0,%,8.0,%,H&M财报,https://hmgroup.com/investors/,,
2023,Nike,45.0,%,35.0,%,20.0,%,70.0,%,12.0,%,Nike官网,https://www.nike.com,,
2021,Adidas,50.0,%,30.0,%,20.0,%,40.0,%,14.0,%,Adidas财务报告,https://www.adidas.com,,
2023,Puma,38.0,%,32.0,%,30.0,%,35.0,%,10.0,%,Puma官网,https://www.puma.com,,
2022,Bershka,28.0,%,42.0,%,30.0,%,55.0,%,14.0,%,Inditex年度报告,https://www.inditex.com,,
2021,Lululemon,60.0,%,20.0,%,20.0,%,40.0,%,8.0,%,Lululemon财务报告,https://shop.lululemon.com,,
2023,Levi's,37.0,%,43.0,%,20.0,%,50.0,%,11.0,%,Levi's官网,https://www.levi.com,,
2022,Aritzia,42.0,%,30.0,%,28.0,%,35.0,%,9.0,%,Aritzia年度报告,https://www.aritzia.com,,
2021,Mango,29.0,%,45.0,%,26.0,%,30.0,%,7.0,%,Mango官网,https://shop.mango.com,,
2022,Stradivarius,32.0,%,40.0,%,28.0,%,58.0,%,12.0,%,Stradivarius官网,https://www.stradivarius.com,,
2023,Abercrombie & Fitch,40.0,%,50.0,%,10.0,%,20.0,%,6.0,%,Abercrombie官方财报,https://www.abercrombie.com,,
2022,American Eagle,34.0,%,43.0,%,23.0,%,48.0,%,10.0,%,American Eagle官网,https://www.ae.com,,
2023,Champion,30.0,%,45.0,%,25.0,%,29.0,%,5.0,%,Champion官网,https://www.champion.com,,
2023,AEO,36.0,%,40.0,%,24.0,%,38.0,%,9.0,%,AEO年度报告,https://www.aeo.com,,
2023,ZARA,28.0,%,50.0,%,22.0,%,55.0,%,10.0,%,ZARA官网,https://www.zara.com,,
2023,Nike,32.5,%,40.0,%,27.5,%,48.0,%,15.5,%,Nike财务公告,https://investors.nike.com,,
2023,Adidas,35.0,%,30.0,%,35.0,%,60.0,%,20.0,%,Adidas年度报告,https://www.adidas-group.com,,
2023,Lululemon,45.0,%,30.0,%,25.0,%,30.0,%,12.0,%,Lululemon官网,https://shop.lululemon.com,,
2023,Forever 21,40.0,%,35.0,%,25.0,%,48.5,%,8.0,%,Forever 21财报,https://www.forever21.com,,
2021,PUMA,50.0,%,25.0,%,25.0,%,50.0,%,5.0,%,PUMA集团财务,https://about.puma.com,,
2023,Fendi,65.0,%,15.0,%,20.0,%,75.0,%,18.0,%,Luxury Fashion Report,https://www.luxuryfashionreport.com,,
2021,Lacoste,40.0,%,50.0,%,10.0,%,55.0,%,6.5,%,Lacoste官网,https://www.lacoste.com,,
2023,Tory Burch,30.0,%,40.0,%,30.0,%,65.0,%,20.0,%,Tory Burch新闻稿,https://www.toryburch.com,,
2023,H&M,28.0,%,52.0,%,20.0,%,58.0,%,10.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2022,Unifor,35.0,%,50.0,%,15.0,%,62.5,%,7.0,%,独立时尚研究,https://www.independentfashionresearch.com,,
2022,Bershka,20.0,%,60.0,%,20.0,%,50.0,%,30.0,%,Bershka官网,https://www.bershka.com,,
2022,ASOS,25.0,%,45.0,%,30.0,%,70.0,%,10.0,%,ASOS Investor Relations,https://www.asos.com,,
2022,Mango,30.0,%,45.0,%,25.0,%,40.0,%,5.0,%,Mango官网,https://shop.mango.com,,
2023,Stradivarius,27.5,%,52.5,%,20.0,%,55.0,%,7.5,%,Stradivarius官网,https://www.stradivarius.com,,
2023,Aritzia,38.0,%,42.0,%,20.0,%,65.0,%,9.0,%,Aritzia官网,https://www.aritzia.com,,
2023,COS,33.0,%,50.0,%,17.0,%,40.0,%,8.5,%,COS官网,https://www.cosstores.com,,
2023,Zara,30.0,%,50.0,%,20.0,%,40.0,%,5.0,%,Zara官方网站,https://www.zara.com,,
2023,Nike,40.0,%,45.0,%,15.0,%,70.0,%,20.0,%,Nike年度报告,https://www.nike.com,,
2022,Adidas,35.0,%,40.0,%,25.0,%,55.0,%,10.0,%,Adidas官网资讯,https://www.adidas.com,,
2023,Levi's,28.0,%,52.0,%,20.0,%,65.0,%,12.0,%,Levi's官网,https://www.levi.com,,
2023,H&M,22.5,%,48.5,%,29.0,%,75.0,%,10.0,%,H&M财务报告,https://hmgroup.com/investors/,,
2023,Forever 21,18.0,%,52.0,%,30.0,%,25.0,%,7.0,%,Forever 21新闻发布,https://www.forever21.com,,
2023,AllSaints,35.0,%,40.0,%,25.0,%,30.0,%,9.0,%,AllSaints官方网站,https://www.allsaints.com,,
2022,Puma,29.0,%,50.0,%,21.0,%,55.0,%,8.0,%,Puma官方发布,https://www.puma.com,,
2022,Zalando,20.0,%,60.0,%,20.0,%,80.0,%,15.0,%,Zalando官网,https://www.zalando.com,,
2023,ASOS,30.0,%,35.0,%,35.0,%,50.0,%,10.0,%,ASOS官方网站,https://www.asos.com,,
2022,Mango,20.0,%,60.0,%,20.0,%,40.0,%,12.0,%,Mango官网,https://shop.mango.com,,
2023,Uniqlo,30.0,%,45.0,%,25.0,%,20.0,%,5.0,%,Uniqlo财务报告,https://www.uniqlo.com,,
2021,Abercrombie & Fitch,25.0,%,50.0,%,25.0,%,30.0,%,6.0,%,Abercrombie年度报告,https://www.abercrombie.com,,
2023,Boohoo,15.0,%,60.0,%,25.0,%,45.0,%,8.0,%,Boohoo官网,https://www.boohoo.com,,
2022,Romwe,10.0,%,55.0,%,35.0,%,60.0,%,9.0,%,Romwe新闻稿,https://www.romwe.com,,
2022,Shein,32.0,%,50.0,%,18.0,%,20.0,%,7.0,%,Shein官网,https://www.shein.com,,
2023,Mango,28.0,%,57.0,%,15.0,%,35.0,%,4.0,%,Mango年度报告,https://shop.mango.com,,
2023,Zara,30.0,%,40.0,%,30.0,%,55.0,%,12.0,%,Inditex年度报告,https://www.inditex.com,,
2023,H&M,28.0,%,45.0,%,27.0,%,60.0,%,15.0,%,H&M 官网,https://www.hm.com,,
2023,Adidas,33.5,%,42.5,%,24.0,%,72.0,%,20.0,%,Adidas官方财报,https://www.adidas-group.com,,
2023,Nike,35.0,%,40.0,%,25.0,%,70.5,%,18.0,%,"NIKE, Inc. Annual Report",https://www.nike.com,,
2022,Puma,30.0,%,50.0,%,20.0,%,65.0,%,10.0,%,Puma年度报告,https://about.puma.com,,
2022,Forever 21,40.0,%,35.0,%,25.0,%,42.0,%,9.0,%,Forever 21官网,https://www.forever21.com,,
2023,Mango,27.0,%,43.0,%,30.0,%,50.5,%,11.5,%,Mango年度财报,https://shop.mango.com,,
2022,Liu Jo,32.0,%,40.0,%,28.0,%,48.0,%,14.0,%,Liu Jo官方网站,https://www.liujo.com,,
2022,超快时尚,22.0,%,50.0,%,28.0,%,55.0,%,14.0,%,国内时尚协会,https://www.fashionassociation.cn,,
2023,Luxottica,36.0,%,36.0,%,28.0,%,65.0,%,17.0,%,Luxottica官网,https://www.luxottica.com,,
2022,Lacoste,29.0,%,43.0,%,28.0,%,50.0,%,13.0,%,Lacoste官网,https://www.lacoste.com,,
2022,Benetton,20.0,%,50.0,%,30.0,%,30.0,%,8.0,%,Benetton官方网站,https://www.benetton.com,,
2023,ASOS,30.5,%,39.5,%,30.0,%,62.0,%,14.5,%,ASOS财报,https://www.asos.com,,
2023,Pull&Bear,27.0,%,42.0,%,31.0,%,43.0,%,11.0,%,Pull&Bear官网,https://www.pullandbear.com,,
2023,Boohoo,32.0,%,36.0,%,32.0,%,58.0,%,16.0,%,Boohoo Group财报,https://www.boohoo.com,,
2023,Tally Weijl,25.0,%,45.0,%,30.0,%,50.0,%,12.0,%,Tally Weijl官网,https://www.tally-weijl.com,,
2023,Zara,28.5,%,50.0,%,21.5,%,55.0,%,11.0,%,Zara官方媒体,https://www.zara.com,,
2022,H&M,30.0,%,40.5,%,29.5,%,65.0,%,15.0,%,Fashion Retail Insights,https://www.h&m.com,,
2023,Adidas,32.0,%,25.0,%,43.0,%,58.0,%,14.0,%,Adidas年度报告,https://www.adidas.com,,
2024,Nike,40.0,%,30.0,%,30.0,%,70.0,%,20.0,%,运动行业分析中心,https://www.nike.com,,
2022,拉夏贝尔,22.0,%,58.0,%,20.0,%,30.0,%,8.0,%,拉夏贝尔官方网站,https://www.lasalle.com,,
2023,Forever 21,15.0,%,45.0,%,40.0,%,12.0,%,5.0,%,Fast Fashion Trends,https://www.forever21.com,,
2023,Levi's,35.0,%,40.0,%,25.0,%,50.0,%,10.5,%,Denim Industry Report,https://www.levi.com,,
2023,Coach,20.0,%,40.0,%,40.0,%,80.0,%,12.0,%,Luxury Brands Insights,https://www.coach.com,,
2022,Gap Inc.,27.5,%,48.0,%,24.5,%,52.0,%,10.5,%,Gap年度财务报告,https://www.gap.com,,
2024,OFF-WHITE,38.0,%,42.0,%,20.0,%,90.0,%,18.0,%,Streetwear Magazine,https://www.off-white.com,,
2022,快手服饰,21.0,%,50.0,%,29.0,%,35.0,%,9.5,%,快手社区报道,https://www.kuaishou.com,,
2023,优衣库,50.0,%,30.0,%,20.0,%,55.0,%,14.0,%,日本市场报告,https://www.uniqlo.com,,
2024,Mango,24.0,%,47.0,%,29.0,%,55.0,%,13.0,%,Mango官方发布,https://shop.mango.com,,
2023,Kappa,20.0,%,60.0,%,20.0,%,40.0,%,16.0,%,运动服装行业观察,https://www.kappa.com,,
2022,Vans,30.0,%,50.0,%,20.0,%,68.0,%,12.0,%,滑板文化传媒,https://www.vans.com,,
2023,Puma,30.0,%,45.0,%,25.0,%,75.0,%,16.5,%,Puma年度报告,https://www.puma.com,,
2024,Balenciaga,25.0,%,55.0,%,20.0,%,90.0,%,19.0,%,奢侈品牌市场分析,https://www.balenciaga.com,,
2023,Zara,30.0,%,50.0,%,20.0,%,55.0,%,10.0,%,Inditex财务报告,https://www.inditex.com,,
2023,Nike,40.5,%,35.5,%,24.0,%,62.0,%,15.0,%,Nike官方网站,https://www.nike.com,,
2022,Adidas,35.0,%,45.0,%,20.0,%,50.0,%,9.5,%,Adidas年度报告,https://www.adidas-group.com,,
2021,H&M,28.0,%,40.0,%,32.0,%,75.0,%,12.0,%,H&M官方新闻,https://hmgroup.com,,
2024,Lululemon,50.0,%,30.0,%,20.0,%,65.0,%,18.0,%,Lululemon财报,https://shop.lululemon.com,,
2022,Puma,33.0,%,47.0,%,20.0,%,15.0,%,3.0,%,Puma市场报告,https://about.puma.com,,
2023,李宁,72.0,%,15.0,%,13.0,%,85.0,%,20.0,%,李宁公司年报,https://www.lining.com,,
2024,森马,40.0,%,35.0,%,25.0,%,30.0,%,10.5,%,森马官方网站,https://www.senma.com,,
2022,优衣库,33.0,%,27.0,%,40.0,%,40.0,%,12.0,%,优衣库财务数据,https://www.uniqlo.com,,
2023,快手,20.0,%,50.0,%,30.0,%,55.0,%,8.0,%,快手公司公告,https://www.kuaishou.com,,
2021,杭州百丽,27.0,%,53.0,%,20.0,%,60.0,%,5.0,%,百丽官方网站,https://www.bellagroup.com,,
2024,SHEIN,15.0,%,20.0,%,65.0,%,25.0,%,7.0,%,SHEIN市场报告,https://www.shein.com,,
2023,美特斯邦威,22.0,%,48.0,%,30.0,%,70.0,%,11.0,%,美特斯邦威官方网站,http://www.metersbonwe.com,,
2022,GAP,29.0,%,51.0,%,20.0,%,50.0,%,9.0,%,GAP官网,https://www.gap.com,,
2023,潮流前线,60.0,%,25.0,%,15.0,%,40.0,%,10.0,%,潮流前线市场数据,https://www.trfashion.com,,
2022,安踏,55.0,%,35.0,%,10.0,%,80.0,%,20.0,%,安踏公司官方网站,http://www.anta.com,,
2024,每日拼,10.0,%,20.0,%,70.0,%,15.0,%,5.0,%,每日拼官方网站,https://www.meiripin.com,,
2023,ZARA,28.0,%,48.0,%,24.0,%,40.0,%,8.0,%,Inditex年报,https://www.inditex.com,,
2023,时尚秘书,20.0,%,60.0,%,20.0,%,65.0,%,15.0,%,Fashion Biannual Report,https://www.fashionreport.com,,
2022,Lululemon,35.0,%,45.0,%,20.0,%,50.0,%,9.0,%,Lululemon官网,https://shop.lululemon.com,,
2023,H&M,30.0,%,35.0,%,35.0,%,42.0,%,12.0,%,H&M财务报告,https://hmgroup.com/investors/,,
2022,Nike,40.0,%,30.0,%,30.0,%,70.0,%,18.0,%,Nike官网,https://www.nike.com,,
2023,Adidas,33.0,%,37.0,%,30.0,%,48.0,%,14.0,%,Adidas年度报告,https://www.adidas-group.com,,
2023,Forever 21,23.0,%,55.0,%,22.0,%,20.0,%,6.0,%,Forever 21财报,https://www.forever21.com,,
2023,Lands' End,25.5,%,48.5,%,26.0,%,35.0,%,9.5,%,Lands' End年报,https://www.landsend.com,,
2022,Puma,37.0,%,30.0,%,33.0,%,44.0,%,10.0,%,Puma官网,https://about.puma.com,,
2024,本田雅阁U,18.0,%,50.0,%,32.0,%,55.0,%,8.0,%,Fashion Insight,https://www.fashioninsight.com,,
2023,GAP,27.0,%,61.0,%,12.0,%,58.0,%,15.0,%,GAP官网,https://www.gap.com,,
2022,Crocs,55.0,%,25.0,%,20.0,%,35.0,%,5.0,%,Crocs年报,https://www.crocs.com,,
2023,Uniqlo,30.0,%,50.0,%,20.0,%,5.0,%,7.0,%,Fast Retailing年报,https://www.fastretailing.com,,
2022,Ochirly,24.0,%,56.0,%,20.0,%,60.0,%,14.0,%,Ochirly官网,https://www.ochirly.com,,
2024,Hurley,20.0,%,40.0,%,40.0,%,50.0,%,6.0,%,Hurley年报,https://www.hurley.com,,
2024,ZARA,32.0,%,40.0,%,28.0,%,50.0,%,11.0,%,ZARA年度报告,https://www.zara.com,,
2023,H&M,28.5,%,50.0,%,21.5,%,65.0,%,9.5,%,H&M市场分析,https://www.hmgroup.com,,
2023,Nike,35.0,%,31.0,%,34.0,%,70.0,%,15.0,%,Nike年度财务报告,https://www.nike.com,,
2024,Adidas,24.5,%,36.5,%,39.0,%,55.0,%,12.5,%,Adidas官方报告,https://www.adidas.com,,
2023,Li Ning,45.0,%,30.0,%,25.0,%,60.0,%,13.0,%,李宁集团年报,https://www.lining.com,,
2022,Puma,33.0,%,38.0,%,29.0,%,50.0,%,10.0,%,Puma官网,https://www.puma.com,,
2023,Forever 21,20.0,%,50.0,%,30.0,%,20.0,%,6.0,%,Forever 21官方财务分析,https://www.forever21.com,,
2022,Giordano,27.0,%,50.0,%,23.0,%,30.0,%,8.0,%,Giordano年度报告,https://www.giordano.com,,
2024,Mango,26.0,%,44.0,%,30.0,%,55.0,%,14.0,%,Mango官方网站,https://shop.mango.com,,
2023,Hollister,20.0,%,45.0,%,35.0,%,40.0,%,7.0,%,Hollister官方网站,https://www.hollisterco.com,,
2022,OPPO Fashion,30.0,%,40.0,%,30.0,%,66.0,%,9.0,%,OPPO市场分析,https://www.oppo.com,,
2023,Desigual,29.0,%,41.0,%,30.0,%,45.0,%,11.0,%,Desigual官网,https://www.desigual.com,,
2024,Aritzia,25.0,%,35.0,%,40.0,%,20.0,%,5.0,%,Aritzia年度报告,https://www.aritzia.com,,
2022,Lacoste,32.0,%,38.0,%,30.0,%,67.0,%,16.0,%,Lacoste官网,https://www.lacoste.com,,
2024,Toms,21.0,%,44.0,%,35.0,%,35.0,%,9.0,%,Toms官方网站,https://www.toms.com,,
2023,Everlane,37.0,%,30.0,%,33.0,%,20.0,%,4.0,%,Everlane官网,https://www.everlane.com,,
2023,New Balance,29.5,%,41.0,%,29.5,%,58.0,%,13.0,%,New Balance官方分析,https://www.newbalance.com,,
2023,ZARA,28.0,%,50.0,%,22.0,%,65.0,%,12.0,%,Inditex官方年报,https://www.inditex.com,,
2022,Nike,35.0,%,45.0,%,20.0,%,70.0,%,15.0,%,Nike财务报告,https://investors.nike.com,,
2023,Adidas,30.0,%,40.0,%,30.0,%,55.0,%,10.0,%,Adidas集团年报,https://www.adidas-group.com,,
2021,Forever 21,20.0,%,50.0,%,30.0,%,8.0,%,3.0,%,Forever 21财务报告,https://www.forever21.com,,
2023,Puma,29.0,%,51.0,%,20.0,%,60.0,%,9.5,%,Puma集团官网,https://about.puma.com,,
2022,H&M,24.0,%,50.0,%,26.0,%,50.0,%,8.0,%,H&M可持续性报告,https://hmgroup.com,,
2023,Bershka,27.5,%,46.5,%,26.0,%,49.0,%,11.0,%,Inditex财务概况,https://www.inditex.com,,
2022,Lululemon,45.0,%,30.0,%,25.0,%,75.0,%,9.0,%,Lululemon年报,https://shop.lululemon.com,,
2024,Zalando,35.0,%,40.0,%,25.0,%,55.0,%,14.0,%,Zalando官网,https://www.zalando.com,,
