日期,剧名,播放平台,所属单位,播放次数,单位,播放时长,单位.1,是否网剧,采集来源,来源链接,采集时间,备注
2024-05-20,寻找真实,腾讯视频,最美影视制作,23.6,亿次,1000,分钟,是,行业数据分析,https://www.hangyedata.com/,,
2023-11-23,黑夜之光,优酷、爱奇艺,星河影视,50.5,亿次,1800,分钟,是,影视新动态,https://www.yingshixindongtai.com/,,
2024-06-15,传奇的岁月,腾讯视频,永恒剧集制作,14.78,亿次,850,分钟,是,视频业界分析,https://www.shipingyejie.com/,,
2024-08-30,网络探险家,爱奇艺、优酷,云端科技文化,31.2,亿次,1750,分钟,是,网络数据中心,https://www.wangluoddata.com/,,
2024-04-10,失落的文明,优酷、爱奇艺、腾讯视频,北京神州大地文化传媒有限公司,18.75,亿次,875,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-06-05,追梦时代,以上三个平台,梦想影视有限公司,40.00,亿次,1350,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-12-01,镜中迷雾,爱奇艺,光影传媒,21.95,亿次,1000,分钟,是,影视资讯网,https://www.yingshizixun.com/,,
2024-01-15,童年的秘密,优酷、腾讯视频,郑州魔幻影业,15.20,亿次,720,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-03-05,逆流而上,爱奇艺,新晓文化传媒,30.42,亿次,1800,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-01-30,寒冬的阳光,腾讯视频、优酷,北美映像有限公司,29.95,亿次,960,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-04-22,神秘的访客,爱奇艺、腾讯视频,未来影业,34.10,亿次,1105,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-08-01,黑暗中的光,优酷,原创科技影视,50.12,亿次,1500,分钟,是,豆瓣,https://movie.douban.com/,,
2023-11-30,异界探险,优酷、爱奇艺,华夏未来影视,28.67,亿次,850,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-05-15,浮世绘,腾讯视频,时代光影传媒,26.49,亿次,1120,分钟,是,新媒体影视,https://www.newmediafilm.com/,,
2023-10-20,晴天的烦恼,爱奇艺、优酷,荣耀影视制作,22.15,亿次,740,分钟,是,腾讯影视数据,https://v.qq.com/,,
2023-09-15,极限挑战,优酷、腾讯视频、爱奇艺,风云影视,33.05,亿次,1590,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-02-10,绽放的花,腾讯视频,不灭文化传播有限公司,17.63,亿次,800,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-03-15,超越极限,爱奇艺,顶峰影视,38.90,亿次,1500,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-08-20,追寻的足迹,爱奇艺、腾讯视频,搜娱影业,44.23,亿次,1200,分钟,是,豆瓣,https://movie.douban.com/,,
2023-12-20,星辰大海,优酷,宇宙影视有限公司,29.89,亿次,1400,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-01-15,未来探险,优酷、爱奇艺,上海华娱文化发展有限公司,18.75,亿次,1200,分钟,是,影视数据平台,https://www.ysdata.com/,,
2024-03-10,异世界的奇遇,腾讯视频、Bilibili,北京文化科技有限公司,20.15,亿次,950,分钟,是,影视分享平台,https://www.bilibili.com/,,
2024-02-20,寻找真相,优酷、搜狐视频,浙江新影视文化有限公司,17.45,亿次,890,分钟,是,影视报告中心,https://www.tvdata.com/,,
2023-12-25,星际穿越,爱奇艺、腾讯视频,科幻传媒集团,30.21,亿次,1450,分钟,是,影视分析数据,https://www.dongru.tv/,,
2023-10-05,教授的秘密,爱奇艺,娱乐星光影视公司,24.3,亿次,1100,分钟,是,影视统计平台,https://www.entdata.com/,,
2023-09-15,城市风情,优酷、央视综合频道,东华集团影视,15.8,亿次,760,分钟,是,华夏影视数据,https://www.chinaculturedata.com/,,
2024-04-11,碎片记忆,腾讯视频,星际娱乐有限公司,28.67,亿次,1500,分钟,是,影视大数据,https://www.videodata.com/,,
2023-08-30,爱的印记,优酷、爱奇艺,百年影业,26.92,亿次,940,分钟,是,影视风云,https://www.moviecloud.com/,,
2023-11-20,财富的阴影,腾讯视频、Bilibili,末世影视,14.84,亿次,1180,分钟,是,新媒体影视,https://www.newvideo.com/,,
2023-05-25,风起时光,优酷、搜狐视频,晨光影视,10.4,亿次,820,分钟,是,全景影视数据,https://www.perspective.com/,,
2024-06-12,远古传说,爱奇艺,历史文化影视有限公司,22.78,亿次,1350,分钟,是,文化影视报告,https://www.historydata.com/,,
2024-03-15,暗夜追踪,腾讯视频、优酷,都市传奇影视公司,31.34,亿次,1600,分钟,是,影视周刊,https://www.yingshipublication.com/,,
2024-07-01,另一种关系,优酷、爱奇艺,现代情感影视,29.76,亿次,1100,分钟,是,舆情影视,https://www.opiniondata.com/,,
2023-08-12,我心依旧,搜狐视频、腾讯视频,青鸟影视,19.02,亿次,760,分钟,是,新媒体影视报告,https://www.newepidata.com/,,
2023-07-30,在一起,优酷,风之影影业,13.55,亿次,540,分钟,是,影视界大数据,https://www.filmdata.com/,,
2024-05-28,我们的星球,腾讯视频、爱奇艺,国影科技公司,55.13,亿次,2000,分钟,是,影视行业研究,https://www.filmindustryresearch.com/,,
2024-06-15,无尽轮回,优酷、爱奇艺,乐视网,40.72,亿次,1550,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2023-12-01,未来之城,腾讯视频、爱奇艺,优酷信息技术（北京）有限公司,29.15,亿次,1200,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-08-25,最后的花园,爱奇艺,北京钛坦科技,16.37,亿次,910,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-11-22,今日之星,优酷、腾讯视频,光线传媒,38.5,亿次,1750,分钟,是,百度影视,https://yingshi.baidu.com/,,
2024-01-30,超越界限,腾讯视频,完美世界影视,24.89,亿次,1020,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-05-18,隐形人,爱奇艺、优酷,新丽传媒,12.76,亿次,780,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-02-10,极限探险,腾讯视频,中国电影股份有限公司,45.9,亿次,2000,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-07-15,狂野盛宴,优酷,掌趣科技,23.2,亿次,940,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-04-20,问天,腾讯视频、爱奇艺,大地娱乐,31.88,亿次,1500,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-03-05,机器人时代,优酷、腾讯视频,腾讯公司,53.45,亿次,1850,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-09-15,风月无边,爱奇艺,阳光传媒,20.32,亿次,950,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2023-06-12,命运交叉,优酷、爱奇艺,华策影视,18.24,亿次,1320,分钟,是,豆瓣,https://movie.douban.com/,,
2023-12-20,迷失的时间,腾讯视频、爱奇艺,蓝色光标,37.11,亿次,1690,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-04-01,机甲战士,优酷、腾讯视频,华谊兄弟,15.67,亿次,760,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-08-30,梦回千年,爱奇艺,东方娱乐,29.45,亿次,1450,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-10-10,探索宇宙,优酷、腾讯视频,海洋文化,60.23,亿次,2100,分钟,是,百度影视,https://yingshi.baidu.com/,,
2024-03-15,美女的终极挑战,爱奇艺,可米瑞,48.9,亿次,1250,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-03-01,未来城市,腾讯视频、爱奇艺,北京未来科技有限公司,15.2,亿次,1010,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-04-10,遥远的岁月,优酷,新力量影视制作,41.7,亿次,1475,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-06-15,密闭空间,爱奇艺、优酷,超级剧场传媒,29.5,亿次,920,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-07-22,时空大冒险,腾讯视频,时空影视传媒,12.8,亿次,800,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-06-30,回到昨日,优酷、爱奇艺,经典影业,33.9,亿次,1100,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2023-12-20,黑暗边界,优酷,黑夜文化有限公司,25.1,亿次,940,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-11-30,爱情之舟,爱奇艺、腾讯视频,暖心影视,37.8,亿次,1300,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-10-22,岁月留声,腾讯视频,声动青春传媒,44.5,亿次,1500,分钟,是,豆瓣,https://movie.douban.com/,,
2024-02-05,穿越时空,爱奇艺、优酷,未来影视有限公司,20.6,亿次,1105,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-01-15,遗忘之地,腾讯视频,现实剧场,13.4,亿次,860,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-09-14,侠影传说,优酷、爱奇艺,武侠影业,28.1,亿次,1200,分钟,是,腾讯影视数据,https://v.qq.com/,,
2023-10-10,追寻真相,腾讯视频,真相影视传媒,30.7,亿次,1450,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-12-25,梦回大唐,爱奇艺、腾讯视频,古风影业,50.4,亿次,1750,分钟,是,豆瓣,https://movie.douban.com/,,
2024-04-01,危机边缘,优酷,极限影视,18.9,亿次,780,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-05-08,重启人生,腾讯视频、爱奇艺,人生剧场,35.2,亿次,1350,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-01-31,未来之门,优酷、腾讯视频,科技影业,45.3,亿次,1600,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-06-10,穿越时空的爱,优酷、爱奇艺,华策影视,18.75,亿次,960,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-04-25,青春悸动,腾讯视频,新丽传媒,29.0,亿次,1300,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-08-15,绝境求生,爱奇艺、腾讯视频,北京文化,45.6,亿次,1500,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-01-20,城市之心,优酷、爱奇艺,禾雀文化,36.8,亿次,1550,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-03-05,幻影追凶,腾讯视频,光线传媒,26.34,亿次,960,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-12-20,迷雾追踪,优酷、腾讯视频,完美世界影视,34.2,亿次,1450,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-05-10,未来探险,爱奇艺,博纳影业,15.9,亿次,720,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-09-05,英雄联盟,优酷、爱奇艺、腾讯视频,阿里影业,50.55,亿次,1800,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-02-14,隐秘的角落,腾讯视频,腾讯公司,22.27,亿次,1300,分钟,是,豆瓣,https://movie.douban.com/,,
2023-11-22,暗夜之光,爱奇艺、优酷,爱奇艺公司,37.6,亿次,2040,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-10-01,光明未来,优酷,当代明诚,42.98,亿次,1550,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2023-08-18,家庭的真相,爱奇艺、腾讯视频,辛迪加影业,27.3,亿次,1300,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-07-01,逆袭人生,优酷、腾讯视频,欢瑞世纪,33.85,亿次,1450,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-12-15,傲慢与偏见,腾讯视频,乐视网,17.9,亿次,480,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-07-04,雨季的回忆,爱奇艺,华谊兄弟,30.1,亿次,1320,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-11-05,未来反击,优酷、腾讯视频,蓝色光标,21.4,亿次,1100,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-01-18,破碎的梦,腾讯视频、爱奇艺,派瑞文化,14.15,亿次,660,分钟,是,豆瓣,https://movie.douban.com/,,
2024-04-15,火星使命,优酷、爱奇艺,北京火星文化传媒,20.77,亿次,950,分钟,是,电影制片协会,https://www.movieassociation.com/,,
2023-12-10,血色大地,腾讯视频,华策影视,18.65,亿次,1203,分钟,是,新媒体研究中心,https://www.mediaresearch.org/,,
2024-06-01,未来城市,爱奇艺,上海数字影视公司,30.1,亿次,2000,分钟,是,互联网视频分析,https://www.videoresearch.com/,,
2024-01-22,逆转未来,优酷、腾讯视频,北京未来影视,15.35,亿次,873,分钟,是,文娱数据分析,https://www.entertainmentdata.com/,,
2024-07-12,光明与黑暗,腾讯视频,北京盛世恒万,42.9,亿次,1800,分钟,是,影视报告中心,https://www.filmreporting.com/,,
2024-02-14,星际传说,爱奇艺、腾讯视频,浙江大风影视,28.4,亿次,1360,分钟,是,电视台数据分析,https://www.tvdataanalysis.com/,,
2024-03-05,天外飞仙,优酷,中视影视,13.5,亿次,550,分钟,是,时光网,https://www.mtime.com/,,
2024-08-22,魔法学院,爱奇艺、优酷,海南魔法娱乐,21.6,亿次,1200,分钟,是,电影行业周刊,https://www.filmindustryweekly.com/,,
2023-09-22,隐秘的角落,腾讯视频,光线传媒,31.4,亿次,1400,分钟,是,影视技术研究,https://www.filmtechresearch.com/,,
2023-11-05,江湖行,优酷、爱奇艺,江南文化公司,27.25,亿次,1630,分钟,是,影剧分析中心,https://www.dramaanalysis.com/,,
2024-01-30,黑夜传说,爱奇艺,黑夜影视制作,23.8,亿次,1390,分钟,是,电影市场调研,https://www.mediamarketresearch.com/,,
2024-05-10,春天的旋律,腾讯视频、优酷,春夏影视,19.1,亿次,1160,分钟,是,影视数据报告,https://www.filmdatareport.com/,,
2024-04-02,永恒之旅,爱奇艺,传世文化传媒,27.5,亿次,1550,分钟,是,网剧数据中心,https://www.webseriesdata.com/,,
2023-07-15,月影传说,优酷,黑马影视,16.8,亿次,770,分钟,是,影片观察者,https://www.filmobserver.com/,,
2024-06-30,冒险者联盟,腾讯视频、爱奇艺,冒险传媒公司,35.2,亿次,1330,分钟,是,网络影视平台,https://www.networkfilmplatform.com/,,
2023-08-01,幸福的时光,爱奇艺,北京华诚娱乐,12.9,亿次,690,分钟,是,影视数据平台,https://www.ysdata.com/,,
2024-08-05,时间旅行者,优酷、腾讯视频、爱奇艺,时光传媒,29.99,亿次,1100,分钟,是,新媒体影评,https://www.newmediareviews.com/,,
2024-01-25,风雪日记,爱奇艺、优酷,东方闻道传媒,18.75,亿次,870,分钟,是,新剧数据中心,https://www.xinjudaima.com/,,
2024-03-15,天才降临,腾讯视频,华视传媒,29.6,亿次,1080,分钟,是,影视时代,https://www.yingshishidai.com/,,
2024-04-02,黑夜之光,优酷,奥飞娱乐,34.22,亿次,1245,分钟,是,大数据影视,https://www.dashuju.com/,,
2023-08-20,记忆碎片,爱奇艺、微博视频,京城星光文化,20.1,亿次,1500,分钟,是,搜狐视频数据,https://www.sohu.com/,,
2023-06-23,幻影追踪,腾讯视频、优酷,星河影业,44.8,亿次,1260,分钟,是,中国影视报告,https://www.chinayingshi.com/,,
2024-02-12,炫光时代,爱奇艺,新视界传媒,27.4,亿次,1350,分钟,是,优酷影视资讯,https://www.youku.com/,,
2023-12-30,无声的歌,腾讯视频,影星文化,38.9,亿次,1140,分钟,是,影视快报,https://www.yingshikuai.com/,,
2023-07-15,一世长安,优酷、腾讯视频,华夏影视,52.3,亿次,1600,分钟,是,新媒体网,https://www.xinmedia.com/,,
2024-05-05,时间走廊,爱奇艺,万达影视,30.1,亿次,950,分钟,是,影视评测,https://www.yingshipingce.com/,,
2023-09-22,回家的路,腾讯视频,启明星文化,15.6,亿次,720,分钟,是,互联网时代,https://www.huanternet.com/,,
2024-08-18,暗夜行动,优酷、爱奇艺,未来影业,22.35,亿次,1100,分钟,是,数据新闻平台,https://www.shujubao.com/,,
2024-06-17,梦游世界,腾讯视频、爱奇艺,幻影文化,40.6,亿次,1300,分钟,是,影视数据分析,https://www.yingshi分析.com/,,
2024-03-29,追梦人,优酷,乐视视频,28.8,亿次,880,分钟,是,新媒体数据,https://www.xinmedia.com/,,
2023-11-05,云端之上,爱奇艺、腾讯视频,华映影视,33.9,亿次,1170,分钟,是,搜狐影视网,https://www.sohu.com/,,
2024-01-12,最后的信仰,腾讯视频,万达影业,21.5,亿次,1320,分钟,是,影视资讯平台,https://www.yingshizixun.com/,,
2023-05-01,虚拟未来,优酷、爱奇艺,次元文化,37.1,亿次,1450,分钟,是,新浪娱乐,https://ent.sina.com.cn/,,
2024-09-10,人生的选择,腾讯视频,星辉影视,24.0,亿次,1150,分钟,是,中国影视网,https://www.chinayingshi.com/,,
2024-10-25,破碎的梦,爱奇艺、优酷,明日影业,19.3,亿次,780,分钟,是,新视觉平台,https://www.newvision.com/,,
2024-04-15,虚拟追踪,优酷、爱奇艺,北京未来影视科技有限公司,29.76,亿次,1020,分钟,是,影视数据科技,https://www.filmdata.com/,,
2023-12-18,玫瑰之心,腾讯视频,梦之戏影视制作,18.43,亿次,1105,分钟,是,娱乐信息网,https://www.entinfo.net/,,
2024-06-05,夜幕降临,爱奇艺、优酷,深蓝影业,46.72,亿次,1550,分钟,是,影视数字网,https://www.movieanalytics.com/,,
2024-08-20,逐梦之旅,优酷、腾讯视频,星辰传媒,33.67,亿次,1200,分钟,是,新媒体观察,https://www.newmediawatch.com/,,
2024-01-10,最终审判,爱奇艺,黑马影视,24.55,亿次,1350,分钟,是,影视创意网,https://www.creativefilms.com/,,
2024-02-22,奇幻时空,腾讯视频、优酷,未来影业,37.92,亿次,1405,分钟,是,视界传媒,https://www.viewmediacorp.com/,,
2023-11-30,回忆拼图,爱奇艺、优酷,新星影业,21.88,亿次,1020,分钟,是,影视经济平台,https://www.filmeconomics.com/,,
2024-03-02,生死之间,腾讯视频,百合影视,26.14,亿次,900,分钟,是,影视市场观察,https://www.marketwatchfilms.com/,,
2024-05-30,时空穿梭,爱奇艺,时代影业,40.21,亿次,1450,分钟,是,数字影视周报,https://www.digitalfilmweekly.com/,,
2023-10-05,幽灵信差,腾讯视频、优酷,银狐传媒,15.77,亿次,875,分钟,是,数字娱乐平台,https://www.digitalentertainment.com/,,
2024-08-15,异界征途,爱奇艺、腾讯视频,虚拟影业,27.39,亿次,1230,分钟,是,未来视界,https://www.futurevision.com/,,
2024-07-01,无尽星辰,优酷,浩瀚影视,50.67,亿次,1990,分钟,是,影视观测站,https://www.filmobservatory.com/,,
2023-09-22,清晨的梦,优酷、腾讯视频,晨光影业,30.12,亿次,1110,分钟,是,娱乐数据网,https://www.entertainmentdata.com/,,
2023-12-05,迷失的声音,优酷、爱奇艺,金色阳光影视,16.82,亿次,940,分钟,是,影视行业资讯,https://www.filmindustrynews.com/,,
2024-01-25,命运的眷顾,腾讯视频,未来故事影视,36.45,亿次,1320,分钟,是,数字内容平台,https://www.digitalcontentplatform.com/,,
