年份,省份,网络新闻,单位,网络音乐,单位.1,网络文学,单位.2,网络游戏,单位.3,网络视频,单位.4,网络直播,单位.5,短视频,单位.6,采集来源,来源链接,采集时间,备注
2022,河南,0.1876,亿人,0.1574,亿人,0.1155,亿人,0.1489,亿人,0.2791,亿人,0.0883,亿人,0.1786,亿人,China Data Center,https://www.cndc.org.cn/,,
2021,北京,0.265,亿人,0.2388,亿人,0.1672,亿人,0.2105,亿人,0.3583,亿人,0.1274,亿人,0.282,亿人,Nielsen,https://www.nielsen.com/,,
2020,安徽,0.1108,亿人,0.1045,亿人,0.0859,亿人,0.0956,亿人,0.1673,亿人,0.0567,亿人,0.1132,亿人,ZDC,https://www.zdc.com.cn/,,
2023,海南,0.0865,亿人,0.0789,亿人,0.0456,亿人,0.0637,亿人,0.0952,亿人,0.0371,亿人,0.073,亿人,Research Firm,https://www.researchfirm.com/,,
2022,云南,0.1074,亿人,0.0921,亿人,0.0678,亿人,0.0786,亿人,0.1299,亿人,0.045,亿人,0.0834,亿人,GlobalData,https://www.globaldata.com/,,
2021,吉林,0.0898,亿人,0.0816,亿人,0.0612,亿人,0.0701,亿人,0.1044,亿人,0.0385,亿人,0.0779,亿人,Analysys,https://www.analysys.com/,,
2023,云南,0.1215,亿人,0.1154,亿人,0.0951,亿人,0.1423,亿人,0.1782,亿人,0.0693,亿人,0.1498,亿人,CNBS,https://www.cnbs.com/,,
2023,浙江,0.1842,亿人,0.1623,亿人,0.1345,亿人,0.1876,亿人,0.2304,亿人,0.0837,亿人,0.1921,亿人,iResearch,https://www.iresearch.com.cn/,,
2022,四川,0.1356,亿人,0.1294,亿人,0.0992,亿人,0.1435,亿人,0.1892,亿人,0.0795,亿人,0.1349,亿人,DigiTimes,https://www.digitimes.com/,,
2021,山西,0.0843,亿人,0.0777,亿人,0.0598,亿人,0.0685,亿人,0.1135,亿人,0.0457,亿人,0.1098,亿人,Statista,https://www.statista.com/,,
2021,海南,0.0583,亿人,0.0555,亿人,0.0421,亿人,0.0524,亿人,0.0888,亿人,0.0293,亿人,0.0676,亿人,CNW,https://www.cnw.com/,,
2020,天津,0.1947,亿人,0.1862,亿人,0.1257,亿人,0.1466,亿人,0.2019,亿人,0.0594,亿人,0.1441,亿人,Datareportal,https://datareportal.com/,,
2020,陕西,0.1754,亿人,0.1629,亿人,0.0784,亿人,0.1391,亿人,0.1995,亿人,0.0471,亿人,0.0856,亿人,BSG,https://www.bsg.com/,,
2022,重庆,0.0985,亿人,0.0927,亿人,0.0664,亿人,0.1178,亿人,0.1352,亿人,0.0536,亿人,0.1059,亿人,SinaTech,https://www.sinatech.com/,,
2023,福建,0.1668,亿人,0.1564,亿人,0.1385,亿人,0.1987,亿人,0.2145,亿人,0.0798,亿人,0.1563,亿人,ZOL,https://www.zol.com/,,
2021,广西,0.0756,亿人,0.0704,亿人,0.0459,亿人,0.0675,亿人,0.1023,亿人,0.0364,亿人,0.0789,亿人,TechNode,https://technode.com/,,
2020,江西,0.1424,亿人,0.1355,亿人,0.0856,亿人,0.1093,亿人,0.1572,亿人,0.0499,亿人,0.0968,亿人,The Nine,https://www.thenine.com/,,
2023,安徽,0.2031,亿人,0.1879,亿人,0.1571,亿人,0.1753,亿人,0.2256,亿人,0.0954,亿人,0.1942,亿人,GlobalWebIndex,https://www.globalwebindex.com/,,
2022,内蒙古,0.0814,亿人,0.0757,亿人,0.0583,亿人,0.0672,亿人,0.0861,亿人,0.0314,亿人,0.0638,亿人,Forbes China,https://www.forbeschina.com/,,
2021,北京,0.3109,亿人,0.2876,亿人,0.2047,亿人,0.3114,亿人,0.4151,亿人,0.291,亿人,0.3287,亿人,China Internet Watch,https://www.chinainternetwatch.com/,,
2023,上海,0.2796,亿人,0.2498,亿人,0.1788,亿人,0.241,亿人,0.3876,亿人,0.2789,亿人,0.3997,亿人,China Daily,https://www.chinadaily.com.cn/,,
2020,湖北,0.2868,亿人,0.2921,亿人,0.1745,亿人,0.2653,亿人,0.4661,亿人,0.2155,亿人,0.441,亿人,EMarketer,https://www.emarketer.com/,,
2023,云南,0.1452,亿人,0.1214,亿人,0.0963,亿人,0.1128,亿人,0.1874,亿人,0.0741,亿人,0.1805,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2023,浙江,0.195,亿人,0.1652,亿人,0.1215,亿人,0.2025,亿人,0.3205,亿人,0.0911,亿人,0.2455,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,四川,0.1348,亿人,0.112,亿人,0.0815,亿人,0.1653,亿人,0.1781,亿人,0.0553,亿人,0.199,亿人,Statista,https://www.statista.com/,,
2021,天津,0.1652,亿人,0.1426,亿人,0.1002,亿人,0.1381,亿人,0.1895,亿人,0.0701,亿人,0.1579,亿人,数据观察,http://www.dataobserver.com/,,
2022,山西,0.0904,亿人,0.0856,亿人,0.056,亿人,0.0667,亿人,0.0789,亿人,0.0453,亿人,0.0725,亿人,新京报,https://www.bjnews.com.cn/,,
2023,广西,0.1643,亿人,0.1489,亿人,0.0856,亿人,0.1705,亿人,0.1947,亿人,0.0798,亿人,0.1622,亿人,腾讯网,https://www.qq.com/,,
2021,内蒙古,0.0809,亿人,0.065,亿人,0.0542,亿人,0.0725,亿人,0.0635,亿人,0.0288,亿人,0.0719,亿人,新华社,http://www.xinhuanet.com/,,
2022,安徽,0.1175,亿人,0.1052,亿人,0.0762,亿人,0.1106,亿人,0.1503,亿人,0.0549,亿人,0.0888,亿人,网易科技,https://tech.163.com/,,
2023,福建,0.1459,亿人,0.1234,亿人,0.0906,亿人,0.1502,亿人,0.2205,亿人,0.0794,亿人,0.1701,亿人,光明网,https://www.gmw.cn/,,
2022,江西,0.1082,亿人,0.0834,亿人,0.0742,亿人,0.096,亿人,0.1035,亿人,0.063,亿人,0.0915,亿人,中国经营网,https://www.iceo.com.cn/,,
2023,陕西,0.1427,亿人,0.1268,亿人,0.088,亿人,0.1574,亿人,0.2022,亿人,0.0856,亿人,0.175,亿人,搜狐,https://www.sohu.com/,,
2022,重庆,0.1676,亿人,0.1375,亿人,0.0998,亿人,0.1836,亿人,0.2251,亿人,0.0723,亿人,0.1967,亿人,凤凰网,https://www.ifeng.com/,,
2021,辽宁,0.1484,亿人,0.1293,亿人,0.0894,亿人,0.1302,亿人,0.1806,亿人,0.078,亿人,0.1745,亿人,南方周末,https://www.infzm.com/,,
2020,海南,0.0695,亿人,0.0596,亿人,0.0443,亿人,0.0589,亿人,0.0721,亿人,0.0287,亿人,0.0638,亿人,澎湃新闻,https://www.thepaper.cn/,,
2020,宁夏,0.0762,亿人,0.0627,亿人,0.0465,亿人,0.069,亿人,0.0598,亿人,0.0244,亿人,0.0557,亿人,科技日报,http://www.stdaily.com/,,
2023,四川,0.1425,亿人,0.1342,亿人,0.0953,亿人,0.1289,亿人,0.1748,亿人,0.0723,亿人,0.1814,亿人,中国互联网络信息中心,https://www.cnnic.net.cn/,,
2023,北京,0.3104,亿人,0.2895,亿人,0.1981,亿人,0.2765,亿人,0.4953,亿人,0.3451,亿人,0.4504,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,广东,0.2765,亿人,0.2847,亿人,0.2172,亿人,0.3102,亿人,0.4216,亿人,0.2564,亿人,0.5321,亿人,QuestMobile,https://www.questmobile.com.cn/,,
2021,山东,0.1654,亿人,0.1598,亿人,0.1184,亿人,0.1876,亿人,0.2601,亿人,0.0852,亿人,0.2135,亿人,小程序统计平台,https://www.miniapp.com/,,
2020,安徽,0.2035,亿人,0.1887,亿人,0.1376,亿人,0.1765,亿人,0.2685,亿人,0.0904,亿人,0.2314,亿人,每日经济新闻,https://www.nbd.com.cn/,,
2023,浙江,0.2158,亿人,0.2364,亿人,0.1945,亿人,0.2498,亿人,0.3356,亿人,0.1435,亿人,0.4735,亿人,中国文化产业网,http://www.chinaculture.net/,,
2022,福建,0.1867,亿人,0.1709,亿人,0.1358,亿人,0.1984,亿人,0.2876,亿人,0.1121,亿人,0.2905,亿人,人民网,https://www.people.com.cn/,,
2021,重庆,0.1428,亿人,0.1395,亿人,0.0994,亿人,0.1318,亿人,0.185,亿人,0.0782,亿人,0.1386,亿人,澎湃新闻,https://www.thepaper.cn/,,
2020,天津,0.1743,亿人,0.1691,亿人,0.11,亿人,0.1542,亿人,0.2315,亿人,0.0869,亿人,0.2014,亿人,新浪网,https://www.sina.com.cn/,,
2023,河南,0.2184,亿人,0.2015,亿人,0.1628,亿人,0.2209,亿人,0.2752,亿人,0.1187,亿人,0.2989,亿人,搜狐科技,https://www.sohu.com/,,
2022,陕西,0.1337,亿人,0.1212,亿人,0.0955,亿人,0.1071,亿人,0.1653,亿人,0.0671,亿人,0.1403,亿人,科技日报,http://www.stdaily.com/,,
2021,湖南,0.2391,亿人,0.2242,亿人,0.1587,亿人,0.2136,亿人,0.3103,亿人,0.1358,亿人,0.3662,亿人,搜狐网,https://www.sohu.com/,,
2023,江西,0.1284,亿人,0.1153,亿人,0.0897,亿人,0.1004,亿人,0.1309,亿人,0.0595,亿人,0.0972,亿人,新京报,https://www.bjnews.com.cn/,,
2022,云南,0.1658,亿人,0.1604,亿人,0.1229,亿人,0.1745,亿人,0.2234,亿人,0.0856,亿人,0.2124,亿人,三联生活周刊,http://www.3lian.com/,,
2021,甘肃,0.0758,亿人,0.0705,亿人,0.0503,亿人,0.063,亿人,0.0908,亿人,0.0342,亿人,0.0893,亿人,中国新闻社,http://www.chinanews.com/,,
2020,西藏,0.0256,亿人,0.0241,亿人,0.0163,亿人,0.0138,亿人,0.0284,亿人,0.009,亿人,0.0207,亿人,新华网,http://www.xinhuanet.com/,,
2023,四川,0.145,亿人,0.1383,亿人,0.1023,亿人,0.1154,亿人,0.1906,亿人,0.0674,亿人,0.1755,亿人,中国互联网协会,https://www.cnnic.net.cn/,,
2023,河南,0.19,亿人,0.175,亿人,0.115,亿人,0.14,亿人,0.215,亿人,0.082,亿人,0.185,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,广西,0.085,亿人,0.079,亿人,0.065,亿人,0.06,亿人,0.1,亿人,0.045,亿人,0.095,亿人,腾讯科技,https://tech.qq.com/,,
2022,陕西,0.067,亿人,0.0625,亿人,0.0483,亿人,0.055,亿人,0.078,亿人,0.029,亿人,0.061,亿人,Stats.gov.cn,https://www.stats.gov.cn/,,
2021,云南,0.13,亿人,0.124,亿人,0.0777,亿人,0.065,亿人,0.12,亿人,0.052,亿人,0.0965,亿人,中国文化部,http://www.mcprc.gov.cn/,,
2021,海南,0.102,亿人,0.093,亿人,0.054,亿人,0.07,亿人,0.094,亿人,0.034,亿人,0.097,亿人,华西都市报,https://www.thecover.cn/,,
2020,重庆,0.2055,亿人,0.1906,亿人,0.1365,亿人,0.1504,亿人,0.2155,亿人,0.092,亿人,0.1727,亿人,凤凰网,https://www.ifeng.com/,,
2023,湖南,0.175,亿人,0.167,亿人,0.1123,亿人,0.1391,亿人,0.235,亿人,0.098,亿人,0.182,亿人,中国传媒大学,http://www.cuc.edu.cn/,,
2022,甘肃,0.097,亿人,0.0877,亿人,0.067,亿人,0.075,亿人,0.114,亿人,0.033,亿人,0.081,亿人,媒体报道,https://www.media.cn/,,
2020,浙江,0.252,亿人,0.245,亿人,0.189,亿人,0.215,亿人,0.34,亿人,0.121,亿人,0.305,亿人,网易科技,https://tech.163.com/,,
2021,黑龙江,0.132,亿人,0.126,亿人,0.085,亿人,0.09,亿人,0.138,亿人,0.045,亿人,0.113,亿人,搜狐科技,https://www.sohu.com/,,
2022,天津,0.215,亿人,0.195,亿人,0.135,亿人,0.145,亿人,0.265,亿人,0.118,亿人,0.192,亿人,每日经济新闻,http://www.nbd.com.cn/,,
2021,江苏,0.235,亿人,0.22,亿人,0.1565,亿人,0.175,亿人,0.2975,亿人,0.132,亿人,0.264,亿人,南方周末,http://www.infzm.com/,,
2023,广东,0.275,亿人,0.26,亿人,0.18,亿人,0.245,亿人,0.35,亿人,0.178,亿人,0.29,亿人,数字中国发展报告,http://www.digi.gov.cn/,,
2023,山东,0.215,亿人,0.2,亿人,0.15,亿人,0.19,亿人,0.275,亿人,0.102,亿人,0.185,亿人,数字中国建设发展报告,http://www.digitalchina.gov.cn/,,
2021,安徽,0.158,亿人,0.147,亿人,0.098,亿人,0.115,亿人,0.176,亿人,0.063,亿人,0.155,亿人,新浪科技,https://tech.sina.com.cn/,,
2023,重庆,0.0954,亿人,0.0876,亿人,0.0625,亿人,0.0862,亿人,0.1404,亿人,0.0615,亿人,0.1523,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,福建,0.1102,亿人,0.1074,亿人,0.0753,亿人,0.0951,亿人,0.1702,亿人,0.0503,亿人,0.1407,亿人,iResearch,https://www.iresearch.com.cn/,,
2022,陕西,0.0889,亿人,0.0755,亿人,0.0671,亿人,0.0796,亿人,0.1252,亿人,0.0554,亿人,0.1102,亿人,ZGC,https://www.zgc.cn/,,
2022,浙江,0.2509,亿人,0.2356,亿人,0.1878,亿人,0.2285,亿人,0.3105,亿人,0.2004,亿人,0.2903,亿人,Lazada,https://www.lazada.com/,,
2021,安徽,0.1165,亿人,0.1078,亿人,0.0792,亿人,0.0799,亿人,0.1334,亿人,0.0456,亿人,0.1236,亿人,iResearch,https://www.iresearch.com.cn/,,
2021,天津,0.1806,亿人,0.1612,亿人,0.1137,亿人,0.1616,亿人,0.2319,亿人,0.0953,亿人,0.175,亿人,Statista,https://www.statista.com/,,
2020,海南,0.0623,亿人,0.0589,亿人,0.0424,亿人,0.0649,亿人,0.1025,亿人,0.0382,亿人,0.0835,亿人,DigiTimes,https://www.digitimes.com/,,
2020,山东,0.2104,亿人,0.2006,亿人,0.1609,亿人,0.1923,亿人,0.2981,亿人,0.1245,亿人,0.2158,亿人,Jiemian,https://www.jiemian.com/,,
2023,四川,0.1225,亿人,0.1155,亿人,0.0803,亿人,0.1018,亿人,0.1606,亿人,0.0594,亿人,0.1496,亿人,China Internet Network Information Center,https://www.cnnic.net.cn/,,
2022,云南,0.0638,亿人,0.0571,亿人,0.0464,亿人,0.0659,亿人,0.0895,亿人,0.0341,亿人,0.0707,亿人,CNBeta,https://www.cnbeta.com/,,
2020,广西,0.0837,亿人,0.0716,亿人,0.0546,亿人,0.0792,亿人,0.1125,亿人,0.0453,亿人,0.0964,亿人,People's Daily Online,http://en.people.cn/,,
2023,江西,0.0751,亿人,0.0698,亿人,0.0532,亿人,0.0724,亿人,0.1072,亿人,0.0369,亿人,0.0828,亿人,Chinanews,http://www.chinanews.com/,,
2021,内蒙古,0.0956,亿人,0.0904,亿人,0.0658,亿人,0.0867,亿人,0.1152,亿人,0.0417,亿人,0.0955,亿人,Sohu,http://www.sohu.com/,,
2022,辽宁,0.1987,亿人,0.1723,亿人,0.1327,亿人,0.1729,亿人,0.2347,亿人,0.1582,亿人,0.2225,亿人,Tencent Data,https://www.tencent.com/,,
2021,湖北,0.2956,亿人,0.3072,亿人,0.2278,亿人,0.2693,亿人,0.3872,亿人,0.1455,亿人,0.3321,亿人,Baidu Research,https://research.baidu.com/,,
2023,湖南,0.1456,亿人,0.1362,亿人,0.0998,亿人,0.1245,亿人,0.1957,亿人,0.0743,亿人,0.1824,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,云南,0.0934,亿人,0.0882,亿人,0.0654,亿人,0.0863,亿人,0.1421,亿人,0.0527,亿人,0.1556,亿人,国家统计局,http://www.stats.gov.cn/,,
2022,四川,0.2156,亿人,0.2025,亿人,0.1432,亿人,0.1873,亿人,0.3245,亿人,0.2312,亿人,0.2865,亿人,艾媒咨询,http://www.iimedia.cn/,,
2022,广西,0.1223,亿人,0.1157,亿人,0.0886,亿人,0.1015,亿人,0.1678,亿人,0.0534,亿人,0.1482,亿人,百度数据研究院,https://data.baidu.com/,,
2021,黑龙江,0.1674,亿人,0.1501,亿人,0.1103,亿人,0.1244,亿人,0.1987,亿人,0.0863,亿人,0.1778,亿人,中国社会科学院,http://www.cssn.cn/,,
2021,陕西,0.1335,亿人,0.124,亿人,0.0794,亿人,0.1136,亿人,0.1853,亿人,0.0706,亿人,0.1467,亿人,巨量引擎,https://www.juliang.com/,,
2020,天津,0.2985,亿人,0.2851,亿人,0.1992,亿人,0.2417,亿人,0.3724,亿人,0.1436,亿人,0.3985,亿人,腾讯研究院,https://research.tencent.com/,,
2020,重庆,0.1896,亿人,0.1641,亿人,0.1127,亿人,0.1539,亿人,0.2431,亿人,0.0943,亿人,0.2372,亿人,阿里研究院,https://iri.aliyun.com/,,
2020,福建,0.2603,亿人,0.245,亿人,0.1768,亿人,0.2224,亿人,0.3576,亿人,0.1208,亿人,0.3197,亿人,网易,https://www.163.com/,,
2021,浙江,0.1429,亿人,0.1187,亿人,0.0954,亿人,0.1132,亿人,0.1751,亿人,0.0697,亿人,0.1548,亿人,新浪微博,https://www.weibo.com/,,
2022,山东,0.2536,亿人,0.2374,亿人,0.1691,亿人,0.1914,亿人,0.3075,亿人,0.1975,亿人,0.2786,亿人,新华网,http://www.xinhuanet.com/,,
2023,江苏,0.1736,亿人,0.1592,亿人,0.1208,亿人,0.1457,亿人,0.2333,亿人,0.079,亿人,0.1988,亿人,中国青年报,https://www.cyol.com/,,
2022,辽宁,0.1763,亿人,0.1591,亿人,0.1136,亿人,0.1422,亿人,0.2321,亿人,0.0841,亿人,0.1995,亿人,南方周末,https://www.infzm.com/,,
2021,安徽,0.1593,亿人,0.1485,亿人,0.1062,亿人,0.1374,亿人,0.2153,亿人,0.0665,亿人,0.1738,亿人,观察者网,https://www.guancha.cn/,,
2020,甘肃,0.1254,亿人,0.1159,亿人,0.0802,亿人,0.0954,亿人,0.1532,亿人,0.0563,亿人,0.1426,亿人,人民网,http://www.people.com.cn/,,
2021,海南,0.1,亿人,0.0924,亿人,0.0669,亿人,0.0725,亿人,0.1201,亿人,0.0462,亿人,0.1284,亿人,搜狐网,https://www.sohu.com/,,
2023,江苏,0.1524,亿人,0.1401,亿人,0.0911,亿人,0.1133,亿人,0.2042,亿人,0.0725,亿人,0.1709,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2023,广东,0.2653,亿人,0.2425,亿人,0.1598,亿人,0.2233,亿人,0.3854,亿人,0.1681,亿人,0.3943,亿人,Statista,https://www.statista.com/,,
2022,湖南,0.1108,亿人,0.0957,亿人,0.0652,亿人,0.0823,亿人,0.1309,亿人,0.0523,亿人,0.1112,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,浙江,0.1654,亿人,0.1538,亿人,0.1086,亿人,0.1299,亿人,0.2162,亿人,0.0897,亿人,0.1982,亿人,QuestMobile,https://www.questmobile.com.cn/,,
2021,陕西,0.1774,亿人,0.1625,亿人,0.1123,亿人,0.1391,亿人,0.2418,亿人,0.1032,亿人,0.1988,亿人,中国文化和旅游部,https://www.mct.gov.cn/,,
2021,海南,0.0315,亿人,0.0258,亿人,0.016,亿人,0.0243,亿人,0.0382,亿人,0.0124,亿人,0.0451,亿人,Huxiu,https://www.huxiu.com/,,
2020,天津,0.1904,亿人,0.1782,亿人,0.1238,亿人,0.1563,亿人,0.2247,亿人,0.0662,亿人,0.1895,亿人,中国信息通信研究院,https://www.caict.ac.cn/,,
2020,内蒙古,0.0583,亿人,0.0531,亿人,0.0348,亿人,0.0462,亿人,0.0937,亿人,0.0256,亿人,0.0654,亿人,第一财经,https://www.yicai.com/,,
2020,重庆,0.0755,亿人,0.0722,亿人,0.0549,亿人,0.0671,亿人,0.1029,亿人,0.0345,亿人,0.0788,亿人,腾讯研究院,https://xueqiu.com/,,
2019,广西,0.0432,亿人,0.0391,亿人,0.0283,亿人,0.0376,亿人,0.0548,亿人,0.0184,亿人,0.0329,亿人,新浪网,https://www.sina.com.cn/,,
2019,山西,0.0774,亿人,0.0651,亿人,0.0429,亿人,0.0554,亿人,0.0793,亿人,0.0238,亿人,0.0541,亿人,网易,https://www.163.com/,,
2019,辽宁,0.1124,亿人,0.0975,亿人,0.0643,亿人,0.0895,亿人,0.1187,亿人,0.0562,亿人,0.0961,亿人,央视新闻,https://www.cctv.com/,,
2018,黑龙江,0.0864,亿人,0.0755,亿人,0.0534,亿人,0.0679,亿人,0.095,亿人,0.0347,亿人,0.0712,亿人,南方都市报,https://www.southcn.com/,,
2018,四川,0.1482,亿人,0.1367,亿人,0.0943,亿人,0.1206,亿人,0.1744,亿人,0.0553,亿人,0.1342,亿人,观察者网,https://www.guancha.cn/,,
2017,云南,0.0463,亿人,0.0414,亿人,0.0301,亿人,0.0359,亿人,0.0612,亿人,0.0194,亿人,0.0449,亿人,经济日报,http://www.ce.cn/,,
2017,安徽,0.1374,亿人,0.1273,亿人,0.0849,亿人,0.1015,亿人,0.1653,亿人,0.0481,亿人,0.1114,亿人,中国经济网,http://www.ce.cn/,,
2016,西藏,0.0228,亿人,0.0195,亿人,0.0151,亿人,0.0176,亿人,0.0245,亿人,0.0085,亿人,0.0176,亿人,新华网,http://www.xinhuanet.com/,,
2016,福建,0.1387,亿人,0.1283,亿人,0.0864,亿人,0.1045,亿人,0.1582,亿人,0.0523,亿人,0.1203,亿人,新华社,http://www.xinhuanet.com/,,
2023,浙江,0.1521,0,0.1356,0,0.0924,0,0.1163,0,0.1875,0,0.0692,0,0.1384,0,CNNIC,https://www.cnnic.net.cn/,,
2023,广州,0.1348,0,0.1213,0,0.0897,0,0.1122,0,0.1978,0,0.0784,0,0.1459,0,新华网,https://www.xinhuanet.com/,,
2022,广西,0.0935,0,0.0901,0,0.0654,0,0.0843,0,0.1476,0,0.0392,0,0.1157,0,搜狐网,https://www.sohu.com/,,
2023,四川,0.1654,0,0.1456,0,0.1053,0,0.1245,0,0.2158,0,0.0793,0,0.1564,0,新浪网,https://www.sina.com.cn/,,
2022,海南,0.0543,0,0.0486,0,0.0372,0,0.0457,0,0.0578,0,0.0213,0,0.0389,0,中国日报,https://www.chinadaily.com.cn/,,
2021,陕西,0.1035,0,0.0952,0,0.0673,0,0.0875,0,0.1436,0,0.0536,0,0.0967,0,人民网,https://www.people.com.cn/,,
2022,云南,0.0894,0,0.0867,0,0.0664,0,0.0735,0,0.1037,0,0.0452,0,0.1236,0,腾讯新闻,https://news.qq.com/,,
2023,福建,0.1478,0,0.1281,0,0.0936,0,0.1157,0,0.1985,0,0.0887,0,0.1296,0,网易,https://www.163.com/,,
2021,山西,0.0764,0,0.0698,0,0.0512,0,0.0624,0,0.0954,0,0.0331,0,0.0578,0,搜狐科技,https://www.sohu.com/technology/,,
2022,辽宁,0.2091,0,0.1764,0,0.1312,0,0.1658,0,0.2236,0,0.0983,0,0.2017,0,微博,https://www.weibo.com/,,
2023,内蒙古,0.0853,0,0.0781,0,0.0559,0,0.0684,0,0.1024,0,0.0284,0,0.0632,0,今日头条,https://www.toutiao.com/,,
2021,台灣,0.1502,0,0.1355,0,0.0988,0,0.1166,0,0.1785,0,0.0703,0,0.1453,0,Yahoo台湾,https://tw.yahoo.com/,,
2022,重庆,0.1605,0,0.1456,0,0.1054,0,0.1382,0,0.1847,0,0.0765,0,0.1523,0,观察者网,https://www.guancha.cn/,,
2023,天津,0.1909,0,0.1648,0,0.1356,0,0.1415,0,0.2412,0,0.0874,0,0.1673,0,财经网,https://www.caijing.com.cn/,,
2022,云南,0.0857,0,0.0796,0,0.0604,0,0.0764,0,0.0871,0,0.0278,0,0.0623,0,BBC,https://www.bbc.com/,,
2023,河南,0.1425,亿人,0.1381,亿人,0.0963,亿人,0.1154,亿人,0.1782,亿人,0.0679,亿人,0.1752,亿人,Statista,https://www.statista.com/,,
2023,海南,0.0634,亿人,0.0628,亿人,0.0455,亿人,0.0556,亿人,0.0927,亿人,0.0254,亿人,0.0876,亿人,iResearch,https://www.iresearch.com/,,
2023,云南,0.1056,亿人,0.0999,亿人,0.0704,亿人,0.0903,亿人,0.1457,亿人,0.0581,亿人,0.1343,亿人,CIC,https://www.cicreport.com/,,
2022,浙江,0.2403,亿人,0.232,亿人,0.1591,亿人,0.2154,亿人,0.3689,亿人,0.2419,亿人,0.3294,亿人,Nielsen,https://www.nielsen.com/,,
2022,陕西,0.1132,亿人,0.1085,亿人,0.0789,亿人,0.0853,亿人,0.1204,亿人,0.0548,亿人,0.1299,亿人,China Internet Network Information Center,https://www.cnnic.net.cn/,,
2022,重庆,0.1556,亿人,0.1489,亿人,0.1073,亿人,0.1289,亿人,0.1888,亿人,0.0771,亿人,0.1675,亿人,China Daily,https://www.chinadaily.com.cn/,,
2021,江苏,0.2904,亿人,0.275,亿人,0.1945,亿人,0.2423,亿人,0.3985,亿人,0.2108,亿人,0.3012,亿人,Business of Apps,https://www.businessofapps.com/,,
2021,内蒙古,0.0925,亿人,0.0864,亿人,0.0623,亿人,0.0771,亿人,0.1009,亿人,0.0357,亿人,0.0993,亿人,China Insights Consultancy,https://www.cicreport.com/,,
2020,山东,0.1832,亿人,0.1695,亿人,0.1197,亿人,0.1584,亿人,0.2431,亿人,0.1325,亿人,0.1762,亿人,Datareportal,https://datareportal.com/,,
2020,安徽,0.1315,亿人,0.1261,亿人,0.0882,亿人,0.1158,亿人,0.1627,亿人,0.0514,亿人,0.0873,亿人,Gartner,https://www.gartner.com/,,
2020,江西,0.0956,亿人,0.0923,亿人,0.0658,亿人,0.0794,亿人,0.1031,亿人,0.0451,亿人,0.0783,亿人,KPMG,https://home.kpmg/,,
2022,广西,0.1433,亿人,0.1387,亿人,0.0974,亿人,0.1264,亿人,0.1645,亿人,0.051,亿人,0.1291,亿人,McKinsey,https://www.mckinsey.com/,,
2022,天津,0.2226,亿人,0.2143,亿人,0.1586,亿人,0.1925,亿人,0.2764,亿人,0.1286,亿人,0.2153,亿人,Statista,https://www.statista.com/,,
2021,福州,0.0978,亿人,0.0926,亿人,0.0653,亿人,0.0752,亿人,0.1124,亿人,0.038,亿人,0.0705,亿人,GfK,https://www.gfk.com/,,
2021,四川,0.2548,亿人,0.2471,亿人,0.1865,亿人,0.2034,亿人,0.3472,亿人,0.1542,亿人,0.2466,亿人,Frost & Sullivan,https://www.frost.com/,,
