年月,平台,剧集播放数,单位,剧集播出时长,单位.1,剧集上新数,单位.2,独播上新数,单位.3,采集来源,来源链接,采集时间,备注
2023-09,芒果TV,45.0,亿次,48.1,小时,20.0,部,10.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,优酷,85.0,亿次,50.0,小时,50.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2023-06,Bilibili,65.0,亿次,55.2,小时,25.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2023-04,爱奇艺,60.0,亿次,66.0,小时,40.0,部,30.0,部,经济日报,https://www.ce.cn/,,
2022-12,芒果TV,24.0,亿次,37.8,小时,14.0,部,7.0,部,今日头条,https://www.toutiao.com,,
2023-01,优酷,79.0,亿次,62.0,小时,23.0,部,12.0,部,新流媒体观察,https://www.lmtm.com,,
2022-10,Bilibili,37.0,亿次,39.5,小时,33.0,部,20.0,部,视频研究中心,https://www.videoresearch.com,,
2022-08,腾讯视频,90.0,亿次,48.0,小时,37.0,部,25.0,部,中国网络视听,https://www.cntv.com,,
2021-12,爱奇艺,48.0,亿次,54.0,小时,55.0,部,22.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-11,优酷,29.0,亿次,40.5,小时,20.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2020-09,微信视频号,15.0,亿次,45.0,小时,9.0,部,5.0,部,新流媒体观察,https://www.lmtm.com,,
2019-07,腾讯视频,85.0,亿次,43.0,小时,68.0,部,40.0,部,中国网络视听,https://www.cntv.com,,
2019-02,爱奇艺,50.0,亿次,30.0,小时,20.0,部,10.0,部,经济日报,https://www.ce.cn/,,
2023-03,Bilibili,75.0,亿次,56.0,小时,60.0,部,25.0,部,今日头条,https://www.toutiao.com,,
2023-11,爱奇艺,70.0,亿次,60.0,小时,40.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,腾讯视频,95.0,亿次,52.75,小时,55.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-09,优酷,82.0,亿次,48.0,小时,34.0,部,22.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,Bilibili,65.0,亿次,55.25,小时,30.0,部,18.0,部,诚传媒,https://www.chengmedia.com/,,
2023-06,芒果TV,45.0,亿次,42.0,小时,20.0,部,12.0,部,骨朵数据,https://www.36kr.com/,,
2022-12,爱奇艺,72.0,亿次,50.33,小时,48.0,部,29.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-09,优酷,88.0,亿次,47.0,小时,40.0,部,20.0,部,中国网络视听,https://www.cntv.com,,
2022-06,Bilibili,60.0,亿次,54.0,小时,25.0,部,15.0,部,骨朵数据,https://www.36kr.com/,,
2022-03,腾讯视频,95.0,亿次,58.0,小时,53.0,部,40.0,部,经济日报,https://www.ce.cn/,,
2021-12,爱奇艺,68.0,亿次,49.0,小时,35.0,部,17.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-09,腾讯视频,78.0,亿次,45.5,小时,44.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2021-06,Bilibili,40.0,亿次,40.0,小时,20.0,部,10.0,部,新流媒体观察,https://www.lmtm.com,,
2021-03,爱奇艺,85.0,亿次,62.0,小时,50.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2020-12,芒果TV,72.0,亿次,48.5,小时,38.0,部,20.0,部,经济日报,https://www.ce.cn/,,
2020-09,优酷,30.0,亿次,35.0,小时,27.0,部,15.0,部,中国网络视听,https://www.cntv.com,,
2020-06,Bilibili,35.0,亿次,36.75,小时,25.0,部,8.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,爱奇艺,95.0,亿次,72.3,小时,25.0,部,18.0,部,CNMO,https://www.cnmo.com,,
2023-10,优酷,70.0,亿次,55.0,小时,30.0,部,12.0,部,移动互联网研究中心,https://www.cnic.com.cn,,
2023-09,腾讯视频,85.0,亿次,48.0,小时,40.0,部,25.0,部,艾媒咨询,https://www.iimedia.cn,,
2023-07,Bilibili,50.0,亿次,60.5,小时,20.0,部,15.0,部,视频研究中心,https://www.videoresearch.com,,
2022-12,芒果TV,45.0,亿次,49.99,小时,22.0,部,8.0,部,搜狐视频,https://www.sohu.com/video,,
2022-09,爱奇艺,77.0,亿次,82.3,小时,35.0,部,30.0,部,中国网络视听,https://www.cntv.com,,
2022-06,优酷,65.0,亿次,58.0,小时,55.0,部,25.0,部,新流媒体观察,https://www.lmtm.com,,
2022-03,芒果TV,80.0,亿次,45.5,小时,30.0,部,22.0,部,骨朵数据,https://www.36kr.com,,
2021-12,腾讯视频,60.0,亿次,55.0,小时,50.0,部,20.0,部,每日经济新闻,https://www.nbd.com.cn,,
2021-09,Bilibili,40.0,亿次,56.0,小时,28.0,部,12.0,部,今日头条,https://www.toutiao.com,,
2021-05,优酷,58.0,亿次,66.5,小时,36.0,部,15.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-12,爱奇艺,52.0,亿次,38.2,小时,15.0,部,10.0,部,财经新闻,https://www.caijing.com.cn,,
2020-09,腾讯视频,32.0,亿次,50.5,小时,28.0,部,15.0,部,搜狐媒体,https://www.sohu.com,,
2020-06,Bilibili,35.0,亿次,37.0,小时,20.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2020-02,芒果TV,21.0,亿次,45.0,小时,12.0,部,7.0,部,新流媒体观察,https://www.lmtm.com,,
2019-12,腾讯视频,75.0,亿次,60.0,小时,65.0,部,30.0,部,经济日报,https://www.ce.cn/,,
2019-05,爱奇艺,90.0,亿次,70.0,小时,50.0,部,40.0,部,网络视频观察,https://www.networkvideo.cn/,,
2019-01,优酷,33.0,亿次,41.0,小时,20.0,部,15.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,爱奇艺,90.0,亿次,60.0,小时,48.0,部,25.0,部,搜狐视频,https://www.sohu.com,,
2023-10,腾讯视频,88.0,亿次,40.0,小时,55.0,部,30.0,部,爱奇艺研究中心,https://www.iqiyi.com,,
2023-09,芒果TV,70.0,亿次,58.0,小时,35.0,部,22.0,部,腾讯研究院,https://www.tencent.com,,
2023-07,优酷,75.0,亿次,45.5,小时,60.0,部,36.0,部,观众调查局,https://www.viewer.org,,
2023-06,Bilibili,50.0,亿次,35.0,小时,25.0,部,15.0,部,视频行业报告,https://www.videoindustry.cn,,
2023-04,爱奇艺,100.0,亿次,70.0,小时,50.0,部,40.0,部,新流媒体观察,https://www.lmtm.com,,
2023-02,芒果TV,65.0,亿次,55.0,小时,30.0,部,20.0,部,骨朵数据,https://www.guoduodata.com,,
2022-12,腾讯视频,60.0,亿次,39.0,小时,36.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2022-10,优酷,95.0,亿次,61.5,小时,42.0,部,28.0,部,新京报,https://www.bjnews.com.cn,,
2022-08,爱奇艺,85.0,亿次,50.0,小时,58.0,部,35.0,部,经济日报,https://www.ce.cn/,,
2022-06,Bilibili,45.0,亿次,49.0,小时,29.0,部,19.0,部,搜狐网,https://www.sohu.com,,
2022-03,腾讯视频,77.0,亿次,62.0,小时,55.0,部,39.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-12,优酷,40.0,亿次,31.5,小时,18.0,部,14.0,部,今日头条,https://www.toutiao.com,,
2021-09,爱奇艺,82.0,亿次,53.0,小时,30.0,部,25.0,部,视频观察与研究,https://www.videoresearch.com/,,
2021-06,腾讯视频,66.0,亿次,48.5,小时,24.0,部,16.0,部,中国网络视听,https://www.cntv.com/,,
2021-02,芒果TV,36.0,亿次,37.5,小时,15.0,部,9.0,部,权威数据中心,https://www.datahub.cn,,
2020-12,Bilibili,55.0,亿次,66.0,小时,39.0,部,20.0,部,中国Z视听,https://www.chinaz.com/,,
2024-01,爱奇艺,90.0,亿次,60.5,小时,25.0,部,18.0,部,大数据趋势,https://www.datatrends.com,,
2023-11,腾讯视频,75.0,亿次,50.2,小时,40.0,部,20.0,部,影视研究院,https://www.movieresearch.org,,
2023-09,Bilibili,55.0,亿次,42.0,小时,30.0,部,12.0,部,流媒体观察,https://www.streamingwatch.com,,
2023-07,优酷,65.0,亿次,48.4,小时,35.0,部,22.0,部,视频趋势研究,https://www.videotrend.com,,
2022-12,芒果TV,40.0,亿次,55.1,小时,20.0,部,14.0,部,影视产业报告,https://www.filmindustryreport.com,,
2022-05,爱奇艺,85.0,亿次,52.0,小时,60.0,部,25.0,部,华娱网,https://www.huayuwang.com,,
2022-10,腾讯视频,62.0,亿次,40.3,小时,25.0,部,15.0,部,视频湖,https://www.videolake.com,,
2021-12,Bilibili,32.0,亿次,39.0,小时,14.0,部,10.0,部,数字媒体期刊,https://www.digitalmediajournal.com,,
2021-08,芒果TV,26.0,亿次,38.0,小时,8.0,部,4.0,部,新视听,https://www.newmedia.com,,
2020-09,优酷,37.5,亿次,45.0,小时,27.0,部,12.0,部,流行文化报告,https://www.popculture.com,,
2020-03,爱奇艺,52.0,亿次,39.5,小时,44.0,部,36.0,部,网络影视观察,https://www.networktvwatch.com,,
2019-10,腾讯视频,90.0,亿次,64.0,小时,60.0,部,35.0,部,数字内容监测,https://www.contentmonitor.com,,
2019-05,Bilibili,18.0,亿次,32.3,小时,10.0,部,6.0,部,影视传媒网,https://www.filmmedia.com,,
2019-01,优酷,25.0,亿次,55.5,小时,30.0,部,20.0,部,新媒体未来,https://www.newmediafuture.com,,
2018-12,爱奇艺,70.0,亿次,42.0,小时,55.0,部,37.0,部,数据分析网,https://www.dataanalysis.com,,
2018-07,芒果TV,33.0,亿次,30.2,小时,22.0,部,5.0,部,传媒智库,https://www.mediaintelligence.com,,
2023-11,爱奇艺,92.0,亿次,47.5,小时,42.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2023-09,腾讯视频,60.0,亿次,55.0,小时,50.0,部,25.0,部,新流媒体观察,https://www.lmtm.com,,
2023-01,优酷,85.0,亿次,49.75,小时,52.0,部,40.0,部,诚传媒,https://www.chengmedia.com/,,
2022-12,Bilibili,40.0,亿次,63.2,小时,20.0,部,10.0,部,骨朵数据,https://www.example.com,,
2022-06,爱奇艺,75.0,亿次,50.0,小时,35.0,部,25.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-09,腾讯视频,90.0,亿次,62.0,小时,60.0,部,40.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-12,优酷,32.0,亿次,41.5,小时,25.0,部,15.0,部,经济日报,https://www.ce.cn/,,
2021-10,Bilibili,45.0,亿次,48.3,小时,30.0,部,20.0,部,今日头条,https://www.toutiao.com,,
2021-06,芒果TV,50.0,亿次,29.5,小时,20.0,部,10.0,部,视频研究中心,https://www.videoresearch.com,,
2020-11,爱奇艺,70.0,亿次,54.0,小时,48.0,部,33.0,部,中国网络视听,https://www.cntv.com,,
2020-03,腾讯视频,65.0,亿次,50.5,小时,40.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2020-08,优酷,58.0,亿次,46.3,小时,38.0,部,5.0,部,经济日报,https://www.ce.cn/,,
2019-10,芒果TV,21.0,亿次,31.2,小时,15.0,部,7.0,部,网络视频观察,https://www.networkvideo.cn/,,
2019-09,Bilibili,18.0,亿次,40.0,小时,12.0,部,8.0,部,今日头条,https://www.toutiao.com,,
2019-05,爱奇艺,88.0,亿次,52.0,小时,60.0,部,45.0,部,视频研究中心,https://www.videoresearch.com,,
2019-02,腾讯视频,15.0,亿次,30.0,小时,10.0,部,4.0,部,骨朵数据,https://www.36kr.com,,
2023-11,爱奇艺,65.0,亿次,52.5,小时,25.0,部,13.0,部,网络视听研究院,https://www.ivari.com,,
2023-07,优酷,90.0,亿次,60.0,小时,48.0,部,25.0,部,视频内容分析室,https://www.videocontentanalysis.com,,
2023-09,腾讯视频,85.0,亿次,45.2,小时,40.0,部,30.0,部,数字媒体研究中心,https://www.digitalmedia.org,,
2022-10,Bilibili,40.0,亿次,46.75,小时,20.0,部,10.0,部,流媒体信息网,https://www.streaminfo.net,,
2022-06,爱奇艺,70.0,亿次,53.0,小时,30.0,部,20.0,部,新媒体观察,https://www.newmediaobserver.com,,
2021-12,芒果TV,35.0,亿次,36.3,小时,15.0,部,7.0,部,影视数据网,https://www.yingshizhi.com,,
2023-01,优酷,50.0,亿次,40.0,小时,22.0,部,15.0,部,视听观察网,https://www.audiovisualwatch.com,,
2020-04,Bilibili,30.0,亿次,42.0,小时,18.0,部,12.0,部,数据Insight,https://www.data-insight.com,,
2020-09,腾讯视频,45.0,亿次,47.5,小时,30.0,部,15.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-08,爱奇艺,60.0,亿次,55.0,小时,33.0,部,28.0,部,视频研究报告,https://www.videoreport.com,,
2023-02,芒果TV,75.0,亿次,58.0,小时,38.0,部,20.0,部,聚焦影视,https://www.focusontv.com,,
2021-04,优酷,48.0,亿次,39.5,小时,22.0,部,10.0,部,影视新视野,https://www.newfilm.net,,
2021-06,爱奇艺,50.0,亿次,42.5,小时,20.0,部,12.0,部,中国影视市场,https://www.chinavideo.com,,
2024-01,Bilibili,100.0,亿次,50.0,小时,60.0,部,35.0,部,未来视听研究,https://www.futuremediastudies.com,,
2023-03,腾讯视频,95.0,亿次,48.0,小时,35.0,部,28.0,部,视听市场研究中心,https://www.audiovisualmarket.com,,
2022-12,芒果TV,68.0,亿次,50.0,小时,38.0,部,20.0,部,数据时讯,https://www.datatimes.com,,
2022-05,优酷,52.0,亿次,38.5,小时,29.0,部,15.0,部,新兴影院,https://www.emergingcinema.com,,
2023-11,优酷,90.0,亿次,60.0,小时,36.0,部,28.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,腾讯视频,66.0,亿次,54.2,小时,21.0,部,12.0,部,爱奇艺研究,https://www.iqiyi.com,,
2023-09,Bilibili,40.0,亿次,47.0,小时,22.0,部,20.0,部,芒果TV数据研究,https://www.mgtv.com,,
2023-07,芒果TV,50.0,亿次,38.5,小时,30.0,部,15.0,部,网络文化研究院,https://www.networkculture.cn,,
2023-06,爱奇艺,75.0,亿次,47.5,小时,40.0,部,22.0,部,新流媒体观察,https://www.lmtm.com,,
2023-04,优酷,85.0,亿次,62.0,小时,40.0,部,10.0,部,中国网络视听,https://www.cntv.com,,
2022-12,腾讯视频,68.0,亿次,55.0,小时,46.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-09,芒果TV,55.0,亿次,45.0,小时,12.0,部,7.0,部,今日头条,https://www.toutiao.com,,
2022-06,Bilibili,39.0,亿次,50.5,小时,18.0,部,13.0,部,诚传媒,https://www.chengmedia.com/,,
2022-01,爱奇艺,80.0,亿次,70.0,小时,55.0,部,40.0,部,经济日报,https://www.ce.cn/,,
2021-12,优酷,62.0,亿次,48.0,小时,24.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2021-09,Bilibili,43.0,亿次,53.0,小时,30.0,部,10.0,部,网新社,https://www.wangxin.net,,
2021-06,腾讯视频,77.0,亿次,58.5,小时,50.0,部,35.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-03,爱奇艺,60.0,亿次,49.0,小时,43.0,部,33.0,部,今日头条,https://www.toutiao.com,,
2020-12,芒果TV,34.0,亿次,40.0,小时,22.0,部,17.0,部,视频研究中心,https://www.videoresearch.com,,
2020-09,优酷,45.0,亿次,38.0,小时,28.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2020-06,爱奇艺,29.0,亿次,42.5,小时,19.0,部,8.0,部,新流媒体观察,https://www.lmtm.com,,
2023-11,爱奇艺,90.0,亿次,52.0,小时,60.0,部,30.0,部,网络数据研究中心,https://www.netdataresearch.com,,
2023-10,优酷,75.5,亿次,48.5,小时,40.0,部,18.0,部,新流媒体咨询,https://www.newmedia.com,,
2023-09,腾讯视频,85.0,亿次,55.0,小时,50.0,部,25.0,部,数字娱乐研究院,https://www.digitalentertainment.com,,
2023-06,Bilibili,40.0,亿次,60.0,小时,25.0,部,10.0,部,产业分析网,https://www.industryanalysis.org,,
2023-07,爱奇艺,95.0,亿次,58.5,小时,62.0,部,35.0,部,央视国际,https://www.cctv.com,,
2022-12,腾讯视频,82.0,亿次,57.0,小时,43.0,部,20.0,部,ZheJiang News,https://www.zhejiangnews.com,,
2022-09,优酷,65.0,亿次,55.0,小时,50.0,部,22.0,部,新搜狐网,https://www.sohu.com,,
2022-05,Bilibili,55.0,亿次,47.0,小时,40.0,部,30.0,部,今日观点,https://www.todayview.com,,
2021-12,芒果TV,32.0,亿次,36.0,小时,20.0,部,12.0,部,艾媒数据中心,https://www.iimedia.cn/,,
2021-06,腾讯视频,70.0,亿次,42.5,小时,55.0,部,30.0,部,中国信息研究院,https://www.cirp.org/,,
2020-11,爱奇艺,60.0,亿次,50.0,小时,30.0,部,15.0,部,媒体观察,https://www.mediaobs.com,,
2020-04,优酷,35.0,亿次,30.0,小时,25.0,部,10.0,部,影视经济研究,https://www.filmresearch.com,,
2019-12,芒果TV,45.0,亿次,48.0,小时,38.0,部,20.0,部,中国文化传媒,https://www.ccm.gov.cn,,
2019-08,Bilibili,50.0,亿次,54.0,小时,45.0,部,22.0,部,全国广播电视总局,https://www.sapprft.gov.cn,,
2018-11,爱奇艺,88.0,亿次,60.0,小时,55.0,部,28.0,部,搜狐娱乐,https://ent.sohu.com,,
2018-07,优酷,78.0,亿次,50.5,小时,42.0,部,25.0,部,九州文化,https://www.jiuzhouculture.com,,
2023-11,爱奇艺,95.0,亿次,70.2,小时,60.0,部,25.0,部,中国互联网研究中心,https://www.cnnic.net.cn,,
2023-09,腾讯视频,88.0,亿次,54.5,小时,52.0,部,30.0,部,网优科技,https://www.wangyoukeji.com,,
2023-07,优酷,82.0,亿次,61.0,小时,47.0,部,22.0,部,青年日报,https://www.qndaily.com,,
2023-04,Bilibili,40.0,亿次,36.8,小时,25.0,部,10.0,部,视频观察,https://www.videoobservation.cn,,
2022-12,芒果TV,50.0,亿次,45.0,小时,20.0,部,12.0,部,骨朵数据,https://www.kddata.com,,
2022-08,爱奇艺,77.5,亿次,59.9,小时,39.0,部,18.0,部,亿邦动力,https://www.ebang.com,,
2022-04,腾讯视频,73.0,亿次,63.0,小时,58.0,部,40.0,部,新时代传媒,https://www.newmediacn.com,,
2021-12,优酷,32.0,亿次,42.5,小时,14.0,部,8.0,部,华夏时报,https://www.nbd.com.cn,,
2020-11,Bilibili,28.0,亿次,37.3,小时,16.0,部,10.0,部,中国播控,https://www.cbtv.cn,,
2020-07,爱奇艺,50.0,亿次,55.0,小时,35.0,部,15.0,部,辅翼传媒,https://www.fuyimedia.com,,
2020-05,腾讯视频,60.0,亿次,48.0,小时,30.0,部,20.0,部,阿里巴巴商业研究院,https://www.aliresearch.com,,
2019-12,芒果TV,45.0,亿次,39.5,小时,23.0,部,12.0,部,嗨放影视,https://www.hfmedia.com,,
2019-09,优酷,55.0,亿次,52.0,小时,46.0,部,29.0,部,网络视听研究所,https://www.wangluoshikan.net,,
2019-02,爱奇艺,68.0,亿次,56.5,小时,53.0,部,36.0,部,百分网,https://www.100.cn,,
2018-10,腾讯视频,81.0,亿次,47.0,小时,40.0,部,27.0,部,全球媒体研究院,https://www.globalmedia.com,,
2018-08,芒果TV,37.0,亿次,35.3,小时,14.0,部,9.0,部,实时林数据,https://www.shijilin.com,,
2023-11,优酷,95.0,亿次,48.5,小时,40.0,部,25.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-10,爱奇艺,85.5,亿次,55.0,小时,55.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2023-09,腾讯视频,70.0,亿次,47.25,小时,39.0,部,22.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,Bilibili,45.0,亿次,36.0,小时,28.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2023-06,芒果TV,36.0,亿次,42.0,小时,18.0,部,10.0,部,中国网络视听,https://www.cntv.com,,
2023-04,优酷,60.0,亿次,40.75,小时,50.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2023-03,爱奇艺,72.0,亿次,58.5,小时,36.0,部,22.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-12,腾讯视频,91.0,亿次,53.3,小时,48.0,部,25.0,部,今日头条,https://www.toutiao.com,,
2022-06,Bilibili,65.0,亿次,45.0,小时,35.0,部,20.0,部,蜘蛛网,https://www.spiderweb.com,,
2022-05,爱奇艺,77.0,亿次,48.5,小时,41.0,部,27.0,部,新流媒体观察,https://www.lmtm.com,,
2022-01,腾讯视频,82.0,亿次,51.0,小时,62.0,部,33.0,部,骨朵数据,https://www.36kr.com,,
2021-12,优酷,50.0,亿次,50.0,小时,30.0,部,18.0,部,媒体观察,https://www.mediawatch.com,,
2021-09,芒果TV,43.0,亿次,39.5,小时,22.0,部,12.0,部,视频研究中心,https://www.videoresearch.com,,
2021-06,Bilibili,27.0,亿次,45.0,小时,15.0,部,8.0,部,经济日报,https://www.ce.cn/,,
2020-11,爱奇艺,30.0,亿次,35.5,小时,20.0,部,10.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-04,芒果TV,22.0,亿次,44.0,小时,14.0,部,7.0,部,新流媒体观察,https://www.lmtm.com,,
2019-11,优酷,38.0,亿次,45.0,小时,21.0,部,16.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,爱奇艺,95.0,亿次,40.5,小时,61.0,部,30.0,部,好剧网,https://www.haoju.cn,,
2023-10,腾讯视频,120.0,亿次,58.0,小时,49.0,部,28.0,部,视频点播研究所,https://www.vdri.com,,
2023-09,优酷,85.0,亿次,35.0,小时,35.0,部,20.0,部,新媒体研究院,https://www.nmri.com,,
2023-06,芒果TV,45.0,亿次,55.0,小时,20.0,部,10.0,部,中国影视研究中心,https://www.chinafilm.org,,
2023-04,Bilibili,67.0,亿次,48.0,小时,38.0,部,15.0,部,影视数据分析,https://www.dataview.cn,,
2023-01,爱奇艺,110.0,亿次,50.0,小时,55.0,部,30.0,部,影视市场观察,https://www.filmwatch.cn,,
2022-12,优酷,75.0,亿次,45.0,小时,50.0,部,22.0,部,行业研究机构,https://www.industryresearch.org,,
2022-08,腾讯视频,58.0,亿次,49.0,小时,34.0,部,15.0,部,优质影视研究,https://www.qquality.cn,,
2022-04,Bilibili,33.0,亿次,42.25,小时,20.0,部,10.0,部,新媒体研究院,https://www.nmri.org,,
2021-12,芒果TV,22.0,亿次,39.5,小时,15.0,部,8.0,部,中国视频报告,https://www.cvr.com,,
2021-10,爱奇艺,50.0,亿次,37.0,小时,25.0,部,12.0,部,华夏视听研究,https://www.hxv.com,,
2021-05,优酷,40.0,亿次,52.0,小时,26.0,部,10.0,部,优质影视研究,https://www.qquality.org,,
2021-02,Bilibili,62.0,亿次,35.5,小时,33.0,部,20.0,部,中国数字媒体,https://www.chinadm.com,,
2020-03,腾讯视频,70.0,亿次,45.0,小时,45.0,部,25.0,部,网络视频分析,https://www.networkvideo.org,,
2019-02,爱奇艺,43.0,亿次,29.0,小时,20.0,部,15.0,部,全球视点,https://www.globalview.cn,,
2018-12,芒果TV,18.0,亿次,36.5,小时,14.0,部,8.0,部,数字视听市场,https://www.digitalaudio.cn,,
2018-09,优酷,25.0,亿次,46.0,小时,19.0,部,9.0,部,中国影视数据,https://www.cndvddata.com,,
2023-11,爱奇艺,85.0,亿次,52.3,小时,38.0,部,22.0,部,爱奇艺数据中心,https://www.iqiyi.com,,
2023-10,优酷,75.0,亿次,54.1,小时,60.0,部,30.0,部,优酷资讯,https://www.youku.com,,
