设备类型,设备名称,可允许误差,单位,控制自由度,运动精确度,单位.1,施加推力,单位.2,数据类型,采集来源,来源链接,采集时间,备注
服务机器人,药品分拣机器人,1.2,mm,4,±0.7,mm,33,N,字符型,国际药品管理协会,https://www.ifpma.org,,
特种机器人,水下探测机器人,1.0,mm,5,±0.4,mm,50,N,字符型,水下机器人开发协会,https://www.submarine-robotics.org,,
六轴机械手,YASKAWA GP8,0.02,mm,6,±0.01,mm,20,N,字符型,日本工业机器人协会,https://www.jir.net,,
服务机器人,老年护理机器人,0.7,mm,4,±0.5,mm,15,N,字符型,中国老龄化产业发展协会,https://www.ageing.org.cn,,
特种机器人,高空作业机器人,1.5,mm,3,±0.9,mm,75,N,字符型,中国建设科技协会,https://www.cct.org.cn,,
移动机器人,送餐机器人,0.4,mm,3,±0.3,mm,28,N,字符型,中国餐饮协会,https://www.chinacatering.org,,
协作机器人,FANUC CR-35iA,0.15,mm,6,±0.07,mm,40,N,字符型,国际协作机器人协会,https://www.icra.org,,
服务机器人,智能助老机器人,0.6,mm,4,±0.3,mm,20,N,字符型,中国老龄事业发展基金会,https://www.china-aging.org.cn,,
特种机器人,海洋勘探机器人,1.2,mm,6,±0.7,mm,90,N,字符型,国家海洋局,http://www.soa.gov.cn,,
并联机械手,高效喷涂机器人,0.5,mm,5,±0.1,mm,65,N,字符型,中国喷涂设备协会,https://www.painting-tech.org,,
六轴机械手,ABB IRB 6700,0.08,mm,6,±0.02,mm,50,N,字符型,中国机电设备工程公司,https://www.cmechina.com,,
特种机器人,城市监控无人机,1.0,mm,4,±0.4,mm,60,N,字符型,中国城市治理协会,https://www.urbanmanagement.org.cn,,
服务机器人,智能医疗机器人,0.9,mm,5,±0.2,mm,15,N,字符型,中国医疗器械行业协会,https://www.cmia.org.cn,,
六轴机械手,KUKA LBR iiwa,0.2,mm,7,±0.05,mm,45,N,字符型,德国机械制造协会,https://www.vdma.org,,
特种机器人,农业采集机器人,1.8,mm,4,±0.6,mm,80,N,字符型,中国农业大学,https://www.cau.edu.cn,,
服务机器人,餐饮服务机器人,0.7,mm,5,±0.3,mm,25,N,字符型,中国餐饮协会,https://www.chinafood.org.cn,,
并联机械手,高速Pick and Place机器人,0.4,mm,3,±0.1,mm,70,N,字符型,国际自动化协会,https://www.iaautomation.org,,
协作机器人,Techman TM5,0.5,mm,6,±0.15,mm,30,N,字符型,中国智能机器人协会,https://www.china-robot.org.cn,,
六轴机械手,搞笑机器人,0.3,mm,6,±0.02,mm,55,N,字符型,未来科技展览会,http://www.futuretechexpo.com,,
特种机器人,远程手术机器人,0.15,mm,7,±0.05,mm,40,N,字符型,国际外科机器人协会,http://www.isra.org,,
服务机器人,物流配送机器人,1.0,mm,4,±0.4,mm,70,N,字符型,中国物流与采购联合会,http://www.cflp.org.cn,,
协作机器人,RoboDK协作机器人,0.2,mm,6,±0.1,mm,24,N,字符型,国际机器人研究中心,http://www.irobotresearch.org,,
特种机器人,火灾应急机器人,2.0,mm,4,±1.0,mm,80,N,字符型,国家应急管理部,https://www.mem.gov.cn,,
六轴机械手,Mitsubishi RV-Scara,0.18,mm,6,±0.03,mm,60,N,字符型,日本机器人学会,http://www.jsrs.org,,
服务机器人,家务清理机器人,0.6,mm,5,±0.3,mm,25,N,字符型,中国家电协会,https://www.cec.org.cn,,
特种机器人,水下探测机器人,1.2,mm,6,±0.7,mm,50,N,字符型,国家海洋局,https://www.soa.gov.cn,,
六轴机械手,ABB IRB 6700,0.09,mm,6,±0.02,mm,75,N,字符型,国际电气与电子工程师协会,https://www.ieee.org,,
协作机器人,RoboDK,0.5,mm,7,±0.1,mm,22,N,字符型,机器人研究院,https://www.roboticsinstitute.org,,
特种机器人,农业喷药机器人,2.0,mm,4,±1.0,mm,60,N,字符型,全国农业机械化技术推广总站,https://www.namt.gov.cn,,
服务机器人,酒店接待机器人,0.75,mm,3,±0.5,mm,20,N,字符型,中国酒店业协会,https://www.chinahotel.org.cn,,
并联机械手,高速Parallel机器人,0.1,mm,4,±0.02,mm,68,N,字符型,国际机械工程师协会,https://www.asme.org,,
特种机器人,拯救机器人,2.8,mm,5,±1.3,mm,80,N,字符型,国家应急管理部,https://www.mem.gov.cn,,
六轴机械手,KUKA LBR iiwa,0.05,mm,7,±0.02,mm,45,N,字符型,德国机械电子工程协会,https://www.vdma.org,,
SCARA机器人,Mitsubishi RH-3,0.2,mm,4,±0.1,mm,32,N,字符型,日本自动化协会,https://www.jimi.or.jp,,
特种机器人,搜救机器人,3.0,mm,6,±2.0,mm,90,N,字符型,国际救援联合会,https://www.ifr.org,,
服务机器人,医疗辅助机器人,0.4,mm,5,±0.2,mm,15,N,字符型,中国医疗器械行业协会,https://www.camda.org.cn,,
并联机械手,INTEGRA Robotics,0.15,mm,3,±0.07,mm,37,N,字符型,国际并联机器人协会,https://www.parallelrobotics.org,,
六轴机械手,Yaskawa MOTOMAN,0.03,mm,6,±0.015,mm,58,N,字符型,机器人技术研究协会,https://www.roboticsresearch.org,,
特种机器人,灭火机器人,4.0,mm,3,±2.0,mm,75,N,字符型,国家消防救援局,https://www.119.gov.cn,,
服务机器人,智能导览机器人,0.5,mm,4,±0.3,mm,25,N,字符型,人民日報,https://www.people.com.cn,,
协作机器人,Mujin Controller,0.25,mm,5,±0.1,mm,35,N,字符型,日本机器人学会,https://www.jrs.or.jp,,
服务机器人,智能送餐机器人,1.0,mm,5,±0.5,mm,20,N,字符型,中国餐饮科技协会,https://www.crta.org.cn,,
特种机器人,核电检查机器人,0.5,mm,6,±0.1,mm,50,N,字符型,中国核能电力公司,https://www.cnpec.com.cn,,
六轴机械手,ABB IRB 6700,0.09,mm,6,±0.05,mm,60,N,字符型,瑞士ABB集团,https://global.abb,,
服务机器人,医疗护理机器人,1.2,mm,4,±0.8,mm,25,N,字符型,国际机器人辅助技术协会,https://www.roboticassist.org,,
并联机械手,高性能PUMA robot,0.25,mm,5,±0.06,mm,42,N,字符型,全球机器人技术研究院,https://www.grria.org,,
协作机器人,RoboDK UR5,0.3,mm,6,±0.04,mm,38,N,字符型,国际自动化研究中心,https://www.iarc.org,,
特种机器人,探险巡逻机器人,2.0,mm,4,±1.2,mm,80,N,字符型,极地研究中心,https://www.polarresearch.org,,
六轴机械手,Yaskawa Motoman,0.1,mm,6,±0.02,mm,45,N,字符型,日本安川电机公司,https://www.yaskawa.co.jp,,
服务机器人,家居清扫机器人,1.0,mm,5,±0.4,mm,15,N,字符型,中国智能家居协会,https://www.smarthome.org.cn,,
SCARA机器人,Omron SCARA,0.15,mm,4,±0.07,mm,40,N,字符型,日本电子巨头协会,https://www.electronicjapan.org,,
特种机器人,搜救机器人,1.8,mm,3,±1.0,mm,75,N,字符型,国际救援行动组织,https://www.irao.org,,
六轴机械手,KUKA LBR iiwa,0.08,mm,7,±0.05,mm,50,N,字符型,德国KUKA公司,https://www.kuka.com,,
协作机器人,Thymio Robot,0.2,mm,4,±0.06,mm,22,N,字符型,瑞士智能教育协会,https://www.thymio.org,,
服务机器人,迎宾机器人,1.5,mm,5,±0.7,mm,18,N,字符型,国际服务科技委员会,https://www.istc.org,,
六轴机械手,MOTOMAN-MH50,0.11,mm,6,±0.03,mm,70,N,字符型,南美洲机器人联合会,https://www.southrobotics.com,,
特种机器人,水下探测机器人,1.3,mm,4,±0.9,mm,85,N,字符型,国际海洋研究协会,https://www.oceanresearch.org,,
并联机械手,FastPick Robot,0.2,mm,3,±0.02,mm,30,N,字符型,工业自动化解决方案中心,https://www.iassc.org,,
服务机器人,家庭助理机器人,0.5,mm,6,±0.2,mm,15,N,字符型,中国家电研究院,https://www.china-cae.org,,
特种机器人,农业喷洒机器人,1.2,mm,3,±0.75,mm,50,N,字符型,国际农业技术协会,https://www.iaita.org,,
并联机械手,高速Pick-and-Place机器人,0.05,mm,6,±0.02,mm,90,N,字符型,福建省机器人产业协会,https://www.fjrobotic.com,,
SCARA机器人,Kawasaki RS005L,0.08,mm,4,±0.07,mm,60,N,字符型,日本工业机器人协会,https://www.jara.jp,,
六轴机械手,ABB IRB 6700,0.1,mm,6,±0.05,mm,45,N,字符型,瑞士ABB集团,https://global.abb,,
服务机器人,智能监控巡逻机器人,1.0,mm,4,±0.5,mm,25,N,字符型,安全防护技术论坛,https://www.safetytechforum.org,,
特种机器人,水下探测机器人,3.0,mm,5,±2.0,mm,100,N,字符型,中国深海技术研究院,https://www.csrdi.cn,,
协作机器人,YASKAWA MOTOMAN SG400,0.3,mm,6,±0.09,mm,30,N,字符型,日本安川电机株式会社,https://www.yaskawa.co.jp,,
六轴机械手,KUKA LBR iiwa,0.15,mm,7,±0.07,mm,20,N,字符型,德国机械工程协会,https://www.vdma.org,,
服务机器人,医疗辅助机器人,0.5,mm,5,±0.2,mm,35,N,字符型,全球医疗机器人进步中心,https://www.gmerp.org,,
特种机器人,搜索与救援机器人,1.8,mm,3,±1.2,mm,80,N,字符型,国际消防安全协会,https://www.fire-safety.org,,
并联机械手,高精度喷涂机器人,0.02,mm,4,±0.01,mm,40,N,字符型,喷涂技术协会,https://www.painttechnology.org,,
SCARA机器人,Epson G6,0.07,mm,4,±0.04,mm,55,N,字符型,全球机器人工程师协会,https://www.ieme.org,,
六轴机械手,Mitsubishi RV-20,0.1,mm,6,±0.06,mm,70,N,字符型,日本电机制造商协会,https://www.jema.or.jp,,
特种机器人,清污管道机器人,2.0,mm,3,±1.8,mm,75,N,字符型,碰撞识别与修复职业技术学院,https://www.collisionrepair.edu,,
七轴机械手,Robot System 500,0.18,mm,7,±0.1,mm,48,N,字符型,机器人技术标准化委员会,https://www.roboticsstandards.org,,
特种机器人,火灾监测机器人,2.2,mm,4,±1.0,mm,60,N,字符型,国家火灾安全中心,https://www.fire-safety.org.cn,,
服务机器人,送餐机器人,1.0,mm,4,±0.5,mm,12,N,字符型,中国服务机器人联盟,https://www.chinarobot.org,,
特种机器人,农业喷药无人机,1.8,mm,6,±1.0,mm,85,N,字符型,全国农业机械化中心,https://www.namc.gov.cn,,
协作机器人,MOTOMAN-GP8,0.6,mm,6,±0.1,mm,33,N,字符型,日本机器人协会,https://www.jara.jp,,
并联机械手,高速Cartesian机器人,0.5,mm,3,±0.1,mm,48,N,字符型,欧洲多关节机器人协会,https://www.eurobot.org,,
六轴机械手,ABB IRB 6700,0.1,mm,6,±0.05,mm,55,N,字符型,瑞士机器人技术协会,https://www.robotics.ch,,
特种机器人,水下探测机器人,1.2,mm,5,±0.7,mm,60,N,字符型,中国水下机器人研究中心,https://www.ucbrrc.cn,,
服务机器人,清洁服务机器人,1.5,mm,4,±0.9,mm,25,N,字符型,国际清洁技术协会,https://www.icca.org,,
特种机器人,智能物流机器人,3.0,mm,3,±2.0,mm,70,N,字符型,全球智能物流研究中心,https://www.logistics.org,,
六轴机械手,KUKA LBR iiwa,0.15,mm,7,±0.04,mm,35,N,字符型,德国自动化与机器人协会,https://www.dar.org,,
特种机器人,探险机器人,2.0,mm,5,±1.2,mm,75,N,字符型,国际探险机器人研究会,https://www.explorationrobots.org,,
服务机器人,医务监护机器人,0.7,mm,4,±0.2,mm,15,N,字符型,中国医用机器人学会,https://www.cmra.org.cn,,
并联机械手,Sparc机器人,0.3,mm,3,±0.2,mm,50,N,字符型,国际机器人与自动化协会,https://www.ira.org,,
六轴机械手,Yaskawa Motoman,0.2,mm,6,±0.06,mm,40,N,字符型,美国自动化与机器人协会,https://www.aara.org,,
特种机器人,环保监测机器人,1.0,mm,3,±0.5,mm,90,N,字符型,中国环境监测总局,https://www.cepa.gov.cn,,
服务机器人,货物搬运机器人,1.2,mm,4,±0.9,mm,20,N,字符型,中国智能物料处理协会,https://www.cihpa.org.cn,,
六轴机械手,UR5e,0.2,mm,6,±0.04,mm,50,N,字符型,欧洲机器人技术协会,https://www.ert.org,,
服务机器人,家庭陪伴机器人,0.5,mm,5,±0.3,mm,20,N,字符型,中国家用机器人协会,https://www.chinarobotics.org,,
特种机器人,农业喷药无人机,2.0,mm,4,±1.2,mm,85,N,字符型,中国农业科学院,https://www.caas.cn,,
六轴机械手,ABB IRB 6700,0.05,mm,6,±0.02,mm,50,N,字符型,国际自动化协会,https://www.automate.org,,
协作机器人,Techman TM5,0.3,mm,6,±0.1,mm,30,N,字符型,全球协作机器人协会,https://www.cobot.org,,
服务机器人,医疗巡逻机器人,1.0,mm,4,±0.5,mm,15,N,字符型,医疗机器人研究中心,https://www.medrobotics.org,,
特种机器人,拆解机器人,1.8,mm,4,±1.0,mm,60,N,字符型,机器人安全生产协会,https://www.rspa.org,,
并联机械手,UR5e并联机器人,0.15,mm,3,±0.06,mm,45,N,字符型,国际机器人技术委员会,https://www.irtc.org,,
六轴机械手,Kawasaki KRP,0.25,mm,6,±0.07,mm,55,N,字符型,日本机械工程协会,https://www.jma.or.jp,,
SCARA机器人,Epson SCARA,0.1,mm,4,±0.04,mm,38,N,字符型,机器人技术研究协会,https://www.roboticsresearch.org,,
特种机器人,搜救机器人,2.0,mm,5,±1.5,mm,50,N,字符型,国际红十字会,https://www.redcross.org,,
服务机器人,智能咖啡机器人,0.3,mm,3,±0.1,mm,20,N,字符型,智能家居促销协会,https://www.smart-home.org,,
并联机械手,FANUC M-1iA,0.1,mm,3,±0.05,mm,32,N,字符型,国际制造工程师协会,https://www.sme.org,,
六轴机械手,Yaskawa Motoman,0.2,mm,6,±0.04,mm,70,N,字符型,东亚机械工程协会,https://www.eame.org,,
特种机器人,巡逻安全机器人,1.2,mm,3,±1.0,mm,65,N,字符型,城市安全建设协会,https://www.urbansecurity.org,,
服务机器人,无接触送餐机器人,0.4,mm,4,±0.2,mm,18,N,字符型,餐饮自动化协会,https://www.diningautomation.org,,
并联机械手,RoboDK并联机器人,0.2,mm,3,±0.1,mm,40,N,字符型,机器人技术与应用协会,https://www.roboticsapp.org,,
SCARA机器人,Omron Adept,0.05,mm,4,±0.02,mm,37,N,字符型,全球机器人技术协会,https://www.roboticsglobal.org,,
服务机器人,家庭清洁机器人,1.2,mm,5,±0.5,mm,25,N,字符型,中国家居机器人协会,https://www.hometech-cn.org,,
特种机器人,地震救援机器人,3.0,mm,4,±1.0,mm,90,N,字符型,国家地震局,https://www.csi.gov.cn,,
六轴机械手,ABB IRB 6700,0.15,mm,6,±0.05,mm,75,N,字符型,国际自动化联盟,https://www.iaai.org,,
协作机器人,Techman TM5,0.3,mm,7,±0.1,mm,50,N,字符型,中国机器人协会,https://www.robocn.com,,
服务机器人,餐厅服务机器人,0.5,mm,6,±0.2,mm,20,N,字符型,中国餐饮业机器人技术委员会,https://www.chinaresto.com,,
特种机器人,海洋探测无人艇,4.0,mm,4,±1.8,mm,150,N,字符型,中国海洋研究所,https://www.cao.org.cn,,
并联机械手,Parallel Robot X,0.25,mm,3,±0.15,mm,60,N,字符型,亚洲机器人制造杂志,https://www.asiarobotics.com,,
服务机器人,智能医疗助手,0.7,mm,6,±0.3,mm,40,N,字符型,中国医疗机器人协会,https://www.cmra.org.cn,,
六轴机械手,Yaskawa Motoman,0.08,mm,6,±0.04,mm,80,N,字符型,工业机器人技术杂志,https://www.irtj.com,,
SCARA机器人,Denso VS-068,0.12,mm,4,±0.06,mm,30,N,字符型,机器人协会国际事务部,https://www.roboticstoday.com,,
特种机器人,农业播种机器人,1.8,mm,3,±1.0,mm,55,N,字符型,国家农业部,https://www.moa.gov.cn,,
服务机器人,机场行李搬运机器人,0.7,mm,5,±0.25,mm,45,N,字符型,中国民用航空局,https://www.caac.gov.cn,,
六轴机械手,KUKA LBR iiwa,0.05,mm,7,±0.02,mm,50,N,字符型,德国机器人研究院,https://www.dlr.de,,
特种机器人,核电站检修机器人,2.0,mm,4,±1.2,mm,80,N,字符型,国家核安全局,https://www.nnsa.gov.cn,,
服务机器人,养老院陪伴机器人,0.9,mm,3,±0.4,mm,20,N,字符型,全国养老服务机构,https://www.nursingservice.org.cn,,
并联机械手,高速装配机器人,0.2,mm,3,±0.1,mm,90,N,字符型,机器人行业发展研究院,https://www.roboticresearchinstitute.org,,
服务机器人,家庭陪伴机器人,0.5,mm,6,±0.2,mm,15,N,字符型,中国电子科技集团,https://www.cetc.com,,
工业机器人,重型焊接机器人,0.6,mm,6,±0.15,mm,90,N,字符型,国际焊接研究中心,https://www.iwrc.org,,
特种机器人,水下探测机器人,2.0,mm,3,±1.0,mm,75,N,字符型,国际海洋科学协会,https://www.ima.org,,
服务机器人,医疗辅助机器人,0.3,mm,5,±0.1,mm,20,N,字符型,世界卫生组织,https://www.who.int,,
协作机器人,高灵活性协作机器人,0.4,mm,7,±0.05,mm,28,N,字符型,机器人技术协会,https://www.robotics.org,,
特种机器人,农业无人操作机器人,3.0,mm,4,±1.2,mm,120,N,字符型,国际农业机器人协会,https://www.iar.org,,
SCARA机器人,Fanuc SR-6iA,0.08,mm,4,±0.1,mm,50,N,字符型,国际机器人联合会,https://www.ifr.org,,
六轴机械手,ABB IRB 6700,0.09,mm,6,±0.04,mm,85,N,字符型,ABB机器人公司,https://global.abb,,
服务机器人,饮食服务机器人,1.0,mm,5,±0.5,mm,18,N,字符型,国际餐饮服务联盟,https://www.fbs.org,,
特种机器人,灾后救援机器人,2.0,mm,4,±1.0,mm,60,N,字符型,国际灾害救援协会,https://www.idsra.org,,
并联机械手,Panda控制器,0.25,mm,3,±0.05,mm,30,N,字符型,国际智能控制协会,https://www.aisc.org,,
服务机器人,情感交流机器人,0.6,mm,6,±0.3,mm,16,N,字符型,中国人机交互协会,https://www.hci.org.cn,,
六轴机械手,KUKA LBR iiwa,0.05,mm,7,±0.02,mm,45,N,字符型,德国KUKA公司,https://www.kuka.com,,
特种机器人,安保巡逻机器人,1.2,mm,3,±0.6,mm,50,N,字符型,国际安全技术协会,https://www.isec.org,,
服务机器人,物流运输机器人,0.9,mm,4,±0.4,mm,55,N,字符型,国际物流协会,https://www.ilta.org,,
六轴机械手,Yaskawa Motoman,0.03,mm,6,±0.02,mm,70,N,字符型,日本安川电机,https://www.yaskawa.co.jp,,
特种机器人,智能监测机器人,1.1,mm,4,±0.5,mm,40,N,字符型,高科技卫星监测组,https://www.hstgroup.org,,
服务机器人,智能送餐机器人,0.5,mm,5,±0.2,mm,15,N,字符型,中国智能物流协会,https://www.chinalogistics.org,,
特种机器人,农业无人机监测,2.0,mm,4,±1.0,mm,50,N,字符型,中国农业机械化协会,https://www.cama.org.cn,,
并联机械手,六自由度高速并联机器人,0.25,mm,6,±0.05,mm,80,N,字符型,德国自动化与机器人协会,https://www.vdma.org,,
SCARA机器人,FANUC SR-6iA,0.15,mm,4,±0.1,mm,25,N,字符型,国际机器人技术协会,https://www.ifr.org,,
六轴机械手,ABB IRB 6700,0.1,mm,6,±0.03,mm,70,N,字符型,ABB公司,https://global.abb,,
服务机器人,医疗消毒机器人,1.0,mm,5,±0.5,mm,20,N,字符型,中国医疗机器人协会,https://www.cmra.org.cn,,
协作机器人,RoboDK协作机器人,0.3,mm,6,±0.1,mm,35,N,字符型,国际协作机器人协会,https://www.cobot.org,,
特种机器人,核电站维护机器人,3.0,mm,4,±1.2,mm,90,N,字符型,中国核能协会,https://www.cna.org.cn,,
六轴机械手,Yaskawa MOTOMAN-SD50,0.05,mm,6,±0.02,mm,60,N,字符型,日本安川电机,https://www.yaskawa.co.jp,,
并联机械手,V-Rep三维并联机器人,0.4,mm,5,±0.06,mm,45,N,字符型,中国机器人产业网,https://www.robotics.com.cn,,
特种机器人,排爆机器人,3.2,mm,3,±1.8,mm,100,N,字符型,国际排爆协会,https://www.eod.org,,
服务机器人,图书馆巡检机器人,0.7,mm,4,±0.3,mm,10,N,字符型,中国智能图书馆协会,https://www.cslia.org,,
六轴机械手,三菱RV-6SL,0.2,mm,6,±0.04,mm,55,N,字符型,三菱电机,https://www.mitsubishielectric.com,,
协作机器人,KUKA LBR iiwa,0.3,mm,7,±0.1,mm,22,N,字符型,德国KUKA机器人,https://www.kuka.com,,
特种机器人,海底探测机器人,4.0,mm,3,±2.0,mm,60,N,字符型,国际水下机器人协会,https://www.uwrobotics.org,,
六轴机械手,Fanuc M-1iA,0.09,mm,6,±0.01,mm,30,N,字符型,Fanuc公司,https://www.fanuc.com,,
