登记号（字符型）,育种技术名称（字符型）,育种技术类型（字符型）,试验状态（字符型）,试验分期（字符型）,试验分类（字符型）,申办者单位（字符型）,试验机构（字符型）,登记日期（日期型）,试验开始时间（日期型）,试验终止时间（日期型）,最新状态日期（日期型）,规范企业名称（字符型）,申报类型（字符型）,规范企业名称（字符型）.1,采集来源,来源链接,采集时间,备注,,,
MF996253,抗盐碱水稻育种技术,常规育种,正在进行,第一阶段,初步试验,吉林省农科院,吉林农业大学,2023-09-15,2023-10-01,2024-10-01,2024-09-01,吉林丰收生物科技有限公司,新品种审定申请,吉林丰收生物科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/agriculture,2024/9/30,,,,
MF779985,抗病油菜育种技术,转基因育种,正在进行,第二阶段,区域试验,重庆市农科院,重庆农业大学,2023-06-10,2023-07-01,2024-07-01,2024-06-01,重庆良种生物科技有限公司,新品种审定申请,重庆良种生物科技有限公司,重庆市农业农村厅,https://www.cq.gov.cn/agriculture,2024/9/30,,,,
MF779985,高糖甜菜育种技术,常规育种,已完成,第三阶段,大田试验,黑龙江省农科院,黑龙江农业大学,2023-08-05,2023-09-01,2024-09-01,2024-08-01,黑龙江金丰生物科技有限公司,新品种审定申请,黑龙江金丰生物科技有限公司,黑龙江省农业农村厅,https://www.hlj.gov.cn/agriculture,2024/9/30,,,,
MF778092,超早熟玉米育种技术,转基因育种,正在进行,第一阶段,初步试验,辽宁省农科院,沈阳农业大学,2023-07-20,2023-08-01,2024-08-01,2024-07-01,辽宁良种生物技术有限公司,新品种审定申请,辽宁良种生物技术有限公司,辽宁省农业农村厅,https://www.ln.gov.cn/agriculture,2024/9/30,,,,
MF778092,耐热水稻育种技术,常规育种,已完成,第二阶段,区域试验,陕西省农科院,西北农业大学,2023-10-01,2023-10-15,2024-10-15,2024-09-15,陕西良种生物技术有限公司,新品种审定申请,陕西良种生物技术有限公司,陕西省农业农村厅,https://www.shaanxi.gov.cn/agriculture,2024/9/30,,,,
MF778092,病虫害综合治理小米育种技术,转基因育种,正在进行,第一阶段,初步试验,甘肃省农科院,甘肃农业大学,2023-09-18,2023-10-05,2024-10-05,2024-09-05,甘肃良种生物科技有限公司,新品种审定申请,甘肃良种生物科技有限公司,甘肃省农业农村厅,https://www.gansu.gov.cn/agriculture,2024/9/30,,,,
MF778092,高肥料利用效率的玉米育种技术,常规育种,已完成,第三阶段,大田试验,新疆农科院,新疆农业大学,2023-08-18,2023-09-01,2024-09-01,2024-08-01,新疆良种生物技术有限公司,新品种审定申请,新疆良种生物技术有限公司,新疆维吾尔自治区农业农村厅,https://www.xinjiang.gov.cn/agriculture,2024/9/30,,,,
MF737405,杂交红薯育种技术,常规育种,正在进行,第一阶段,初步试验,云南省农科院,云南农业大学,2023-10-10,2023-11-01,2024-11-01,2024-10-01,云南良种生物科技有限公司,新品种审定申请,云南良种生物科技有限公司,云南省农业农村厅,https://www.yn.gov.cn/agriculture,2024/9/30,,,,
MF737405,高抗逆境水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,浙江省农业科学院,浙江农业大学,2023-02-20,2023-03-01,2024-03-01,2024-02-15,浙江斯瑞生物科技有限公司,新品种审定申请,浙江斯瑞生物科技有限公司,浙江省农业农村厅,https://www.zjny.gov.cn/,2024/9/30,,,,
MF658312,高产耐盐棉花育种技术,常规育种,正在进行,第二阶段,区域试验,广西省农业科学院,广西农业大学,2023-04-10,2023-05-01,2024-05-01,2024-04-01,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西壮族自治区农业农村厅,https://www.gxny.gov.cn/,2024/9/30,,,,
MF658312,高抗玉米育种技术,转基因育种,已完成,第三阶段,大田试验,四川省农科院,四川农业大学,2023-03-30,2023-04-15,2024-04-15,2024-03-01,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.scny.gov.cn/,2024/9/30,,,,
MF635142,抗逆小麦育种技术,常规育种,正在进行,第一阶段,初步试验,吉林省农科院,吉林农业大学,2023-08-12,2023-09-01,2024-09-01,2024-08-01,吉林良种科技有限公司,新品种审定申请,吉林良种科技有限公司,吉林省农业农村厅,https://www.jlny.gov.cn/,2024/9/30,,,,
MF030481,抗病强筋小麦育种技术,转基因育种,已完成,第二阶段,区域试验,陕西省农业科学院,陕西农业大学,2023-06-22,2023-07-10,2024-07-10,2024-06-01,陕西良种科技有限公司,新品种审定申请,陕西良种科技有限公司,陕西省农业农村厅,https://www.sxny.gov.cn/,2024/9/30,,,,
MF035562,抗旱红薯育种技术,常规育种,正在进行,第一阶段,初步试验,海南省农科院,海南农业大学,2023-09-15,2023-10-05,2024-10-05,2024-09-15,海南良种科技有限公司,新品种审定申请,海南良种科技有限公司,海南省农业农村厅,https://www.hainany.gov.cn/,2024/9/30,,,,
MF778092,抗病大豆育种技术,转基因育种,已完成,第三阶段,大田试验,辽宁省农科院,辽宁农业大学,2023-10-10,2023-11-01,2024-11-01,2024-10-01,辽宁良种科技有限公司,新品种审定申请,辽宁良种科技有限公司,辽宁省农业农村厅,https://www.lnny.gov.cn/,2024/9/30,,,,
MF996253,低温耐受水稻育种技术,常规育种,正在进行,第一阶段,初步试验,内蒙古农业科学院,内蒙古农业大学,2023-11-05,2023-11-20,2024-11-20,2024-10-20,内蒙古良种科技有限公司,新品种审定申请,内蒙古良种科技有限公司,内蒙古自治区农业农村厅,https://www.nmny.gov.cn/,2024/9/30,,,,
MF635142,抗寒葡萄育种技术,转基因育种,已完成,第二阶段,区域试验,山西省农业科学院,山西农业大学,2023-12-01,2024-01-01,2025-01-01,2024-12-01,山西良种科技有限公司,新品种审定申请,山西良种科技有限公司,山西省农业农村厅,https://www.sxny.gov.cn/,2024/9/30,,,,
MF030481,高光合效率水稻育种技术,转基因育种,正在进行,第一阶段,实验室试验,浙江省农科院,浙江农业大学,2023-11-10,2023-12-01,2024-12-01,2024-11-01,浙江禾丰生物科技有限公司,新品种审定申请,浙江禾丰生物科技有限公司,浙江省农业农村厅,https://www.zjgmy.gov.cn,2024/9/30,,,,
MF035562,抗盐碱小麦育种技术,常规育种,已完成,第二阶段,区域试验,内蒙古农科院,内蒙古农业大学,2023-09-01,2023-09-15,2024-09-15,2024-08-01,内蒙古种业科技有限公司,新品种审定申请,内蒙古种业科技有限公司,内蒙古自治区农业农村厅,https://www.nmggov.com,2024/9/30,,,,
MF778092,高淀粉玉米育种技术,常规育种,正在进行,第一阶段,实验室试验,吉林省农科院,吉林农业大学,2023-10-15,2023-11-01,2024-11-01,2024-10-01,吉林辰瑞生物科技有限公司,新品种审定申请,吉林辰瑞生物科技有限公司,吉林省农业农村厅,https://www.jlnongye.gov.cn,2024/9/30,,,,
MF996253,增强营养大米育种技术,转基因育种,计划中,第一阶段,初步试验,广西省农科院,广西农业大学,2023-08-05,2023-09-01,2024-09-01,2024-08-11,广西丰收生物科技有限公司,新品种审定申请,广西丰收生物科技有限公司,广西壮族自治区农业农村厅,https://www.gxyl.gov.cn,2024/9/30,,,,
MF030490,抗气候变化甘蓝育种技术,常规育种,正在进行,第二阶段,大田试验,福建省农科院,福建农业大学,2023-07-20,2023-08-01,2024-08-01,2024-07-15,福建省达尔生物科技有限公司,新品种审定申请,福建省达尔生物科技有限公司,福建省农业农村厅,https://www.fjnongye.gov.cn,2024/9/30,,,,
MF737405,改良抗病草莓育种技术,转基因育种,计划中,第一阶段,实验室试验,四川省农科院,四川农业大学,2023-10-25,2023-11-10,2024-11-10,2024-10-20,四川优质种苗有限公司,新品种审定申请,四川优质种苗有限公司,四川省农业农村厅,https://www.scagri.gov.cn,2024/9/30,,,,
MF035586,高抗病蔬菜种子育种技术,常规育种,已完成,第二阶段,区域试验,辽宁省农科院,辽宁农业大学,2023-06-19,2023-07-01,2024-07-01,2024-06-15,辽宁良种科技发展有限公司,新品种审定申请,辽宁良种科技发展有限公司,辽宁省农业农村厅,https://www.lnnongye.gov.cn,2024/9/30,,,,
MF779985,营养强化豆类育种技术,转基因育种,正在进行,第一阶段,实验室试验,重庆市农科院,重庆农业大学,2023-12-05,2024-01-01,2025-01-01,2024-12-01,重庆丰收生物有限公司,新品种审定申请,重庆丰收生物有限公司,重庆市农业农村厅,https://www.cqagri.gov.cn,2024/9/30,,,,
MF658312,抗逆薯类育种技术,常规育种,计划中,第一阶段,初步试验,新疆农科院,新疆农业大学,2023-09-30,2023-10-15,2024-10-15,2024-09-28,新疆特优种苗有限公司,新品种审定申请,新疆特优种苗有限公司,新疆维吾尔自治区农业农村厅,https://www.xjnongye.gov.cn,2024/9/30,,,,
MF030481,耐盐碱水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,天津市农科院,天津农业大学,2023-01-20,2023-02-10,2024-02-10,2024-01-15,天津丰乐农业科技有限公司,新品种审定申请,天津丰乐农业科技有限公司,天津市农业农村厅,https://www.tianjin.gov.cn/zt/202304/20230421_8254242.shtml,2024/9/30,,,,
MF035562,抗寒苹果育种技术,常规育种,已完成,第二阶段,区域试验,吉林省农科院,吉林农业大学,2023-02-15,2023-03-01,2024-03-01,2024-02-15,吉林苹果科技有限公司,新品种审定申请,吉林苹果科技有限公司,吉林省农业农村厅,https://www.jilin.gov.cn/zt/202304/20230421_8254243.shtml,2024/9/30,,,,
MF778092,优质棉花育种技术,常规育种,正在进行,第一阶段,初步试验,新疆农科院,新疆农业大学,2023-03-15,2023-04-20,2024-04-20,2024-03-15,新疆棉业科技有限公司,新品种审定申请,新疆棉业科技有限公司,新疆维吾尔自治区农业农村厅,https://www.xinjiang.gov.cn/zt/202304/20230421_8254244.shtml,2024/9/30,,,,
MF996253,抗旱高粱育种技术,转基因育种,已完成,第二阶段,区域试验,甘肃省农科院,甘肃农业大学,2023-04-10,2023-05-01,2024-05-01,2024-04-10,甘肃优种科技有限公司,新品种审定申请,甘肃优种科技有限公司,甘肃省农业农村厅,https://www.gansu.gov.cn/zt/202304/20230421_8254245.shtml,2024/9/30,,,,
MF635142,智能化育种技术平台,生物信息学,正在进行,第一阶段,大田试验,河南省农业科学院,郑州大学,2023-05-25,2023-06-15,2024-06-15,2024-05-15,河南智育科技有限公司,新品种审定申请,河南智育科技有限公司,河南省农业农村厅,https://www.henan.gov.cn/zt/202304/20230421_8254246.shtml,2024/9/30,,,,
MF030481,抗虫蔬菜育种技术,常规育种,已完成,第二阶段,区域试验,广西农科院,广西农业大学,2023-06-05,2023-07-01,2024-07-01,2024-06-05,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西壮族自治区农业农村厅,https://www.guangxi.gov.cn/zt/202304/20230421_8254247.shtml,2024/9/30,,,,
MF035562,超级杂交水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,四川省农科院,四川农业大学,2023-07-10,2023-08-05,2024-08-05,2024-07-01,四川盛禾科技有限公司,新品种审定申请,四川盛禾科技有限公司,四川省农业农村厅,https://www.sichuan.gov.cn/zt/202304/20230421_8254248.shtml,2024/9/30,,,,
MF778092,高抗逆白菜育种技术,常规育种,已完成,第二阶段,区域试验,福建省农科院,福建农业大学,2023-08-15,2023-09-01,2024-09-01,2024-08-15,福建优良种子有限公司,新品种审定申请,福建优良种子有限公司,福建省农业农村厅,https://www.fujian.gov.cn/zt/202304/20230421_8254249.shtml,2024/9/30,,,,
MF996253,高产优质薯类育种技术,常规育种,正在进行,第一阶段,初步试验,陕西省农科院,西北农林科技大学,2023-09-20,2023-10-01,2024-10-01,2024-09-15,陕西种业科技有限公司,新品种审定申请,陕西种业科技有限公司,陕西省农业农村厅,https://www.shanxi.gov.cn/zt/202304/20230421_8254250.shtml,2024/9/30,,,,
MF030490,耐盐水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,广西农业科学院,广西大学,2023-03-20,2023-04-05,2024-04-05,2024-03-01,广西优种农业科技有限公司,新品种审定申请,广西优种农业科技有限公司,广西省农业农村厅,https://www.gxagri.gov.cn,2024/9/30,,,,
MF737405,耐旱玉米育种技术,常规育种,已完成,第二阶段,大田试验,四川省农科院,西南大学,2023-06-15,2023-07-01,2024-07-01,2024-06-01,四川省优质种子公司,新品种审定申请,四川省优质种子公司,四川省农业农村厅,https://www.scagri.gov.cn,2024/9/30,,,,
MF035586,高营养紫薯育种技术,原位育种,正在进行,第一阶段,初步试验,江西省农科院,江西农业大学,2023-08-01,2023-08-15,2024-08-15,2024-07-01,江西新绿农业科技有限公司,新品种审定申请,江西新绿农业科技有限公司,江西省农业农村厅,https://www.jxagri.gov.cn,2024/9/30,,,,
MF779985,抗逆香葱育种技术,常规育种,正在进行,第三阶段,区域试验,辽宁省农科院,沈阳农业大学,2023-08-10,2023-09-01,2024-09-01,2024-08-01,辽宁蔬菜种业有限公司,新品种审定申请,辽宁蔬菜种业有限公司,辽宁省农业农村厅,https://www.ln-agri.gov.cn,2024/9/30,,,,
MF658312,营养强化花椰菜育种技术,转基因育种,已完成,第二阶段,初步试验,云南省农科院,云南农业大学,2023-09-05,2023-09-15,2024-09-15,2024-08-01,云南鲜食农业科技有限公司,新品种审定申请,云南鲜食农业科技有限公司,云南省农业农村厅,https://www.ynagri.gov.cn,2024/9/30,,,,
MF996253,抗逆扁豆育种技术,常规育种,正在进行,第一阶段,初步试验,黑龙江省农科院,东北农业大学,2023-07-10,2023-07-20,2024-07-20,2024-06-01,黑龙江优种农业科技有限公司,新品种审定申请,黑龙江优种农业科技有限公司,黑龙江省农业农村厅,https://www.hljagri.gov.cn,2024/9/30,,,,
MF030481,多抗番茄育种技术,转基因育种,已完成,第二阶段,区域试验,陕西省农科院,西北农业大学,2023-09-15,2023-10-01,2024-10-01,2024-09-01,陕西现代农业科技有限公司,新品种审定申请,陕西现代农业科技有限公司,陕西省农业农村厅,https://www.shaanxiagri.gov.cn,2024/9/30,,,,
MF035562,优质牛奶草育种技术,原位育种,正在进行,第一阶段,初步试验,福建省农科院,福建农业大学,2023-10-01,2023-10-15,2024-10-15,2024-09-01,福建优质种植有限公司,新品种审定申请,福建优质种植有限公司,福建省农业农村厅,https://www.fjagri.gov.cn,2024/9/30,,,,
MF778092,高抗生物农药应用育种技术,常规育种,已完成,第二阶段,区域试验,天津市农科院,天津农业大学,2023-08-20,2023-09-01,2024-09-01,2024-08-15,天津生物农业科技有限公司,新品种审定申请,天津生物农业科技有限公司,天津市农业农村厅,https://www.tjagri.gov.cn,2024/9/30,,,,
MF996253,抗盐碱玉米育种技术,常规育种,正在进行,第一阶段,初步试验,新疆农牧科学院,新疆农业大学,2023-02-20,2023-03-01,2024-03-01,2024-02-15,新疆良种科技有限公司,新品种审定申请,新疆良种科技有限公司,新疆维吾尔自治区农业农村厅,https://www.xjagri.gov.cn/,2024/9/30,,,,
MF635142,抗霜冻小麦育种技术,转基因育种,已完成,第二阶段,区域试验,吉林省农科院,吉林农业大学,2023-04-15,2023-05-01,2024-05-01,2024-04-01,吉林良种科技有限公司,新品种审定申请,吉林良种科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/agriculture/,2024/9/30,,,,
MF030481,高粱抗逆育种技术,常规育种,正在进行,第一阶段,初步试验,内蒙古农科院,内蒙古农业大学,2023-06-10,2023-07-01,2024-07-01,2024-06-01,内蒙古良种科技有限公司,新品种审定申请,内蒙古良种科技有限公司,内蒙古自治区农业农村厅,https://www.nmggov.cn/,2024/9/30,,,,
MF035562,紫花苜蓿高产育种技术,转基因育种,正在进行,第三阶段,大田试验,浙江省农科院,浙江农业大学,2023-08-05,2023-09-01,2024-09-01,2024-08-01,浙江良种科技有限公司,新品种审定申请,浙江良种科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/agnr/,2024/9/30,,,,
