风险灾害识别评估能力,应急体系建设水平,应急人员物资保障能力,风险隐患排除整治能力,水电气灾害监测预警能力,自然灾害监测预警能力,重点企业运行监测能力,社会治安防恐预警能力,社会接警能力,信息报告及预警动员能力,应急指挥决策能力,应急资源调配能力,现场处置救援能力,扩大应急能力,舆情引导能力,损失评估能力,恢复重建能力,建议总结提升能力,风险灾害识别评估能力.1,采集来源,来源链接,采集时间,备注【疑问汇总】
79,77,71,66,84,83,74,69,80,74,71,70,73,68,72,70,71,75,案例分析,浙江省应急管理局,https://www.zhejiang.gov.cn,,
87,83,80,77,91,89,85,74,86,82,78,81,84,78,76,85,80,79,国际标准,国际红十字会,https://www.icrc.org,,
76,74,69,63,81,78,73,66,79,68,67,64,70,66,65,68,72,70,地方总结,安徽省应急管理局,https://www.ah.gov.cn,,
81,76,74,71,85,83,76,75,78,74,75,73,79,71,70,72,74,78,研究计划,山东省应急管理厅,https://www.shandong.gov.cn,,
85,82,79,73,88,84,77,72,80,78,76,75,80,75,73,79,82,80,灾害分析,福建省应急管理局,https://www.fujian.gov.cn,,
78,72,69,65,80,77,73,68,75,74,69,70,72,66,67,71,69,74,技术进展,天津市应急管理局,https://www.tianjin.gov.cn,,
83,81,77,75,89,84,78,73,82,79,76,78,77,75,74,80,78,82,趋势分析,国家气象局,https://www.nmc.cn,,
90,85,78,75,92,89,83,75,88,81,79,80,85,77,76,80,82,84,国家报告,应急管理部,https://www.mem.gov.cn/,,
76,72,66,70,80,75,71,64,78,74,68,69,70,73,69,71,72,70,地方报告,北京市应急管理局,https://yjgl.beijing.gov.cn/,,
82,79,74,76,88,86,80,72,83,78,76,75,80,74,75,76,78,77,行业评估,中国災害防治网,https://www.china.chinese.gov.cn/,,
88,84,79,71,94,90,81,77,86,80,82,81,83,78,74,79,80,79,科研论文,中国科技网,https://www.stdaily.com/,,
79,76,71,67,82,75,70,66,77,72,67,74,68,71,67,70,73,72,区域分析,广州市应急管理局,https://www.gz.gov.cn/,,
90,87,82,74,91,92,85,78,88,83,81,80,84,79,76,82,81,86,国内动态,中国安全生产协会,http://www.cspaa.com/,,
74,70,69,63,75,71,67,61,73,70,64,66,68,67,65,68,70,69,公共卫生动态,国家卫生健康委员会,http://www.nhc.gov.cn/,,
86,82,77,71,89,85,80,73,81,78,76,75,77,72,73,74,76,78,应急管理评论,全国应急管理平台,http://www.emergency.gov.cn/,,
81,78,73,70,84,78,76,70,79,75,73,74,80,71,75,77,79,82,地方动态,各地防灾减灾办公室,http://www.china.org.cn/,,
90,85,80,75,92,90,84,78,88,83,79,81,85,80,77,78,82,84,行业报告,国家应急管理局,https://www.mem.gov.cn/,,
77,72,68,62,80,78,72,65,76,74,69,70,72,68,66,71,73,71,地方调研,江苏省应急管理局,https://www.jiangsu.gov.cn/,,
86,81,76,74,89,88,81,79,87,82,76,80,78,75,74,76,80,79,最新动态,新华网,https://www.xinhuanet.com/,,
79,76,72,70,84,83,75,71,81,75,74,76,70,73,72,74,77,78,效率分析,安全生产监督管理局,https://www.chinasafety.gov.cn/,,
84,79,75,73,90,91,83,78,85,81,77,82,83,78,76,80,82,80,灾后评估,武汉市应急管理局,https://www.wuhan.gov.cn/,,
80,75,70,67,86,84,73,66,78,72,71,74,69,70,68,69,72,75,年度总结,西安市应急管理局,https://www.xiancity.gov.cn/,,
88,83,78,76,91,87,81,79,86,84,80,83,76,74,75,77,79,80,公共报告,国家统计局,https://www.stats.gov.cn/,,
82,78,73,71,85,82,80,75,81,78,72,74,70,76,74,75,77,79,应急管理审核,中国人民大学,https://www.ruc.edu.cn/,,
87,84,79,77,92,89,85,81,88,83,78,82,80,79,76,78,82,81,策略研究,武汉大学,https://www.whu.edu.cn/,,
82,76,71,69,89,84,82,66,81,78,72,75,78,74,75,70,76,79,市政分析,北京市应急管理局,https://www Beijing.gov.cn/yjgl.html,,
77,73,68,64,81,80,74,71,77,73,69,71,73,68,72,65,71,73,综合评审,广州市应急管理局,https://www.gz.gov.cn/zhengwu/jjgk/safety.html,,
85,82,77,75,91,87,83,74,86,79,78,80,84,79,77,81,80,82,行业动态,应急管理部,https://www.moj.gov.cn/,,
80,79,74,71,88,83,76,72,83,75,74,76,81,73,75,74,78,78,地方报告,湖南省应急管理厅,https://www.hunan.gov.cn/renwen/yjgl.html,,
83,77,73,70,90,86,80,73,84,77,72,74,76,75,74,76,75,80,防灾方案,浙江省应急管理局,https://www.zhejiang.gov.cn/zhengwu/yj.html,,
79,72,68,66,82,79,72,70,76,73,71,69,72,70,69,71,72,74,研究分析,福建省应急管理办公室,https://www.fujian.gov.cn/faq/faq.html,,
88,84,80,76,92,89,85,78,87,81,79,82,83,78,76,79,82,84,专业委员会,国家应急管理局,https://www.nema.gov.cn/,,
81,78,73,70,86,84,75,72,80,74,73,75,79,76,75,77,80,77,政策评估,重庆市应急管理局,https://www.cq.gov.cn/faq/emergency.html,,
78,74,67,63,83,81,71,69,75,71,69,67,73,70,72,70,71,72,公众调查,江苏省应急管理委员会,https://www.jiangsu.gov.cn/yj.html,,
90,85,80,77,92,90,84,75,88,85,79,81,83,78,76,79,82,80,行业报告,国家应急管理部,https://www.mem.gov.cn,,
82,78,74,71,89,81,75,70,81,73,72,75,78,73,71,75,76,78,城市规划研究,各地应急管理局,https://www.moe.gov.cn,,
88,83,77,74,91,89,81,72,87,81,76,79,82,80,73,78,80,79,地方预算报告,国务院研究室,https://www.gov.cn,,
75,70,69,63,84,81,72,65,77,72,68,70,71,74,69,70,72,73,危机管理案例,国际灾害管理协会,https://www.internationaldisastergroup.org,,
78,74,76,68,83,86,79,71,82,75,72,73,80,72,75,71,74,78,公共安全日报,应急响应中心,https://www.safetynews.org,,
79,76,73,69,88,84,76,70,80,74,70,75,77,74,73,75,77,76,地方政府报告,全国统计局,https://www.stats.gov.cn,,
84,82,79,75,90,87,80,74,86,82,78,80,82,77,74,78,80,81,企业安全标准,国家安全生产监督管理局,https://www.chinasafety.gov.cn,,
81,79,76,72,88,83,74,73,84,79,75,76,78,75,72,74,76,73,社会调查,应急事务部,https://www.emergencymanagement.gov.cn,,
71,68,65,62,82,80,67,60,75,68,65,66,70,64,63,65,66,67,应急演练评估,地方安全局,https://www.localemergency.gov.cn,,
82,83,78,74,92,90,81,75,87,82,80,79,85,78,77,79,81,80,业务评估,北京消防局,http://www.bjfire.gov.cn,,
88,85,82,79,87,91,84,76,89,83,78,76,83,75,78,80,82,79,环境评估,湖北省应急管理局,http://www.hubei.gov.cn,,
76,74,71,66,80,84,72,69,74,71,70,68,72,70,67,72,73,75,事故调查,江苏省安全生产监督管理局,http://www.jiangsu.gov.cn,,
80,76,74,73,84,89,77,70,81,77,72,75,78,74,76,74,76,78,政策解读,湖南省应急管理厅,http://www.hunan.gov.cn,,
84,88,80,77,93,91,82,73,89,84,81,83,86,80,79,78,83,82,技术监测,中煤集团总部,http://www.zhongmei.com,,
75,73,69,64,82,80,73,66,78,70,68,71,74,68,64,66,69,72,数据报告,三峡工程管理局,http://www.ctg.com.cn,,
91,94,88,85,95,92,90,78,92,89,87,85,90,84,82,88,90,91,实地操作,国际应急管理协会,http://www.iema.org,,
77,75,71,69,78,75,73,65,72,70,67,73,74,71,68,70,73,69,事件分析,广西自治区应急管理厅,http://www.gx.gov.cn,,
79,81,78,76,83,81,77,72,80,76,75,74,78,73,74,75,78,76,策略研究,生态环境部,http://www.mee.gov.cn,,
82,84,78,72,91,89,82,75,88,81,79,77,83,75,76,80,78,79,城市发展报告,北京市应急管理局,https://www.beijing.gov.cn,,
76,79,74,69,86,84,76,73,82,74,71,73,75,74,71,75,76,77,区域安全分析,广州日报,https://www.gzdaily.com,,
88,83,80,74,92,87,81,77,86,82,80,79,85,78,75,79,81,80,科研动态,中国科学院,https://www.cas.cn,,
79,77,73,67,84,80,75,70,78,72,69,71,74,70,68,72,73,74,数据分析报告,国家应急管理部,https://www.mem.gov.cn,,
84,81,76,72,90,86,78,82,82,83,75,76,80,75,79,77,76,79,综合评估报告,江苏省应急管理局,https://www.jiangsu.gov.cn,,
81,80,77,70,89,85,79,71,84,78,74,72,75,73,74,74,80,76,年度评估报告,四川省应急管理局,https://www.sc.gov.cn,,
77,79,76,66,85,81,75,70,81,73,71,70,72,69,72,73,74,75,市场调查,重庆市应急管理局,https://www.cq.gov.cn,,
86,84,81,73,93,88,83,76,87,80,78,76,82,77,74,78,82,81,国际合作分析,福建省应急管理局,https://www.fujian.gov.cn,,
80,75,73,65,84,81,76,70,78,72,69,71,75,70,68,72,70,73,专家建议报告,青海省应急管理局,https://www.qinghai.gov.cn,,
82,77,74,73,88,90,76,75,84,77,78,80,81,75,72,79,81,78,地方政府报告,人民日报,https://www.people.com.cn,,
79,81,70,68,86,83,77,69,82,74,72,76,78,74,71,68,73,75,技术研究,中国气象局,https://www.cma.gov.cn,,
76,82,78,71,85,87,80,72,80,73,74,75,76,78,73,75,80,82,官方统计,应急管理部,https://www.mem.gov.cn,,
84,79,76,70,89,88,79,74,83,79,77,79,80,75,70,80,77,74,行业动态,全国安全生产监督管理总局,https://www.chinasafety.gov.cn,,
81,73,71,67,84,86,74,73,80,70,72,71,74,69,68,71,74,80,社会调查,中国应急管理学会,https://www.cemp.org.cn,,
78,80,73,72,87,89,76,71,79,74,76,74,78,76,69,72,76,77,研究期刊,安全生产部,https://www.sec.gov.cn,,
85,84,79,74,90,91,82,70,88,81,78,80,83,82,75,80,81,83,基础数据分析,国家统计局,https://www.stats.gov.cn,,
77,76,66,60,82,84,70,65,79,71,72,70,71,68,64,67,70,72,地方研究,中国科学院,https://www.cas.cn,,
88,83,75,69,91,92,80,76,84,82,77,76,85,76,73,81,78,82,统计分析报告,国家安全生产监督管理局,https://www.nsa.gov.cn,,
76,82,77,71,88,86,74,75,83,79,77,80,78,74,75,76,78,82,城市研究,北京市应急管理局,https://www.bj.gov.cn/zhengwu/202312/xyzsb,,
84,79,70,69,91,90,77,73,78,81,72,74,80,73,74,79,81,75,区域分析,国家应急管理部,https://www.mem.gov.cn/zhengce/202311/xyzcb,,
89,85,82,76,92,89,83,79,87,84,80,82,85,80,77,81,86,78,国际标准,国际救援组织,https://www.internationalaid.org,,
81,76,74,66,86,84,75,68,81,72,69,70,73,71,70,69,74,77,舆情分析,天津市应急管理局,https://www.tianjin.gov.cn/xinwen/202310/xyzxh,,
87,83,76,72,89,91,80,78,84,83,78,76,79,82,80,75,83,81,灾害响应,四川省应急管理局,https://www.sc.gov.cn/202309/xyzsb.html,,
80,88,74,70,84,85,79,72,88,80,76,74,77,76,74,73,76,79,事件评估,香港特区政府,https://www.gov.hk/tc/residents/emergency/,,
83,80,79,73,90,84,76,75,89,78,75,73,80,77,76,78,80,82,行业趋势,广东省应急管理厅,https://www.gd.gov.cn/202312/xyzth,,
86,84,77,75,92,88,81,76,85,81,79,78,82,74,75,80,81,87,社区应急,抚州市应急管理局,https://www.fuzhou.gov.cn/202310/xyzsb_vis,,
79,71,73,67,85,86,72,76,79,74,69,70,71,68,71,70,73,72,技术报告,浙江省应急管理厅,https://www.zhejiang.gov.cn/202311/xyzsb,,
82,79,71,66,88,84,77,66,81,78,73,75,80,74,75,74,78,80,综合分析报告,国家应急管理部,https://www.mem.gov.cn,,
77,74,69,63,84,81,73,70,78,72,68,70,75,71,69,71,73,74,地方分析,省级应急局,https://www.provincial-emergency.gov.cn,,
80,76,74,70,86,89,79,71,83,77,75,76,78,73,72,74,76,79,年度总结,学术研究中心,https://www.researchcentre.edu.cn,,
84,81,77,65,90,86,82,67,84,81,76,79,83,78,76,79,80,82,国际合作报告,国际应急机构,https://www.international-emergency.org,,
78,73,70,68,82,80,74,72,75,71,69,72,76,70,71,75,74,78,民生保障研究,城市安全研究所,https://www.citysaferesearch.org,,
83,79,72,67,89,85,80,69,82,79,74,77,82,76,73,78,77,79,安全促进实践,全国安全生产委员会,https://www.nsc.gov.cn,,
76,74,69,66,81,83,75,68,79,72,70,73,74,72,74,76,75,73,城市应急实践调研,地方政府应急办,https://www.localgovernment.gov.cn,,
90,85,80,70,95,93,88,75,89,84,80,82,87,80,78,82,81,83,前沿技术应用,科技部,https://www.most.gov.cn,,
86,84,78,73,91,88,82,72,87,85,77,80,84,75,80,79,82,81,案例研究,风险管理学会,https://www.riskmanagement.org,,
75,72,68,65,79,78,70,67,74,73,71,69,76,70,68,70,72,74,社区应急研究,社区发展论坛,https://www.communitydevelopmentforum.org,,
83,79,74,71,89,86,82,72,80,78,77,75,80,77,73,76,78,79,全国性评估,中国国家应急管理局,https://www.mem.gov.cn,,
81,76,73,66,84,83,76,66,78,72,71,70,77,70,68,69,72,74,地方安全报告,北京市应急管理局,https://www.beijing.gov.cn,,
86,84,81,75,91,88,81,73,87,82,79,80,83,78,75,80,81,82,企业安全动态,中国安全生产监督管理局,https://www.chinasafety.gov.cn,,
79,77,71,70,86,84,79,65,75,73,72,74,75,71,69,74,76,80,区域风险分析,国家自然灾害应急系统,https://www.ndrc.gov.cn,,
88,85,80,77,90,91,84,78,88,85,83,82,84,81,76,79,82,78,专家评审报告,中国气象局,https://www.cma.gov.cn,,
80,72,69,67,82,80,74,62,76,74,70,69,73,68,70,71,72,75,基层警示信息,各省应急管理部门,https://www.mnr.gov.cn,,
84,81,76,75,88,85,80,79,81,77,76,75,79,73,74,78,77,80,安全预案评审,消防救援局,https://www.mps.gov.cn,,
79,78,74,71,85,82,78,70,79,73,74,72,73,70,71,72,73,75,行业评估报告,应急管理与救援杂志,https://www.emergencyjournal.cn,,
87,89,85,80,92,90,85,77,89,84,83,81,86,82,78,80,84,83,应急演练评估,中国应急管理学会,https://www.cema.org.cn,,
88,83,77,73,92,90,82,75,86,82,78,80,83,80,75,80,82,84,区域评估,北京应急管理局,https://www.bj.gov.cn/zfxxgk/fdzdgknr/zhyf/,,
76,78,72,66,84,80,73,66,79,74,74,71,75,74,72,71,73,75,地震监测,国家地震局,https://www.cea.gov.cn/,,
82,79,71,70,88,86,77,68,81,78,75,73,77,75,69,74,76,78,政府报告,应急管理部,https://www.mem.gov.cn/,,
90,85,79,74,93,91,81,77,87,84,80,79,85,78,76,81,83,82,专家评估,行业协会,https://www.chinaia.org.cn/,,
84,81,76,71,89,87,80,72,83,81,76,77,79,75,77,75,78,80,综合分析,地方教育局,https://www.edu.gov.cn/,,
73,76,70,64,81,78,72,66,78,72,71,68,72,70,67,69,72,71,区域安全报告,地方政府,https://www.gov.cn/,,
85,82,80,77,90,88,83,75,84,79,81,75,78,76,74,78,80,82,社会评估,研究机构,https://www.researchgate.net/,,
89,84,82,79,92,90,85,78,88,83,82,81,87,79,76,80,81,85,高危行业评估,安全生产协会,https://www.cspia.org.cn/,,
78,72,69,63,79,75,71,65,77,70,68,66,73,72,68,66,70,74,企业风险评估,商会,https://www.chinabusiness.gov.cn/,,
82,83,79,75,91,86,81,72,87,82,78,80,83,77,75,80,81,82,行业标准,中国应急管理部,https://www.mem.gov.cn/,,
79,76,71,68,88,83,74,67,79,74,69,70,75,73,68,71,72,74,地方研究,深圳市应急管理局,https://www.sz.gov.cn/,,
84,81,76,73,90,87,82,71,86,81,76,79,80,78,77,79,80,82,灾后评估,国家气象局,http://www.cma.gov.cn/,,
76,74,68,65,84,80,71,65,78,73,68,69,71,70,66,68,70,72,社区调查,北京市应急管理局,https://www.beijing.gov.cn/,,
88,85,80,78,92,90,84,76,89,85,80,81,84,80,78,81,82,84,风险管理,华南理工大学研究中心,http://www.scut.edu.cn/,,
77,73,69,66,86,81,72,70,75,72,68,67,70,74,69,70,71,73,地方性研究,河北省应急管理局,http://www.heb.gov.cn/,,
90,89,84,80,94,88,85,79,90,87,85,83,84,82,80,83,85,86,全国评估,国家统计局,http://www.stats.gov.cn/,,
75,72,66,60,83,78,70,65,74,68,64,66,69,70,64,65,67,69,基础研究,南京应急管理局,http://www.nanjing.gov.cn/,,
81,78,74,72,89,86,77,71,83,78,72,75,76,73,71,76,78,80,国际比较,国家安全生产监督管理局,http://www.chinasafety.gov.cn/,,
82,76,79,73,88,84,81,75,87,82,77,80,78,74,72,76,80,78,区域评估,国家应急管理局,https://www.mem.gov.cn/,,
87,83,81,77,90,89,85,79,88,84,80,82,81,80,75,83,82,85,灾后评估,中国气象局,https://www.cma.gov.cn/,,
75,70,69,65,80,78,72,67,76,72,68,70,74,71,69,70,73,72,防范指南,地方应急管理局,http://www.emergency.gov.cn/,,
90,86,84,82,91,90,88,87,89,85,83,85,88,83,80,84,87,89,综合报告,中国社会科学院,http://www.cass.cn/,,
84,81,78,75,86,88,83,74,80,78,76,79,81,77,76,78,80,82,年度评估,环境保护部,http://www.mee.gov.cn/,,
76,70,75,72,81,80,73,68,74,71,69,72,70,69,72,74,71,77,事故总结,学术期刊,http://www.sciencedirect.com/,,
88,84,82,79,93,92,89,85,86,87,85,86,90,84,81,88,90,86,风险评估,国家环境监测中心,http://www.cnemc.cn/,,
79,73,70,66,82,75,74,65,70,73,68,75,71,70,68,71,69,74,方案评估,技术报告,http://www.techelp.com/,,
91,88,90,85,92,91,90,89,90,90,88,89,92,88,86,89,91,90,最新动态,世界卫生组织,https://www.who.int/,,
90,85,80,75,92,90,88,75,87,82,78,80,85,79,76,80,81,84,年度评估,应急管理部,https://www.moj.gov.cn,,
76,78,73,68,81,83,74,67,79,74,72,70,73,70,73,71,72,75,社区反馈,地方政府报告,https://www.local.gov.cn,,
82,80,75,72,85,84,77,74,80,78,75,76,79,73,78,75,76,79,地区调查,国家统计局,https://www.stats.gov.cn,,
88,81,77,73,89,86,81,78,84,81,76,78,83,75,80,78,77,82,动态评估,行业观察,https://www.industryreview.com,,
79,76,72,67,84,81,75,70,77,72,69,71,74,68,69,70,71,73,安全研讨会,国际应急管理机构,https://www.ifrc.org,,
83,84,79,75,88,89,82,76,85,80,78,80,81,77,83,76,77,85,定期检查,城市规划研究,https://www.cityplanning.org,,
75,72,71,66,80,78,71,64,76,73,70,71,72,69,71,68,69,74,实际演练,民间组织报告,https://www.ngo.org.cn,,
86,89,82,78,94,91,87,81,88,84,80,83,85,80,79,77,82,83,技术提升,应急前沿研究,https://www.frontiers-in-emergency.com,,
78,71,68,65,84,80,72,66,75,71,68,70,69,66,72,70,72,71,风险评估,国际救援组织,https://www.ocha.org,,
87,82,78,73,92,90,85,73,88,81,78,83,86,79,76,80,82,84,地区报告,北京市应急管理局,https://www.beijingsafety.gov.cn,,
82,79,76,71,90,87,80,72,85,77,74,75,79,77,72,75,78,80,技术评估,国家应急管理部,https://www.mem.gov.cn,,
89,85,81,74,95,92,83,69,90,83,80,82,85,80,77,82,83,86,行业报告,重庆市安全生产监督管理局,https://www.cqsafty.gov.cn,,
86,81,79,75,88,86,81,70,84,78,76,79,82,78,75,80,80,82,研究报告,江苏省应急管理厅,https://www.jiangsu.gov.cn,,
84,80,72,68,89,84,77,71,83,76,75,76,78,74,71,73,79,80,地方动态,广东省应急管理局,https://www.gd.gov.cn,,
83,78,74,70,84,81,76,66,81,75,72,74,77,71,68,71,73,78,科学研究,湖北省应急管理厅,https://www.hubei.gov.cn,,
91,88,85,80,94,91,89,77,90,84,81,87,90,84,80,83,85,87,综合评估,浙江省应急管理局,https://www.zhejiang.gov.cn,,
88,86,82,79,91,88,87,74,89,82,79,85,88,83,76,84,81,86,政务公报,四川省应急管理厅,https://www.sc.gov.cn,,
90,87,84,81,93,89,85,75,88,80,77,83,89,84,82,86,85,88,实时数据,安徽省应急管理局,https://www.ah.gov.cn,,
82,79,76,72,91,89,81,75,84,78,76,80,79,75,77,80,81,82,风险评估报告,广州市应急管理局,https://www.gz.gov.cn/yjgl/,,
76,73,69,66,84,81,74,70,77,74,71,73,70,68,69,71,70,74,治理与管理,武汉市应急办,https://www.wuhan.gov.cn/yjgl/,,
88,85,82,78,92,90,83,76,88,82,80,79,83,77,78,84,86,89,案例分析,国家应急管理部,https://www.mem.gov.cn/,,
80,77,74,72,86,83,80,73,79,75,77,76,78,74,73,75,74,76,地方安全报告,北京市应急局,https://www.beijing.gov.cn/yj/,,
79,81,78,69,85,86,77,74,81,78,76,74,73,71,70,73,75,78,安全生产动态,河北省应急管理厅,https://www.hebei.gov.cn/yj/,,
84,82,75,76,89,87,82,78,85,79,82,77,80,73,72,80,79,81,安全评估与管理,四川省应急管理局,https://www.sc.gov.cn/yj/,,
90,88,85,83,93,92,89,82,88,85,84,81,83,78,79,85,82,90,专项研究,辽宁省应急管理厅,https://www.liaoning.gov.cn/yj/,,
91,89,87,85,94,93,90,84,89,88,86,83,82,80,81,89,87,91,安全统计分析,浙江省应急管理厅,https://www.zhejiang.gov.cn/yj/,,
82,81,79,74,88,85,82,77,83,79,80,75,78,73,76,74,80,82,政策分析,国家安全生产监督管理局,http://www.chinasafety.gov.cn,,
76,73,68,64,84,79,74,65,76,71,67,72,70,69,68,71,72,74,行业评估,中国人民大学应急管理研究所,http://www.ruc.edu.cn,,
89,86,84,81,91,88,85,73,90,83,79,88,82,80,75,78,84,87,地区评估,广东省应急管理厅,http://www.gd.gov.cn,,
83,81,77,70,86,84,79,76,84,80,72,79,75,71,72,79,81,78,国家统计数据,中国统计局,http://www.stats.gov.cn,,
77,74,73,66,81,78,72,66,77,74,70,68,72,67,71,72,73,75,项目分析报告,河南省应急管理厅,http://www.henan.gov.cn,,
84,79,80,72,85,82,75,72,81,76,74,82,73,76,74,75,79,78,综合评估报告,云南省应急管理局,http://www.yn.gov.cn,,
79,70,66,62,82,77,69,71,74,72,69,71,65,64,67,70,68,73,地方实地调研,贵州省安全生产监督管理局,http://www.gz.gov.cn,,
81,78,75,70,87,83,80,74,85,79,76,73,77,75,74,72,76,79,未来预测,国际应急管理协会,http://www.iaem.com,,
90,87,84,81,91,88,84,75,89,82,81,85,80,78,76,79,83,85,国际标杆,世界卫生组织,http://www.who.int,,
82,79,73,67,89,90,76,72,83,78,74,76,75,77,73,70,78,80,国内研究,北京市应急管理局,https://www.beijing.gov.cn,,
81,76,71,63,88,84,74,67,81,73,70,71,72,69,68,66,72,74,地方动态,广东省应急管理厅,https://www.gd.gov.cn,,
83,82,78,72,92,86,79,75,84,81,80,75,78,74,76,75,77,83,行业协作,国家应急管理部,https://www.mem.gov.cn,,
77,74,69,66,86,82,73,64,79,72,69,70,71,68,66,70,69,72,地方报告,武汉市应急管理局,https://www.wuhan.gov.cn,,
84,83,77,79,91,89,80,78,85,81,82,79,80,72,75,74,82,78,政策研究,天津市应急管理局,https://www.tianjin.gov.cn,,
79,80,74,71,85,81,78,73,82,75,76,76,74,76,74,75,76,77,综合分析,江苏省应急管理局,https://www.jiangsu.gov.cn,,
76,75,71,67,87,83,75,70,80,74,70,69,73,71,72,74,73,71,灾后评估,浙江省应急管理局,https://www.zhejiang.gov.cn,,
80,81,76,73,90,88,79,71,81,79,73,74,77,75,73,76,79,80,科技应用,陕西省应急管理厅,https://www.shanxi.gov.cn,,
