受理号,合成生物技术名称,合成生物技术类型,注册分类,申请类型,承办日期,企业名称,联合申报企业名称,办理状态,状态开始时间,审评结论,规范企业名称,技术构成,企业名称(CDE),试验登记号,适用领域,规范企业名称.1,注册版本,采集来源,来源链接,采集时间,备注
15420100MB5E13579U/2024-00567,细胞替代治疗技术,细胞治疗,新药研发,初审,2023/9/10,武汉细胞科技有限公司,武汉大学生物医学研究中心,审核中,2023-09-11,待审,武汉细胞科技有限公司,细胞重编程技术,武汉细胞科技有限公司,T20230807,医疗、再生医学,武汉细胞科技有限公司,V1.0,湖北省科学技术厅,http://www.hubei.gov.cn/,2024-09-23,
22350100MB3C18485Q/2024-00061,新型合成生物肥料,农业技术,新产品,初审,2023/9/12,沈阳农业科技公司,沈阳生态研究所,审核中,2023-09-13,待审,沈阳农业科技公司,微生物活性成分,沈阳农业科技公司,T20230808,农业、生态修复,沈阳农业科技公司,V1.0,辽宁省农业农村厅,http://www.nongye.ln.gov.cn/,2024-09-23,
32460200MB4D29592R/2024-00062,基因修复的细胞工程技术,基因治疗,新药研发,初审,2023/9/15,厦门基因技术有限公司,厦门大学生命科学研究院,审核中,2023-09-16,待审,厦门基因技术有限公司,基因修复载体,厦门基因技术有限公司,T20230809,医疗、遗传疾病,厦门基因技术有限公司,V1.0,福建省科学技术厅,http://www.fjkb.gov.cn/,2024-09-23,
43570300MB5E30603S/2024-00063,基于AI的高效疫苗研发平台,免疫科技,疫苗研发,初审,2023/9/18,南京疫苗科技公司,南京医科大学疫苗研究中心,审核中,2023-09-19,待审,南京疫苗科技公司,疫苗计算设计,南京疫苗科技公司,T20230810,公共卫生、疫苗,南京疫苗科技公司,V1.0,江苏省科学技术厅,http://www.jiangsu.gov.cn/,2024-09-23,
54680400MB6F41714T/2024-00064,新型基因编辑植物抗虫害技术,植物科学,农作物改良,初审,2023/9/20,合肥植物科技公司,合肥农业大学植物研究院,审核中,2023-09-21,待审,合肥植物科技公司,基因编辑技术,合肥植物科技公司,T20230811,农业、食品安全,合肥植物科技公司,V1.0,安徽省科学技术厅,http://www.ah.gov.cn/,2024-09-23,
65790500MB7G52825U/2024-00065,可再生生物塑料生产技术,材料科学,创新材料,初审,2023/9/22,青岛新材料科技公司,青岛科技大学材料研究所,审核中,2023-09-23,待审,青岛新材料科技公司,生物基塑料合成,青岛新材料科技公司,T20230812,材料、环境保护,青岛新材料科技公司,V1.0,山东省科技厅,http://www.shandong.gov.cn/,2024-09-23,
76800600MB8H63936V/2024-00066,合成微生物用于碳捕集,环境生物技术,新技术,初审,2023/9/15,深圳清洁科技有限公司,深圳生态创新中心,审核中,2023-09-16,待审,深圳清洁科技有限公司,基因工程微生物,深圳清洁科技有限公司,T20230805,环境保护、能源,深圳清洁科技有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
87910700MB9I74047W/2024-00067,生物合成新型疫苗技术,疫苗研发,新药研发,初审,2023/9/20,武汉生物科技集团,武汉大学感染病研究所,审核中,2023-09-21,待审,武汉生物科技集团,DNA疫苗合成,武汉生物科技集团,T20230806,医疗、公共卫生,武汉生物科技集团,V1.0,湖北省科技厅,https://kjt.hubei.gov.cn/,2024-09-23,
98020800MB0J85158X/2024-00068,合成油脂的生物转化技术,代谢工程,新技术,初审,2023/9/22,杭州能源科技有限公司,浙江大学生物工程研究所,审核中,2023-09-23,待审,杭州能源科技有限公司,微生物代谢途径优化,杭州能源科技有限公司,T20230807,能源、化工,杭州能源科技有限公司,V1.0,浙江省科技厅,https://kjt.zj.gov.cn/,2024-09-23,
10930900MB1K96269Y/2024-00069,高效产右旋糖酐的菌株开发,微生物工程,新技术,初审,2023/9/25,成都生物科技有限公司,四川省科学院微生物研究所,审核中,2023-09-26,待审,成都生物科技有限公司,基因改造菌株,成都生物科技有限公司,T20230808,食品、制药,成都生物科技有限公司,V1.0,四川省科技厅,https://www.sc.gov.cn/,2024-09-23,
21041000MB2L07370Z/2024-00070,针对特定癌症的RNA干扰疗法,基因治疗,新药研发,初审,2023/9/28,南京抗体科技有限公司,江苏省人民医院,审核中,2023-09-29,待审,南京抗体科技有限公司,靶向RNA干扰技术,南京抗体科技有限公司,T20230809,医疗、癌症治疗,南京抗体科技有限公司,V1.0,南京市科技局,https://www.nanjing.gov.cn/,2024-09-23,
11450301MB2D27883P/2024-00061,生物可降解塑料的合成植物,生物材料,新技术,初审,2023/9/30,天津绿色塑料有限公司,南开大学材料科学研究院,审核中,2023-10-01,待审,天津绿色塑料有限公司,合成生物聚合物,天津绿色塑料有限公司,T20230810,环境保护、材料科学,天津绿色塑料有限公司,V1.0,天津市科技局,https://www.tianjin.gov.cn/,2024-09-23,
11460302MB2D27884P/2024-00062,自我修复生物材料的开发,生物材料,新技术,初审,2023/10/2,青岛生物工程研究所,青岛科技大学,审核中,2023-10-03,待审,青岛生物工程研究所,智能生物材料,青岛生物工程研究所,T20230811,材料科学、医疗,青岛生物工程研究所,V1.0,青岛市科技局,https://www.qd.gov.cn/,2024-09-23,
11470303MB2D27885P/2024-00063,合成生物护肤品研发,生物技术,新产品开发,初审,2023/10/5,西安生物科技公司,西北大学生物科学学院,审核中,2023-10-06,待审,西安生物科技公司,提取与合成活性成分,西安生物科技公司,T20230812,美容、健康,西安生物科技公司,V1.0,陕西省科技厅,https://www.shaanxi.gov.cn/,2024-09-23,
11480304MB2D27886P/2024-00064,细胞培养技术的创新方法,细胞工程,新技术,初审,2023/9/5,深圳创新生物科技有限公司,深圳细胞生物研究所,审核中,2023-09-06,待审,深圳创新生物科技有限公司,改良细胞培养基,深圳创新生物科技有限公司,T20230805,生物制药、疫苗,深圳创新生物科技有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
11490305MB2D27887P/2024-00065,植物基因组编辑技术,基因编辑,农业技术,初审,2023/9/7,杭州农业科技公司,浙江大学农业科学研究所,审核中,2023-09-08,待审,杭州农业科技公司,CRISPR-GeneTA,杭州农业科技公司,T20230806,农业、生态,杭州农业科技公司,V1.0,杭州市农业科技局,http://www.hangzhou.gov.cn/,2024-09-23,
11500306MB2D27888P/2024-00066,合成生物材料研发技术,生物材料,材料技术,初审,2023/9/9,武汉生物材料科技公司,华中科技大学材料学院,审核中,2023-09-10,待审,武汉生物材料科技公司,生物基聚合物,武汉生物材料科技公司,T20230807,医疗、环保,武汉生物材料科技公司,V1.0,武汉市科技局,http://www.wuhan.gov.cn/,2024-09-23,
11510307MB2D27889P/2024-00067,精准药物传递系统,药物技术,新药研发,初审,2023/9/11,南京医药创新公司,南京医科大学药学院,审核中,2023-09-12,待审,南京医药创新公司,纳米载药系统,南京医药创新公司,T20230808,医疗、制药,南京医药创新公司,V1.0,南京市科技局,http://www.nanjing.gov.cn/,2024-09-23,
11520308MB2D27890P/2024-00068,自适应机器人生物系统,机器人技术,新技术,初审,2023/9/13,广州机器人技术有限公司,华南理工大学机器人研究所,审核中,2023-09-14,待审,广州机器人技术有限公司,自适应生物特性传感,广州机器人技术有限公司,T20230809,医疗、智能制造,广州机器人技术有限公司,V1.0,广州市科技局,http://www.gz.gov.cn/,2024-09-23,
11530309MB2D27891P/2024-00069,合成抗体技术的进展,抗体工程,新药研发,初审,2023/9/15,成都抗体研发中心,四川大学生命科学学院,审核中,2023-09-16,待审,成都抗体研发中心,重组抗体产生,成都抗体研发中心,T20230810,医疗、制药,成都抗体研发中心,V1.0,成都市科技局,http://www.chengdu.gov.cn/,2024-09-23,
11540310MB2D27892P/2024-00070,合成生物塑料技术,生物材料,环境保护,初审,2023/9/17,青岛生物塑料公司,青岛科技大学化工学院,审核中,2023-09-18,待审,青岛生物塑料公司,微生物合成塑料,青岛生物塑料公司,T20230811,环保、材料,青岛生物塑料公司,V1.0,青岛市科技局,http://www.qd.gov.cn/,2024-09-23,
"11230567MB3E38945Q/2024-00087,11567890MB1A56321R/2024-00094,11348712MB2B47866T/2024-00042,11890543MB0C12789S/2024-00073,11406789MB4F21478K/2024-00015,11764924MB6D43829L/2024-00053,11543271MB5E98762M/2024-00029,11632854MB9A64571N/2024-00012,11914305MB3B70000O/2024-00038,11298745MB1D29013P/2024-00062",合成病毒疫苗研发技术,疫苗开发,新药研发,初审,2023/9/19,重庆疫苗科技公司,重庆医科大学公共卫生学院,审核中,2023-09-20,待审,重庆疫苗科技公司,病毒样颗粒技术,重庆疫苗科技公司,T20230812,医疗、公共卫生,重庆疫苗科技公司,V1.0,重庆市科学技术局,http://www.cq.gov.cn/,2024-09-23,
"12760418MB3E39273H/2024-00123,13980526MB4F48294J/2024-00234,11520934MB5G57215K/2024-00345,12890647MB6H66256L/2024-00456,11230789MB7I75287M/2024-00567,13891234MB8J84298N/2024-00678,11021345MB9K93209O/2024-00789,12010456MB0L02310P/2024-00890",合成生物合成增产技术,微生物发酵,新技术,正式审查,2023/9/10,南京生物工程公司,南京农业大学,审核中,2023-09-11,待审,南京生物工程公司,基因代谢工程,南京生物工程公司,T20230901,农业、食品,南京生物工程公司,V1.0,江苏省科技厅,https://jst.jiangsu.gov.cn/,2024-09-23,
58320451NB4D67329J/2024-00012,代谢工程提升氨基酸合成,代谢工程,新技术,初审,2023/9/15,杭州生物材料有限公司,浙江大学生命科学学院,审核中,2023-09-16,待审,杭州生物材料有限公司,转基因菌株,杭州生物材料有限公司,T20230902,食品、饲料,杭州生物材料有限公司,V1.0,浙江省科技管理局,https://www.zj.gov.cn/,2024-09-23,
29705643AB3E89465Q/2024-00078,抗病毒RNA干扰技术,RNA技术,新药研发,正式审查,2023/9/20,深圳医药科技集团,深圳大学,审核中,2023-09-21,待审,深圳医药科技集团,RNA干扰机制,深圳医药科技集团,T20230903,医疗、疫苗,深圳医药科技集团,V1.0,广东省科学技术厅,https://gdstc.gov.cn/,2024-09-23,
40150786MC5F23548H/2024-00033,极端生态微生物群落应用技术,生态工程,新技术,初审,2023/9/25,西安环境科技有限公司,西北大学,审核中,2023-09-26,待审,西安环境科技有限公司,极端微生物筛选,西安环境科技有限公司,T20230904,环境修复,西安环境科技有限公司,V1.0,陕西省科技厅,https://www.shaanxi.gov.cn/,2024-09-23,
76890512KD9R67104Z/2024-00091,功能性食品中益生菌的合成,食品科技,新技术,初审,2023/10/1,成都生物健康研究中心,四川大学,审核中,2023-10-02,待审,成都生物健康研究中心,益生菌选育,成都生物健康研究中心,T20230905,食品、保健品,成都生物健康研究中心,V1.0,四川省科学技术厅,https://www.sc.gov.cn/,2024-09-23,
12046879XE2G41597M/2024-00045,自动化合成生物技术平台,自动化技术,新技术,正式审查,2023/10/5,广州智能科技公司,华南理工大学,审核中,2023-10-06,待审,广州智能科技公司,高通量筛选技术,广州智能科技公司,T20230906,生物研究、制药,广州智能科技公司,V1.0,广州市科技局,https://www.gz.gov.cn/,2024-09-23,
23415986LF8A34892V/2024-00022,基因组测序技术的创新应用,基因组学,新技术,初审,2023/10/10,天津基因科技有限公司,天津大学,审核中,2023-10-11,待审,天津基因科技有限公司,高精度测序,天津基因科技有限公司,T20230907,医疗、农业,天津基因科技有限公司,V1.0,天津市科技局,http://www.tianjin.gov.cn/,2024-09-23,
98723214QK3D21658X/2024-00099,用于生物修复的合成蛋白,生物修复,环境保护,正式审查,2023/10/15,厦门生态科技公司,厦门大学,审核中,2023-10-16,待审,厦门生态科技公司,重金属清除蛋白技术,厦门生态科技公司,T20230908,环境修复、土壤改良,厦门生态科技公司,V1.0,福建省科技厅,http://www.fujian.gov.cn/,2024-09-23,
65432100RZ5Q87961J/2024-00007,合成生物电池技术,生物能源,新技术,初审,2023/9/15,深圳动力生物科技有限公司,深圳绿色能源研究院,审核中,2023-09-16,待审,深圳动力生物科技有限公司,微生物发电,深圳动力生物科技有限公司,T20230805,能源、环保,深圳动力生物科技有限公司,V1.0,广东省科学技术局,https://gdstc.gd.gov.cn,2024-09-23,
45613492SL1F76534B/2024-00029,虾青素合成技术,生物合成,新产品开发,初审,2023/9/20,厦门海洋生物科技有限公司,厦门海洋研究院,审核中,2023-09-21,待审,厦门海洋生物科技有限公司,微生物发酵合成,厦门海洋生物科技有限公司,T20230806,保健食品、化妆品,厦门海洋生物科技有限公司,V1.0,福建省科技厅,https://www.fjst.gov.cn,2024-09-23,
34567891PY6D58204H/2024-00055,植物基因组编辑技术,基因编辑,新技术,初审,2023/9/25,南京农业生物技术有限公司,南京农业大学,审核中,2023-09-26,待审,南京农业生物技术有限公司,CRISPR/Cas9基因编辑,南京农业生物技术有限公司,T20230807,农业、环境,南京农业生物技术有限公司,V1.0,江苏省科技厅,https://www.jiangsust.gov.cn,2024-09-23,
23110400MB2D12345P/2024-00075,合成生物材料开发技术,生物材料,新材料研发,初审,2023/9/30,济南合成生物材料公司,山东大学,审核中,2023-10-01,待审,济南合成生物材料公司,聚合物合成技术,济南合成生物材料公司,T20230808,包装、纺织,济南合成生物材料公司,V1.0,山东省科技厅,https://www.sdsti.gov.cn,2024-09-23,
15780200MB2D67890P/2024-00082,新型疫苗平台技术,疫苗技术,疫苗研发,初审,2023/10/5,武汉生物科技研究院,中国科学院武汉病毒研究所,审核中,2023-10-06,待审,武汉生物科技研究院,病毒载体疫苗,武汉生物科技研究院,T20230809,医疗、公共卫生,武汉生物科技研究院,V1.0,湖北省科学技术主管部门,https://www.hbst.gov.cn,2024-09-23,
80450200MB2D54321P/2024-00091,合成生物化工生产技术,生物化工,新技术,初审,2023/10/10,沈阳生化科技有限公司,沈阳化工大学,审核中,2023-10-11,待审,沈阳生化科技有限公司,微生物发酵技术,沈阳生化科技有限公司,T20230810,化工、医药,沈阳生化科技有限公司,V1.0,辽宁省科技厅,https://www.lnst.gov.cn,2024-09-23,
35960400MB2D09876P/2024-00102,应用于人类健康的合成蛋白技术,合成生物,新技术,初审,2023/10/15,杭州生物技术有限公司,浙江大学,审核中,2023-10-16,待审,杭州生物技术有限公司,重组蛋白生产,杭州生物技术有限公司,T20230811,医疗、制药,杭州生物技术有限公司,V1.0,浙江省科技厅,https://www.zjst.gov.cn,2024-09-23,
