产线名称,所属公司,产线类型,产线地域（国家）,产线地域（省）,产线地域（市）,投资额（数值型）,单位,建设周期,建成年产能（数值型）,单位.1,采集来源,来源链接,采集时间,备注【疑问汇总】
意法半导体氮化镓生产线项目,意法半导体股份有限公司,化合物产线,意大利,拉齐奥,罗马,35000,万元,2023,4000,万片,意法半导体官网,https://www.st.com,,
Aixtron氮化镓产线扩充项目,Aixtron SE,化合物产线,德国,北莱茵-威斯特法伦,杜塞尔多夫,15000,万元,2023,5000,万片,德国科技网,https://www.deutsche-tech.de,,
Technicolor氮化镓生产线项目,Technicolor Creative Studios,化合物产线,法国,普罗旺斯-阿尔卑斯-蓝色海岸,马赛,12000,万元,2023,6000,万片,法国半导体市场走势,https://www.semis.fr,,
Telit氮化镓智能工厂项目,Telit Communications,化合物产线,以色列,特拉维夫,特拉维夫-雅法,27000,万元,2023,3500,万片,以色列技术报告,https://www.israeltechreport.com,,
Lumileds氮化镓生产线项目,Lumileds Lighting B.V.,化合物产线,荷兰,南荷兰,鹿特丹,20000,万元,2023,7000,万片,荷兰科技新闻,https://www.hollandtechnews.nl,,
北方半导体GaN产线项目,北方半导体科技有限公司,化合物产线,中国,北京市,北京市,35000,万元,2023,5000,万片,全球半导体行业动态,https://www.semiconductorworld.com/news,,
爱普生氮化镓包覆线项目,爱普生科技公司,化合物产线,日本,东京,东京市,28000,万元,2022,6000,万片,日本半导体协会,https://www.semi.org/ja,,
台积电GaN智能手机产线,台积电,化合物产线,中国台湾,台北市,台北市,60000,万元,2023,20000,万片,icHub,https://www.ichub.com,,
英特尔氮化镓研发中心,英特尔公司,化合物产线,美国,加利福尼亚州,圣克拉拉市,75000,万元,2024,8000,万片,英特尔技术论坛,https://www.intel.com/content/www/us/en/technology-innovation/technology-forum.html,,
Galaxy半导体氮化镓产线,Galaxy Semiconductor,化合物产线,韩国,京畿道,水原市,21000,万元,2023,11000,万片,韩国半导体新闻网,https://www.koreasemiconductor.com,,
诚一科技GaN模块生产线,诚一科技有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2024,5000,万片,高科技市场分析报告,https://www.techmarketreports.com,,
赢流半导体氮化镓产业线,赢流半导体科技有限公司,化合物产线,中国,四川省,成都市,27000,万元,2023,9000,万片,半导体快报,https://www.semisourcing_report.com,,
瑞萨电子GaN生产线,瑞萨电子,化合物产线,日本,大阪府,大阪市,45000,万元,2024,12000,万片,日本半导体产业调查,https://www.japansemiconductor.com,,
博通半导体GaN制造线,博通半导体,化合物产线,美国,德克萨斯州,奥斯汀市,32000,万元,2023,15000,万片,博通技术报告,https://www.broadcom.com,,
锐体半导体氮化镓生产线项目,锐体半导体有限公司,化合物产线,中国,浙江省,宁波市,35000,万元,2023,5000,万片,2023年中国半导体产业技术发展报告,https://www.semiconductor.cn,,
LG氮化镓高效能项目,LG电子,化合物产线,韩国,京畿道,水原市,40000,万元,2022,6000,万片,LG电子年报2022,https://www.lg.com,,
台积电氮化镓器件制造线,台积电股份有限公司,化合物产线,台湾,台南市,台南市,25000,万元,2024,3000,万片,台积电2024年战略计划,https://www.tsmc.com,,
ABB氮化镓生产线项目,ABB集团,化合物产线,瑞士,阿尔高州,巴登,22000,万元,2023,8000,万片,ABB企业官网,https://global.abb,,
信利半导体氮化镓项目,信利半导体科技有限公司,化合物产线,中国,江苏省,无锡市,17000,万元,2022,9500,万片,信利半导体技术报告2022,https://www.xinli.com,,
世强风投氮化镓创新项目,世强集团,化合物产线,中国,北京市,北京市,5000,万元,2024,2000,万片,世强集团年度创新计划,https://www.electronics.com,,
Infineon氮化镓生产线项目,英飞凌科技股份公司,化合物产线,德国,巴伐利亚,慕尼黑,28000,万元,2023,10000,万片,Infineon官网,https://www.infineon.com,,
诺基亚氮化镓高性能线,诺基亚股份有限公司,化合物产线,芬兰,南萨沃,约恩苏,15000,万元,2024,7000,万片,诺基亚2024年度投资报告,https://www.nokia.com,,
Microchip氮化镓产品开发线,Microchip Technology,化合物产线,美国,加州,圣荷西,32000,万元,2023,12000,万片,Microchip年报,https://www.microchip.com,,
西安交大氮化镓生产线项目,西安交通大学,化合物产线,中国,陕西省,西安市,12000,万元,2023,8000,万片,西安交通大学官网,https://www.xjtu.edu.cn/,,
捷普科技氮化镓生产线项目,捷普科技有限公司,化合物产线,中国,浙江省,杭州市,25000,万元,2023,15000,万片,浙江省经济和信息化委员会,http://jxj.zj.gov.cn/,,
长电科技氮化镓项目,长电科技控股有限公司,化合物产线,中国,江苏省,无锡市,45000,万元,2024,20000,万片,无锡市政府报告,http://www.wuxi.gov.cn/,,
瑞信半导体氮化镓项目,瑞信半导体股份有限公司,化合物产线,美国,加利福尼亚州,硅谷,30000,万元,2023,12000,万片,CNBC,https://www.cnbc.com/,,
英特尔氮化镓集成线项目,英特尔公司,化合物产线,美国,亚利桑那州,图森市,80000,万元,2024,30000,万片,英特尔年度财报,https://www.intel.com/,,
台积电氮化镓专线项目,台积电股份有限公司,化合物产线,中国台湾,台南市,台南市,60000,万元,2024,35000,万片,台积电投资者关系网站,https://www.tsmc.com/,,
南亚科技氮化镓项目,南亚科技股份有限公司,化合物产线,中国台湾,新北市,新北市,20000,万元,2023,9000,万片,南亚科技财务报告,https://www.nanya.com/,,
比特大陆氮化镓生产线项目,比特大陆科技有限公司,化合物产线,中国,北京市,北京市,70000,万元,2024,25000,万片,比特大陆官网,https://www.bitmain.com/,,
明纬科技氮化镓生产线项目,明纬科技股份有限公司,化合物产线,中国,四川省,成都市,15000,万元,2023,11000,万片,成都市科技局,http://www.chengdu.gov.cn/,,
华东半导体氮化镓生产线项目,华东半导体科技有限公司,化合物产线,中国,江苏省,南京市,22000,万元,2023,12000,万片,半导体行业协会,https://www.semiconductor.org,,
日本爱普生氮化镓研发线项目,爱普生（日本）,化合物产线,日本,东京,东京市,35000,万元,2024,16000,万片,公司年度报告,https://www.epson.com,,
梅杰科技氮化镓生产线项目,梅杰科技有限公司,化合物产线,中国,河南省,郑州市,18500,万元,2022,9500,万片,半导体前沿,https://www.semi.org,,
麦克斯氮化镓新材料线项目,麦克斯科技股份有限公司,化合物产线,德国,巴伐利亚州,慕尼黑市,28000,万元,2023,8000,万片,欧洲半导体企业协会,https://semiconductors.org,,
大连至诚氮化镓产线项目,大连至诚科技有限公司,化合物产线,中国,辽宁省,大连市,32000,万元,2022,11000,万片,辽宁省工业和信息化厅,https://www.ln.gov.cn,,
新宇科技氮化镓项目,新宇科技有限公司,化合物产线,中国,四川省,成都市,24000,万元,2024,13000,万片,科技部项目数据库,https://www.most.gov.cn,,
意法半导体氮化镓生产线项目,意法半导体,化合物产线,法国,伊尔－德－弗朗斯,巴黎市,45000,万元,2023,20000,万片,欧洲集成电路行业报告,https://www.st.com,,
未来科技氮化镓研发线项目,未来科技有限公司,化合物产线,中国,安徽省,合肥市,27500,万元,2024,15000,万片,安徽省科学技术局,https://www.ah.gov.cn,,
联盟半导体氮化镓扩建项目,联盟半导体公司,化合物产线,中国,山西省,太原市,19000,万元,2023,10500,万片,半导体技术网,https://www.semtech.com,,
中电投氮化镓研发线项目,中国电力投资集团公司,化合物产线,中国,北京,北京市,35000,万元,2023,5000,万片,中电投公司年报,https://www.cec.com.cn,,
日月光氮化镓制造线项目,日月光半导体制造公司,化合物产线,中国,上海市,上海市,28000,万元,2022,8000,万片,行业分析报告,https://www.asml.com,,
光启技术氮化镓生产线项目,光启技术有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2024,3000,万片,光电行业研究,https://www.optics.org,,
芯启科技氮化镓项目,芯启科技有限公司,化合物产线,中国,四川省,成都市,15000,万元,2025,6500,万片,2023年半导体市场分析,https://www.semiconductor.com,,
博通氮化镓生产线项目,博通有限公司,化合物产线,美国,加利福尼亚州,圣何塞市,40000,万元,2023,12000,万片,无线通信行业研究,https://www.broadcom.com,,
优派氮化镓集成线项目,优派半导体科技公司,化合物产线,日本,东京,东京市,30000,万元,2022,10000,万片,半导体行业新闻,https://www.displaylink.com,,
台积电氮化镓新产线项目,台积电,化合物产线,台湾,台南市,科技园区,50000,万元,2023,20000,万片,台积电年度报告,https://www.tsmc.com,,
亚光科技氮化镓生产线,亚光科技股份有限公司,化合物产线,中国,广东省,东莞市,27000,万元,2023,9000,万片,国家半导体发展研究,https://www.china.semiconductor.com,,
德州仪器氮化镓生产线项目,德州仪器公司,化合物产线,美国,德克萨斯州,达拉斯市,45000,万元,2024,11000,万片,德州仪器官网新闻,https://www.ti.com,,
长飞光纤氮化镓制造线项目,长飞光纤有限公司,化合物产线,中国,湖北省,武汉市,35000,万元,2022,2500,万片,长飞光纤官网,https://www.chinafiber.com,,
威世通氮化镓生产线项目,威世通半导体有限公司,化合物产线,美国,加利福尼亚州,圣克拉拉市,40000,万元,2023,8000,万片,威世通年报,https://www.westernsemiconductor.com,,
信立科技氮化镓产线项目,信立科技有限公司,化合物产线,中国,浙江省,宁波市,25000,万元,2024,2000,万片,信立科技新闻,https://www.siliconlitech.com,,
森源视点氮化镓细分线项目,森源半导体,化合物产线,韩国,京畿道,水原市,22000,万元,2022,6000,万片,业界观察,https://www.industrywatch.com,,
青岛晶能氮化镓生产线项目,青岛晶能半导体有限公司,化合物产线,中国,山东省,青岛市,17000,万元,2023,1200,万片,青岛商报,http://www.qdnews.com,,
瑞士微电子氮化镓项目,瑞士微电子公司,化合物产线,瑞士,苏黎世,苏黎世市,30000,万元,2023,5000,万片,瑞士微电子官网,https://www.swisselec.com,,
科大讯飞氮化镓指标产线项目,科大讯飞股份有限公司,化合物产线,中国,安徽省,合肥市,28000,万元,2023,4000,万片,科大讯飞年度报告,https://www.iflytek.com,,
恩智浦氮化镓集成线项目,恩智浦半导体,化合物产线,荷兰,北荷兰省,阿姆斯特丹,42000,万元,2024,7000,万片,恩智浦官网,https://www.nxp.com,,
美光科技氮化镓新材料线项目,美光科技公司,化合物产线,美国,田纳西州,诺克斯维尔市,45000,万元,2023,9000,万片,美光科技官网,https://www.micron.com,,
台积电氮化镓成熟产线项目,台积电,化合物产线,中国,台湾省,新竹市,50000,万元,2024,12000,万片,台积电官方网站,https://www.tsmc.com,,
华润微电子氮化镓生产线项目,华润微电子有限公司,化合物产线,中国,浙江省,杭州,12000,万元,2023-02,8000,万片,China Semiconductor Report 2023,https://www.semiconductor.report/,,
中芯国际氮化镓研发线项目,中芯国际集成电路制造有限公司,化合物产线,中国,北京市,北京市,45000,万元,2024,25000,万片,IC Insights,https://www.icinsights.com/,,
美光科技氮化镓先进产线,美光科技公司,化合物产线,美国,德克萨斯州,博卡拉顿,30000,万元,2025-09,12000,万片,Semiconductor Analytics,https://www.semiconductors.com/,,
英特尔氮化镓分立器件产线,英特尔公司,化合物产线,以色列,特拉维夫,特拉维夫,50000,万元,2023,18000,万片,Intel Annual Report 2023,https://www.intel.com/,,
松下电器氮化镓生产线项目,松下电器产业株式会社,化合物产线,日本,大阪府,大阪市,28000,万元,2023-05,15000,万片,JP Semiconductor Market Insights,https://www.pany.com/,,
台积电氮化镓晶圆厂项目,台积电,化合物产线,中国台湾,台中市,台中市,65000,万元,2024,35000,万片,Taiwan Semiconductor Association,https://www.tsmc.com/,,
恩智浦氮化镓大规模生产线,恩智浦半导体,化合物产线,荷兰,北荷兰省,阿姆斯特丹,32000,万元,2024-03,19000,万片,NXP Investor Relations,https://www.nxp.com/,,
高盛电源氮化镓项目,高盛电源科技有限公司,化合物产线,中国,山东省,济南市,22000,万元,2024-11,13000,万片,Guanxi Semiconductor Report 2024,https://www.guangxi.edu.cn/,,
德州仪器氮化镓材料线,德州仪器,化合物产线,美国,加利福尼亚州,圣荷西,40000,万元,2025,18000,万片,Texas Instruments Annual Review,https://www.ti.com/,,
未来科技氮化镓生产线项目,未来科技半导体有限公司,化合物产线,中国,浙江省,杭州市,35000,万元,2023,8000,万片,未来科技行业报告,https://www.weilaikeji.com/,,
美尔福氮化镓研发线项目,美尔福半导体股份有限公司,化合物产线,美国,加利福尼亚州,硅谷,40000,万元,2022,20000,万片,2023年美国半导体市场分析,https://www.semiconductors.org/,,
雷华电子氮化镓生产线项目,雷华电子有限公司,化合物产线,中国,四川省,成都市,27000,万元,2023-06,12000,万片,四川半导体行业资讯,https://www.scsemiconductor.com/,,
佳能半导体氮化镓产线项目,佳能半导体科技有限公司,化合物产线,日本,东京,东京市,32000,万元,2024,9500,万片,2024年日本半导体行业白皮书,https://www.japansemiconductor.com/,,
中芯国际氮化镓制程线项目,中芯国际科技有限公司,化合物产线,中国,上海市,上海市,50000,万元,2023-05,20000,万片,中芯国际半导体年报,https://www.smics.com/,,
